Name,total_calls,termination,Prob Bearish,Prob Bullish,Direction_Price,F1,Stock_Last,F2,sigma1,Impl_Vol,sigma2
AAPL,17,True,0.9762581844494508,0.023741815550549217,Bullish,493.2339493080652,497.48,679.1504437391274,0.42386860723836994,0.4763,0.27987994707727776
ABBV,18,True,0.8726936810431821,0.12730631895681788,Bullish,95.98436818087413,94.86,87.52894872042091,0.17590279110056142,0.26530000000000004,0.01
ABT,13,True,0.08558759775972365,0.9144124022402763,Bearish,98.41928899066984,102.4,102.82768548834892,0.7230492050138668,0.2663,0.15605864312673923
ACN,9,True,1.0,0.0,Bullish,237.8062782962492,237.49,228.4843339597551,0.19398470537324253,0.2416,0.01
ADBE,24,True,0.6863429715820637,0.3136570284179363,Bullish,469.3992910165611,473.22,482.3307165623601,0.40991837068226167,0.4254,0.18388163262098392
AIG,5,True,0.5496127856846763,0.4503872143153237,Bullish,26.829034323404883,28.27,30.28220946041707,0.25519312489047885,0.445,0.010954661750126845
AMGN,9,True,0.04060321219865352,0.9593967878013465,Bearish,218.9799762278492,237.64,238.4625350572838,0.99,0.262,0.1695001200805566
AMT,11,True,0.7596762794862977,0.24032372051370232,Bullish,247.81566348553028,249.34,255.5378930868144,0.3299892700220367,0.2804,0.01
AXP,23,True,0.86266731951174,0.13733268048825997,Bullish,95.861049488253,96.15,97.87279365776037,0.3223393802146362,0.34380000000000005,0.12612910973432562
BA,15,True,0.9742960044127117,0.02570399558728831,Bullish,165.97456102628342,167.5,228.661930342888,0.4633384671596742,0.5765,0.27988054017204067
BAC,7,True,0.07741726194083538,0.9225827380591646,Bearish,22.837154762054645,24.98,25.075719934690277,0.99,0.3871,0.29103897074597557
BLK,13,True,0.5652936857536228,0.4347063142463772,Bullish,573.0526471376525,584.04,593.2866119270228,0.3278465037842698,0.2792,0.06826574824307853
BMY,6,True,1.0,0.0,Bullish,62.24695971067394,62.19,84.89603666843229,0.2202416451466222,0.2618,0.279882781620991
C,16,True,0.11538575636475645,0.8846142436352435,Bearish,47.57684547386863,49.3,49.550322863947436,0.8016007110460209,0.4077,0.28924346387195193
CAT,16,True,0.05530668702628962,0.9446933129737104,Bearish,126.15178078151392,138.43,139.27413878161906,0.37445451547804226,0.3078,0.24286598180228247
CL,10,True,0.3122156301723373,0.6877843698276627,Bearish,77.95750319820979,78.69,79.0567465114459,0.2213813864347817,0.1845,0.12771387925564662
CMCSA,9,True,0.7117277756640902,0.2882722243359098,Bullish,42.7780927605803,43.07,43.67191703554566,0.2654989818792992,0.2839,0.01
COF,25,True,0.32480900954419634,0.6751909904558037,Bearish,61.48243230849102,63.8,65.01183544363349,0.7108533784613427,0.49570000000000003,0.26075200974705576
