Underlying,Name,Expected PnL,Cost of Strategy,Max_Profit,Max_Loss,Prob of Profit,Prob of Loss,Exp_Pnl/Max_Loss,Profit_Factor,Strategy_Delta,Strategy_Gamma,Strategy_Theta,Strategy_Vega,Strategy_Rho,Strike_1_type,Strike_1,Strike_1_alloc,Strike_2_type,Strike_2,Strike_2_alloc
MET,Bull Call Spread,-8.9,90.0,60.0,90.0,53.28,46.72,-0.09888888888888889,0.6666666666666666,22.000000000000004,1.9999999999999991,-1.0000000000000002,0.0,1.0,Call,37.0,1.0,Call,38.5,-1.0
MET,Bull Call Spread,-1.05,102.0,98.0,102.0,52.01,47.99,-0.010294117647058823,0.9607843137254902,28.000000000000004,3.0,-1.0000000000000002,0.9999999999999999,1.0,Call,37.0,1.0,Call,39.0,-1.0
