Underlying,Name,Expected PnL,Cost of Strategy,Max_Profit,Max_Loss,Prob of Profit,Prob of Loss,Exp_Pnl/Max_Loss,Strategy_Delta,Strategy_Gamma,Strategy_Theta,Strategy_Vega,Strategy_Rho,C_53.0,C_53.5,C_54.0,C_54.5,C_55.0,C_55.5,C_56.0,C_56.5,C_57.0,C_57.5,C_58.0,P_53.0,P_53.5,P_54.0,P_54.5,P_55.0,P_55.5,P_56.0,P_56.5,P_57.0,P_57.5,P_58.0
ORCL,Bear Call Spread,-18.9,-32.0,32.0,68.0,45.04,54.96,-0.2779411764705882,-16.000000000000004,0.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ORCL,Bear Call Spread,-17.1,-88.99999999999999,88.99999999999999,61.000000000000014,30.57,69.43,-0.280327868852459,-20.999999999999996,4.000000000000001,-1.0000000000000002,1.0000000000000002,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ORCL,Bear Call Spread,-14.42,-52.999999999999986,52.999999999999986,47.000000000000014,33.52,66.48,-0.3068085106382978,-14.000000000000002,1.9999999999999991,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ORCL,Bear Call Spread,-33.98,-141.0,141.0,109.0,30.57,69.43,-0.311743119266055,-36.00000000000001,5.0,-1.0000000000000002,1.0000000000000002,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ORCL,Bear Call Spread,-14.08,-109.0,109.0,41.0,20.7,79.3,-0.3434146341463415,-14.999999999999991,5.000000000000002,-1.0000000000000002,1.0000000000000002,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ORCL,Bear Call Spread,-9.86,-21.999999999999986,21.999999999999986,28.000000000000014,35.05,64.95,-0.3521428571428569,-6.999999999999995,1.0000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ORCL,Bear Call Spread,-15.22,-8.0,8.0,42.0,50.39,49.61,-0.3623809523809524,-8.000000000000002,0.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ORCL,Bear Call Spread,-31.3,-115.99999999999999,115.99999999999999,84.00000000000001,27.82,72.18,-0.37261904761904757,-28.000000000000004,5.0,-1.0000000000000002,1.0000000000000002,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ORCL,Bear Call Spread,-16.24,-58.0,58.0,42.0,26.51,73.49,-0.3866666666666666,-14.000000000000002,3.0,-1.0000000000000002,1.0000000000000002,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ORCL,Bear Call Spread,-10.41,-74.0,74.0,26.0,17.77,82.23,-0.4003846153846154,-7.9999999999999964,3.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ORCL,Bear Call Spread,-15.68,-12.0,12.0,38.0,41.59,58.41,-0.4126315789473684,-8.000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ORCL,Bear Call Spread,-30.44,-85.0,85.0,65.0,24.04,75.96,-0.4683076923076923,-21.000000000000007,3.9999999999999996,-1.0000000000000002,1.0000000000000002,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ORCL,Bear Call Spread,-13.56,-22.0,22.0,28.0,27.82,72.18,-0.4842857142857143,-7.000000000000006,0.9999999999999981,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ORCL,Bear Call Spread,-15.68,-23.0,23.0,27.0,22.88,77.12,-0.5807407407407408,-6.999999999999995,2.0000000000000018,-1.0000000000000002,1.0000000000000002,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ORCL,Bear Call Spread,-29.88,-50.0,50.0,50.0,19.68,80.32,-0.5976,-14.000000000000002,3.0000000000000013,-1.0000000000000002,1.0000000000000002,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
