Underlying,Name,Expected PnL,Cost of Strategy,Max_Profit,Max_Loss,Prob of Profit,Prob of Loss,Exp_Pnl/Max_Loss,Strategy_Delta,Strategy_Gamma,Strategy_Theta,Strategy_Vega,Strategy_Rho,C_35.5,C_36.0,C_36.5,C_37.0,C_37.5,C_38.0,C_38.5,C_39.0,C_39.5,C_40.0,C_40.5,C_41.0,P_35.5,P_36.0,P_36.5,P_37.0,P_37.5,P_38.0,P_38.5,P_39.0,P_39.5,P_40.0,P_40.5,P_41.0
MET,Bear Put Spread,-48.18,179.0,71.0,179.0,42.97,56.82,-0.26916201117318433,-28.000000000000004,-1.9999999999999991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MET,Bear Put Spread,-62.15,230.0,70.0,230.0,42.97,56.82,-0.2702173913043478,-32.99999999999999,-1.9999999999999991,0.0,-0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
MET,Bear Put Spread,-50.38,181.99999999999997,168.00000000000003,181.99999999999997,35.18,64.6,-0.2768131868131869,-46.0,6.0,1.0000000000000002,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MET,Bear Put Spread,-31.47,113.0,87.0,113.0,38.25,61.54,-0.2784955752212389,-23.0,1.9999999999999991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MET,Bear Put Spread,-75.12,269.0,131.0,269.0,36.7,63.08,-0.2792565055762082,-44.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
MET,Bear Put Spread,-61.15,218.0,132.0,218.0,38.25,61.54,-0.28050458715596327,-39.00000000000001,0.0,0.0,0.9999999999999999,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MET,Bear Put Spread,-55.07,192.99999999999997,207.00000000000003,192.99999999999997,33.68,66.11,-0.2853367875647669,-50.0,6.999999999999999,1.0000000000000002,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MET,Bear Put Spread,-20.46,69.0,31.0,69.0,44.56,55.23,-0.2965217391304348,-11.999999999999995,0.9999999999999996,0.9999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0
MET,Bear Put Spread,-54.74,182.0,18.0,182.0,50.96,48.83,-0.3007692307692308,-19.999999999999996,-3.0,0.0,-0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0
MET,Bear Put Spread,-44.52,146.0,154.0,146.0,33.68,66.11,-0.3049315068493151,-32.99999999999999,3.0,-1.0000000000000002,0.9999999999999999,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MET,Bear Put Spread,-24.73,80.0,70.0,80.0,35.18,64.6,-0.309125,-18.000000000000004,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MET,Bear Put Spread,-40.77,131.0,19.0,131.0,50.96,48.83,-0.3112213740458015,-15.000000000000002,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0
MET,Bear Put Spread,-49.22,157.0,193.0,157.0,32.2,67.58,-0.3135031847133758,-37.0,3.9999999999999996,-1.0000000000000002,0.9999999999999999,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MET,Bear Put Spread,-37.79,113.0,137.0,113.0,30.75,69.03,-0.3344247787610619,-28.000000000000004,4.000000000000001,-1.0000000000000002,0.9999999999999999,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MET,Bear Put Spread,-42.48,124.0,176.0,124.0,29.33,70.45,-0.3425806451612903,-32.00000000000001,5.0,-1.0000000000000002,0.9999999999999999,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MET,Bear Put Spread,-65.9,188.99999999999997,111.00000000000003,188.99999999999997,33.68,66.11,-0.34867724867724875,-42.0,4.999999999999999,2.0000000000000004,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MET,Bear Put Spread,-52.93,149.99999999999997,50.00000000000003,149.99999999999997,39.81,59.98,-0.3528666666666667,-30.999999999999993,3.0,2.0000000000000004,-0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MET,Bear Put Spread,-35.03,99.0,1.0,99.0,55.7,44.09,-0.35383838383838384,-10.000000000000009,-1.9999999999999991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0
MET,Bear Put Spread,-13.72,36.0,14.0,36.0,42.97,56.82,-0.3811111111111111,-7.000000000000001,2.0000000000000004,0.9999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0
MET,Bear Put Spread,-60.05,153.0,97.0,153.0,32.2,67.58,-0.39248366013071895,-28.999999999999996,1.9999999999999991,0.0,0.9999999999999999,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MET,Bear Put Spread,-47.08,114.0,36.0,114.0,38.25,61.54,-0.41298245614035084,-17.999999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MET,Bear Put Spread,-39.03,92.0,108.0,92.0,26.59,73.2,-0.4242391304347826,-21.000000000000004,2.0000000000000004,-1.9999999999999998,0.9999999999999999,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MET,Bear Put Spread,-43.73,103.0,147.0,103.0,25.27,74.52,-0.4245631067961165,-25.0,3.0,-1.9999999999999998,0.9999999999999999,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MET,Bear Put Spread,-25.97,59.0,41.0,59.0,30.75,69.03,-0.44016949152542373,-11.000000000000004,0.9999999999999996,-0.9999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MET,Bear Put Spread,-53.31,120.0,80.0,120.0,29.33,70.45,-0.44425000000000003,-24.000000000000004,3.0,0.0,0.9999999999999999,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MET,Bear Put Spread,-40.06,81.0,119.0,81.0,21.54,78.25,-0.49456790123456795,-19.000000000000004,3.9999999999999996,-1.0000000000000002,0.9999999999999999,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MET,Bear Put Spread,-40.34,81.0,19.0,81.0,35.18,64.6,-0.49802469135802474,-13.0,1.0000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MET,Bear Put Spread,-35.37,70.0,80.0,70.0,22.74,77.04,-0.5052857142857142,-15.000000000000002,3.0,-1.0000000000000002,0.9999999999999999,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MET,Bear Put Spread,-54.56,99.0,51.0,99.0,25.27,74.52,-0.5511111111111111,-17.000000000000004,0.9999999999999996,-0.9999999999999996,0.9999999999999999,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MET,Bear Put Spread,-32.72,59.0,91.0,59.0,18.17,81.61,-0.5545762711864407,-13.999999999999998,2.0000000000000004,-1.0000000000000002,0.9999999999999999,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MET,Bear Put Spread,-28.03,48.0,52.0,48.0,20.37,79.41,-0.5839583333333334,-9.999999999999998,1.0000000000000009,-1.0000000000000002,0.9999999999999999,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MET,Bear Put Spread,-22.31,37.0,13.0,37.0,27.95,71.84,-0.6029729729729729,-5.000000000000004,1.9999999999999991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MET,Bear Put Spread,-50.89,77.0,23.0,77.0,22.74,77.04,-0.6609090909090909,-11.000000000000004,1.9999999999999991,0.0,0.9999999999999999,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MET,Bear Put Spread,-33.08,48.0,52.0,48.0,15.19,84.6,-0.6891666666666666,-7.999999999999999,2.0000000000000004,-1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MET,Bear Put Spread,-16.67,23.0,27.0,23.0,12.6,87.19,-0.7247826086956523,-4.000000000000001,0.9999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MET,Bear Put Spread,-28.38,37.0,13.0,37.0,16.14,83.65,-0.767027027027027,-3.9999999999999982,1.0000000000000009,-1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
