Underlying,Name,Expected PnL,Cost of Strategy,Max_Profit,Max_Loss,Prob of Profit,Prob of Loss,Exp_Pnl/Max_Loss,Strategy_Delta,Strategy_Gamma,Strategy_Theta,Strategy_Vega,Strategy_Rho,C_91.5,C_92.0,C_92.5,C_93.0,C_93.5,C_94.0,C_94.5,C_95.0,C_95.5,C_96.0,C_97.0,C_97.5,C_98.0,C_98.5,C_99.0,C_100.0,C_101.0,P_91.5,P_92.0,P_92.5,P_93.0,P_93.5,P_94.0,P_94.5,P_95.0,P_95.5,P_96.0,P_97.0,P_97.5,P_98.0,P_98.5,P_99.0,P_100.0,P_101.0
MDT,Bear Call Spread,-32.82,-61.0,61.0,239.0,61.08,38.92,-0.13732217573221758,-21.0,-3.0,3.0000000000000004,-3.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDT,Bear Call Spread,-43.48,-236.0,236.0,314.0,44.68,55.32,-0.13847133757961783,-42.00000000000001,-1.0000000000000009,3.0,-2.0000000000000004,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDT,Bear Call Spread,-41.13,-203.0,203.0,297.0,46.41,53.59,-0.1384848484848485,-38.0,-1.0000000000000009,3.0,-2.0000000000000004,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDT,Bear Call Spread,-30.61,-42.0,42.0,208.0,63.85,36.15,-0.14716346153846155,-17.0,-3.0,1.9999999999999998,-3.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDT,Bear Call Spread,-26.73,-27.0,27.0,173.0,66.58,33.42,-0.1545086705202312,-12.999999999999998,-2.0000000000000004,1.9999999999999998,-1.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDT,Bear Call Spread,-59.78,-415.99999999999994,415.99999999999994,384.00000000000006,38.92,61.08,-0.15567708333333333,-56.00000000000001,0.9999999999999996,2.0000000000000004,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDT,Bear Call Spread,-62.18,-456.0,456.0,394.0,38.14,61.86,-0.15781725888324874,-58.00000000000001,0.9999999999999996,0.9999999999999996,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDT,Bear Call Spread,-57.83,-336.0,336.0,364.0,40.51,59.49,-0.15887362637362637,-52.0,0.0,2.0000000000000004,-0.9999999999999996,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDT,Bear Call Spread,-55.31,-261.0,261.0,339.0,42.98,57.02,-0.16315634218289085,-46.00000000000001,-1.0000000000000009,2.0000000000000004,-2.0000000000000004,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDT,Bear Call Spread,-39.49,-209.0,209.0,241.0,42.98,57.02,-0.16385892116182574,-35.0,0.0,2.0000000000000004,-1.0000000000000009,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
