Underlying,Name,Expected PnL,Cost of Strategy,Max_Profit,Max_Loss,Prob of Profit,Prob of Loss,Exp_Pnl/Max_Loss,Strategy_Delta,Strategy_Gamma,Strategy_Theta,Strategy_Vega,Strategy_Rho,C_185.0,C_187.5,C_190.0,C_192.5,C_195.0,C_197.5,C_200.0,C_202.5,C_205.0,P_185.0,P_187.5,P_190.0,P_192.5,P_195.0,P_197.5,P_200.0,P_202.5,P_205.0
V,Bear Put Spread,-76.4,639.0,861.0,639.0,40.68,59.32,-0.11956181533646323,-49.00000000000001,0.9999999999999999,-3.0,3.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
V,Bear Put Spread,-83.56,691.9999999999999,558.0000000000001,691.9999999999999,46.81,53.19,-0.12075144508670523,-43.0,0.0,3.0,-1.0000000000000009,-3.9999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0
V,Bear Put Spread,-63.26,512.0,488.0,512.0,44.67,55.33,-0.1235546875,-35.0,0.0,1.0000000000000009,0.0,-3.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0
V,Bear Put Spread,-70.7,550.0,200.0,550.0,58.63,41.37,-0.12854545454545455,-25.0,0.0,6.999999999999999,-4.000000000000001,-1.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0
V,Bear Put Spread,-88.91,690.0,310.0,690.0,54.4,45.6,-0.12885507246376812,-32.99999999999999,0.0,6.999999999999999,-4.999999999999999,-1.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0
V,Bear Put Spread,-80.14,604.9999999999999,395.0000000000001,604.9999999999999,49.25,50.75,-0.1324628099173554,-35.0,0.0,4.000000000000001,-2.0000000000000018,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0
V,Bear Put Spread,-59.83,425.0,325.0,425.0,47.12,52.88,-0.14077647058823528,-27.0,0.0,2.0000000000000018,-1.0000000000000009,-2.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0
V,Bear Put Spread,-72.8,494.9999999999999,255.0000000000001,494.9999999999999,52.59,47.41,-0.1470707070707071,-26.0,0.0,4.999999999999999,-3.0,-1.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0
V,Bear Put Spread,-54.58,354.9999999999999,145.0000000000001,354.9999999999999,56.82,43.18,-0.15374647887323947,-18.000000000000004,0.0,4.999999999999999,-2.0000000000000018,-1.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0
V,Bear Put Spread,-52.49,315.0,185.0,315.0,50.47,49.53,-0.16663492063492064,-18.000000000000004,0.0,3.0,-1.9999999999999991,-1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0
