Underlying,Name,Expected PnL,Cost of Strategy,Max_Profit,Max_Loss,Prob of Profit,Prob of Loss,Exp_Pnl/Max_Loss,Strategy_Delta,Strategy_Gamma,Strategy_Theta,Strategy_Vega,Strategy_Rho,C_38.0,C_38.5,C_39.0,C_39.5,C_40.0,C_40.5,C_41.0,C_41.5,C_42.0,C_42.5,C_43.0,P_38.0,P_38.5,P_39.0,P_39.5,P_40.0,P_40.5,P_41.0,P_41.5,P_42.0,P_42.5,P_43.0
WBA,Bear Put Spread,-14.92,117.0,183.0,117.0,34.49,64.13,-0.12752136752136753,-41.99999999999999,7.000000000000001,-1.0000000000000002,0.9999999999999999,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
WBA,Bear Put Spread,-29.49,223.0,227.0,223.0,39.82,58.8,-0.1322421524663677,-63.0,3.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
WBA,Bear Put Spread,-21.19,150.0,200.0,150.0,36.49,62.13,-0.14126666666666668,-49.0,6.0,-1.0000000000000002,0.9999999999999999,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
WBA,Bear Put Spread,-25.45,171.99999999999997,178.00000000000003,171.99999999999997,39.82,58.8,-0.14796511627906977,-54.0,3.0000000000000013,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
WBA,Bear Put Spread,-11.76,78.00000000000001,121.99999999999999,78.00000000000001,33.56,65.06,-0.15076923076923074,-29.000000000000004,5.0,-1.0000000000000002,0.9999999999999999,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
WBA,Bear Put Spread,-32.19,213.0,187.0,213.0,41.02,57.6,-0.15112676056338026,-58.00000000000001,0.9999999999999996,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
WBA,Bear Put Spread,-17.62,107.0,143.0,107.0,35.47,63.16,-0.16467289719626169,-37.0,5.0,-1.0000000000000002,0.9999999999999999,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
WBA,Bear Put Spread,-23.89,140.0,160.0,140.0,37.55,61.07,-0.17064285714285715,-44.00000000000001,3.9999999999999996,-1.0000000000000002,0.9999999999999999,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
WBA,Bear Put Spread,-34.88,202.0,148.0,202.0,42.26,56.36,-0.1726732673267327,-52.0,-1.0000000000000009,0.0,-0.9999999999999999,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
WBA,Bear Put Spread,-28.14,160.99999999999997,139.00000000000003,160.99999999999997,41.02,57.6,-0.1747826086956522,-48.0,1.0000000000000009,0.0,-0.9999999999999999,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
