Underlying,Name,Expected PnL,Cost of Strategy,Max_Profit,Max_Loss,Prob of Profit,Prob of Loss,Exp_Pnl/Max_Loss,Strategy_Delta,Strategy_Gamma,Strategy_Theta,Strategy_Vega,Strategy_Rho,C_71.0,C_71.5,C_72.0,C_72.5,C_73.0,C_73.5,C_74.0,C_74.5,C_75.0,C_75.5,C_76.0,C_76.5,C_77.0,C_77.5,P_71.0,P_71.5,P_72.0,P_72.5,P_73.0,P_73.5,P_74.0,P_74.5,P_75.0,P_75.5,P_76.0,P_76.5,P_77.0,P_77.5
CL,Bear Call Spread,-34.19,-135.0,135.0,115.0,32.41,67.59,-0.29730434782608695,-23.0,2.0000000000000004,-0.9999999999999996,0.9999999999999996,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CL,Bear Call Spread,-30.38,-149.0,149.0,101.0,29.89,70.11,-0.3007920792079208,-21.999999999999996,3.0,-0.9999999999999996,1.9999999999999998,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CL,Bear Call Spread,-17.16,-44.0,44.0,56.0,37.9,62.1,-0.30642857142857144,-9.999999999999998,0.0,0.0,0.9999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CL,Bear Call Spread,-36.4,-184.0,184.0,116.0,28.29,71.71,-0.3137931034482758,-25.0,3.0,-0.9999999999999996,1.9999999999999998,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CL,Bear Call Spread,-26.2,-69.0,69.0,81.0,36.0,64.0,-0.3234567901234568,-14.000000000000002,1.0000000000000009,0.0,0.9999999999999996,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CL,Bear Call Spread,-12.74,-14.0,14.0,36.0,45.02,54.98,-0.3538888888888889,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CL,Bear Call Spread,-26.93,-75.0,75.0,75.0,31.55,68.45,-0.35906666666666665,-14.000000000000002,1.0000000000000009,-0.9999999999999996,0.9999999999999996,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CL,Bear Call Spread,-29.58,-118.0,118.0,82.0,27.52,72.48,-0.36073170731707316,-17.000000000000004,3.0,-0.9999999999999996,1.0000000000000002,-1.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CL,Bear Call Spread,-14.98,-8.999999999999986,8.999999999999986,41.000000000000014,50.47,49.53,-0.36536585365853647,-4.999999999999999,0.0,0.0,-0.9999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CL,Bear Call Spread,-35.6,-153.0,153.0,97.0,26.02,73.98,-0.36701030927835054,-20.000000000000007,3.0,-0.9999999999999996,1.0000000000000002,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CL,Bear Call Spread,-35.84,-104.0,104.0,96.0,29.89,70.11,-0.37333333333333335,-17.999999999999993,2.0000000000000004,-0.9999999999999996,0.9999999999999996,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CL,Bear Call Spread,-14.36,-15.0,15.0,35.0,39.86,60.14,-0.41028571428571425,-5.000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CL,Bear Call Spread,-20.16,-1.0,1.0,49.0,54.96,45.04,-0.4114285714285714,-3.9999999999999982,-1.0000000000000009,0.9999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CL,Bear Call Spread,-34.55,-119.99999999999997,119.99999999999997,80.00000000000003,23.89,76.11,-0.4318749999999998,-16.000000000000004,1.9999999999999991,-0.9999999999999996,1.0000000000000002,-1.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CL,Bear Call Spread,-24.47,-94.0,94.0,56.0,21.9,78.1,-0.4369642857142857,-10.999999999999998,1.9999999999999991,0.0,1.0000000000000002,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CL,Bear Call Spread,-28.54,-84.99999999999997,84.99999999999997,65.00000000000003,24.58,75.42,-0.43907692307692286,-13.0,1.9999999999999991,-0.9999999999999996,1.0000000000000002,-1.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CL,Bear Call Spread,-27.85,-38.0,38.0,62.0,33.28,66.72,-0.4491935483870968,-8.999999999999996,1.0000000000000009,0.0,0.9999999999999996,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CL,Bear Call Spread,-18.46,-59.0,59.0,41.0,23.21,76.79,-0.4502439024390244,-7.9999999999999964,1.9999999999999991,0.0,1.0000000000000002,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CL,Bear Call Spread,-35.03,-73.0,73.0,77.0,27.52,72.48,-0.45493506493506497,-13.0,2.0000000000000004,-0.9999999999999996,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CL,Bear Call Spread,-26.12,-44.0,44.0,56.0,29.08,70.92,-0.46642857142857147,-9.000000000000007,1.0000000000000009,-0.9999999999999996,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CL,Bear Call Spread,-18.8,-13.0,13.0,37.0,35.08,64.92,-0.5081081081081081,-4.999999999999993,0.0,0.0,0.9999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CL,Bear Call Spread,-33.99,-39.99999999999997,39.99999999999997,60.00000000000003,25.29,74.71,-0.5664999999999998,-8.999999999999996,0.9999999999999996,-0.9999999999999996,0.0,-1.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CL,Bear Call Spread,-30.56,-50.0,50.0,50.0,19.44,80.56,-0.6112,-7.000000000000006,0.9999999999999996,0.0,1.0000000000000002,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CL,Bear Call Spread,-27.05,-7.0,7.0,43.0,30.71,69.29,-0.6290697674418605,-4.0000000000000036,1.0000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CL,Bear Call Spread,-25.08,-10.999999999999972,10.999999999999972,39.00000000000003,26.76,73.24,-0.6430769230769225,-5.000000000000004,0.0,-0.9999999999999996,0.0,-1.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CL,Bear Call Spread,-23.91,-14.0,14.0,36.0,23.21,76.79,-0.6641666666666667,-3.9999999999999925,0.9999999999999996,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CL,Bear Call Spread,-24.55,-15.0,15.0,35.0,20.03,79.97,-0.7014285714285714,-4.0000000000000036,0.9999999999999996,0.0,1.0000000000000002,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CL,Bear Call Spread,-26.02,-15.0,15.0,35.0,17.19,82.81,-0.7434285714285714,-3.0000000000000027,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CL,Bear Put Spread,-37.52,319.0,331.0,319.0,41.88,58.12,-0.11761755485893417,-61.0,0.9999999999999996,1.0000000000000002,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CL,Bear Put Spread,-34.54,279.0,321.0,279.0,40.86,59.14,-0.12379928315412186,-58.00000000000001,1.9999999999999991,1.0000000000000002,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
CL,Bear Put Spread,-38.51,311.0,289.0,311.0,42.91,57.09,-0.12382636655948552,-56.99999999999999,0.9999999999999996,1.0000000000000002,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CL,Bear Put Spread,-29.12,231.0,119.0,231.0,51.58,48.42,-0.12606060606060607,-35.99999999999999,-2.0000000000000004,1.9999999999999998,-1.9999999999999998,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CL,Bear Put Spread,-37.96,300.0,250.0,300.0,43.96,56.04,-0.12653333333333333,-53.0,0.0,1.9999999999999998,-1.0000000000000002,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CL,Bear Put Spread,-31.92,252.0,148.0,252.0,49.36,50.64,-0.12666666666666668,-41.0,-2.0000000000000004,1.9999999999999998,-1.0000000000000002,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CL,Bear Put Spread,-26.77,208.0,92.0,208.0,53.83,46.17,-0.12870192307692307,-29.999999999999993,-3.0,1.9999999999999998,-1.9999999999999998,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0
CL,Bear Put Spread,-35.52,271.0,279.0,271.0,41.88,58.12,-0.13107011070110702,-54.0,1.9999999999999991,1.0000000000000002,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
CL,Bear Put Spread,-38.05,288.0,212.0,288.0,45.02,54.98,-0.13211805555555556,-49.99999999999999,-0.9999999999999996,1.9999999999999998,-1.0000000000000002,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CL,Bear Put Spread,-35.97,272.0,178.0,272.0,47.17,52.83,-0.13224264705882352,-44.99999999999999,-0.9999999999999996,1.9999999999999998,-1.0000000000000002,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CL,Bear Put Spread,-34.98,260.0,240.0,260.0,42.91,57.09,-0.13453846153846152,-50.0,0.9999999999999996,1.9999999999999998,-1.0000000000000002,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
CL,Bear Put Spread,-28.94,212.0,138.0,212.0,48.26,51.74,-0.13650943396226417,-38.00000000000001,-1.0000000000000009,1.9999999999999998,-1.0000000000000002,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
CL,Bear Put Spread,-25.03,183.0,67.0,183.0,57.23,42.77,-0.136775956284153,-25.0,-3.0,1.9999999999999998,-1.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0
CL,Bear Put Spread,-26.14,191.0,109.0,191.0,50.47,49.53,-0.1368586387434555,-33.0,-1.0000000000000009,1.9999999999999998,-1.9999999999999998,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
CL,Bear Put Spread,-33.96,244.0,306.0,244.0,38.87,61.13,-0.13918032786885245,-52.0,1.9999999999999991,0.0,1.0000000000000002,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CL,Bear Put Spread,-24.47,174.00000000000003,276.0,174.00000000000003,36.0,64.0,-0.14063218390804594,-42.00000000000001,3.9999999999999996,0.0,1.0000000000000002,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CL,Bear Put Spread,-35.07,248.0,202.0,248.0,43.96,56.04,-0.14141129032258065,-47.0,0.0,1.9999999999999998,-1.0000000000000002,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
CL,Bear Put Spread,-23.78,168.0,82.0,168.0,52.7,47.3,-0.14154761904761906,-27.0,-2.0000000000000004,1.9999999999999998,-1.9999999999999998,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0
CL,Bear Put Spread,-32.99,232.0,168.0,232.0,46.09,53.91,-0.14219827586206898,-42.00000000000001,0.0,1.9999999999999998,-1.0000000000000002,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
CL,Bear Put Spread,-34.94,236.0,264.0,236.0,39.86,60.14,-0.14805084745762712,-48.0,1.9999999999999991,0.0,1.0000000000000002,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CL,Bear Put Spread,-31.63,210.0,290.0,210.0,37.9,62.1,-0.15061904761904762,-47.00000000000001,3.0,0.0,1.0000000000000002,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CL,Bear Put Spread,-34.4,225.0,225.0,225.0,40.86,59.14,-0.15288888888888888,-44.0,0.9999999999999996,0.9999999999999996,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CL,Bear Put Spread,-25.46,166.00000000000003,233.99999999999997,166.00000000000003,36.94,63.06,-0.15337349397590358,-38.0,3.9999999999999996,0.0,1.0000000000000002,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CL,Bear Put Spread,-22.05,143.0,57.0,143.0,56.1,43.9,-0.1541958041958042,-22.000000000000007,-2.0000000000000004,1.9999999999999998,-1.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0
CL,Bear Put Spread,-18.76,119.0,231.0,119.0,32.41,67.59,-0.15764705882352942,-31.000000000000007,3.9999999999999996,-0.9999999999999996,1.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CL,Bear Put Spread,-28.36,177.0,123.0,177.0,46.09,53.91,-0.16022598870056498,-32.0,-1.0000000000000009,0.9999999999999996,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CL,Bear Put Spread,-24.91,155.00000000000003,194.99999999999997,155.00000000000003,37.9,62.1,-0.16070967741935482,-34.0,3.0,0.9999999999999996,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CL,Bear Put Spread,-32.61,202.0,248.0,202.0,38.87,61.13,-0.16143564356435644,-43.00000000000001,3.0,0.0,1.0000000000000002,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CL,Bear Put Spread,-34.49,213.0,187.0,213.0,42.91,57.09,-0.16192488262910798,-41.0,0.0,0.9999999999999996,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CL,Bear Put Spread,-25.56,156.0,94.0,156.0,48.26,51.74,-0.16384615384615384,-26.999999999999996,-1.0000000000000009,0.9999999999999996,-0.9999999999999996,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CL,Bear Put Spread,-32.41,197.0,153.0,197.0,43.96,56.04,-0.16451776649746191,-36.0,0.0,0.9999999999999996,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CL,Bear Put Spread,-24.49,148.0,252.0,148.0,34.17,65.83,-0.16547297297297298,-36.0,3.9999999999999996,-0.9999999999999996,1.9999999999999998,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CL,Bear Put Spread,-32.07,191.0,209.0,191.0,39.86,60.14,-0.16790575916230366,-39.00000000000001,2.0000000000000004,0.9999999999999996,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CL,Bear Put Spread,-27.05,159.0,41.0,159.0,59.51,40.49,-0.17012578616352203,-18.999999999999993,-3.0,1.0000000000000002,-1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0
CL,Bear Put Spread,-23.2,133.0,67.0,133.0,51.58,48.42,-0.17443609022556392,-20.999999999999996,-2.0000000000000004,0.9999999999999996,-0.9999999999999996,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0
CL,Bear Put Spread,-25.0,143.00000000000003,156.99999999999997,143.00000000000003,39.86,60.14,-0.1748251748251748,-31.0,2.0000000000000004,0.9999999999999996,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CL,Bear Put Spread,-18.88,107.00000000000004,92.99999999999996,107.00000000000004,42.91,57.09,-0.17644859813084104,-22.000000000000004,0.9999999999999996,0.9999999999999996,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CL,Bear Put Spread,-19.74,111.0,189.0,111.0,33.28,66.72,-0.17783783783783783,-27.0,3.9999999999999996,-0.9999999999999996,1.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CL,Bear Put Spread,-32.16,179.0,171.0,179.0,40.86,59.14,-0.17966480446927371,-36.00000000000001,1.0000000000000009,0.9999999999999996,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CL,Bear Put Spread,-22.92,127.00000000000003,122.99999999999997,127.00000000000003,40.86,59.14,-0.18047244094488185,-26.0,2.0000000000000004,0.9999999999999996,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CL,Bear Put Spread,-25.48,140.0,210.0,140.0,35.08,64.92,-0.182,-31.999999999999996,3.9999999999999996,-0.9999999999999996,1.9999999999999998,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
