Underlying,Name,Expected PnL,Cost of Strategy,Max_Profit,Max_Loss,Prob of Profit,Prob of Loss,Exp_Pnl/Max_Loss,Strategy_Delta,Strategy_Gamma,Strategy_Theta,Strategy_Vega,Strategy_Rho,C_47.0,C_47.5,C_48.0,C_48.5,C_49.0,C_49.5,C_50.0,C_50.5,C_51.0,C_51.5,C_52.0,C_52.5,C_53.0,C_53.5,P_47.0,P_47.5,P_48.0,P_48.5,P_49.0,P_49.5,P_50.0,P_50.5,P_51.0,P_51.5,P_52.0,P_52.5,P_53.0,P_53.5
MS,Bear Put Spread,-10.62,56.0,44.0,56.0,44.45,55.54,-0.18964285714285714,-12.000000000000005,0.0,-0.9999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MS,Bear Put Spread,-22.21,117.0,183.0,117.0,35.4,64.59,-0.18982905982905984,-31.000000000000007,3.0,-1.9999999999999998,1.0000000000000002,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MS,Bear Put Spread,-20.32,107.0,143.0,107.0,36.88,63.11,-0.18990654205607477,-27.0,2.0000000000000004,-0.9999999999999996,1.0000000000000002,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MS,Bear Put Spread,-31.76,161.0,239.0,161.0,35.4,64.59,-0.19726708074534163,-40.0,3.9999999999999996,-1.9999999999999998,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MS,Bear Put Spread,-13.08,66.0,34.0,66.0,50.57,49.43,-0.19818181818181818,-10.999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MS,Bear Put Spread,-19.87,97.0,3.0,97.0,72.91,27.08,-0.20484536082474228,-6.999999999999995,-2.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0
MS,Bear Put Spread,-8.21,40.0,10.0,40.0,62.13,37.86,-0.20525000000000002,-5.000000000000004,0.0,0.9999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0
MS,Bear Put Spread,-27.09,128.0,222.0,128.0,33.95,66.04,-0.211640625,-35.0,3.9999999999999996,-1.9999999999999998,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MS,Bear Put Spread,-20.65,93.0,7.0,93.0,67.28,32.72,-0.22204301075268815,-7.9999999999999964,-2.0000000000000004,0.0,-1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0
MS,Bear Put Spread,-22.81,93.0,157.0,93.0,31.12,68.88,-0.24526881720430105,-24.999999999999996,3.0,-1.9999999999999998,1.0000000000000002,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MS,Bear Put Spread,-16.58,66.00000000000001,134.0,66.00000000000001,28.4,71.6,-0.2512121212121211,-18.999999999999996,3.0,-1.0000000000000002,1.0000000000000002,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MS,Bear Put Spread,-20.92,83.0,117.0,83.0,32.52,67.47,-0.25204819277108437,-20.999999999999996,2.0000000000000004,-0.9999999999999996,1.0000000000000002,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MS,Bear Put Spread,-17.53,69.0,81.0,69.0,35.4,64.59,-0.2540579710144928,-15.999999999999998,0.9999999999999996,-0.9999999999999996,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MS,Bear Put Spread,-8.4,33.0,17.0,33.0,47.52,52.48,-0.2545454545454546,-6.000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MS,Bear Put Spread,-14.69,56.00000000000001,94.0,56.00000000000001,29.74,70.25,-0.26232142857142854,-14.999999999999996,2.0000000000000004,0.0,1.0000000000000002,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MS,Bear Put Spread,-27.68,104.0,196.0,104.0,29.74,70.25,-0.26615384615384613,-28.999999999999996,3.9999999999999996,-1.9999999999999998,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MS,Bear Put Spread,-11.31,42.000000000000014,57.999999999999986,42.000000000000014,31.12,68.88,-0.2692857142857142,-9.999999999999998,0.9999999999999996,0.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MS,Bear Put Spread,-14.16,52.0,48.0,52.0,36.88,63.11,-0.2723076923076923,-10.999999999999998,0.9999999999999996,-0.9999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MS,Bear Put Spread,-10.68,39.0,11.0,39.0,55.05,44.94,-0.27384615384615385,-4.999999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0
MS,Bear Put Spread,-21.46,77.00000000000001,173.0,77.00000000000001,27.09,72.91,-0.27870129870129867,-23.0,3.9999999999999996,-1.0000000000000002,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MS,Bear Put Spread,-7.94,25.000000000000014,24.999999999999986,25.000000000000014,33.95,66.04,-0.3175999999999998,-4.999999999999999,0.9999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MS,Bear Put Spread,-16.65,49.0,101.0,49.0,24.57,75.43,-0.3397959183673469,-13.999999999999998,2.0000000000000004,-1.0000000000000002,1.0000000000000002,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MS,Bear Put Spread,-11.22,32.0,18.0,32.0,39.88,60.12,-0.350625,-6.0,0.0,-0.9999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MS,Bear Put Spread,-10.27,29.0,71.0,29.0,21.08,78.92,-0.35413793103448277,-9.0,2.0000000000000004,-1.0000000000000002,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MS,Bear Put Spread,-21.52,60.0,140.0,60.0,23.36,76.63,-0.35866666666666663,-18.0,3.0,-1.0000000000000002,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MS,Bear Put Spread,-14.76,38.99999999999999,61.00000000000001,38.99999999999999,25.81,74.18,-0.3784615384615385,-9.999999999999998,1.0000000000000009,0.0,1.0000000000000002,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MS,Bear Put Spread,-15.15,40.0,110.0,40.0,20.0,80.0,-0.37875000000000003,-13.0,3.0,-1.0000000000000002,0.9999999999999999,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MS,Bear Put Spread,-5.89,14.0,36.0,14.0,17.0,82.99,-0.4207142857142857,-4.000000000000001,0.9999999999999996,-1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MS,Bear Put Spread,-10.77,25.0,75.0,25.0,16.09,83.91,-0.43079999999999996,-8.000000000000002,1.9999999999999991,-1.0000000000000002,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MS,Bear Put Spread,-8.38,18.999999999999993,31.000000000000007,18.999999999999993,22.2,77.79,-0.4410526315789476,-4.999999999999999,1.0000000000000009,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MS,Bear Put Spread,-11.37,25.0,25.0,25.0,27.09,72.91,-0.4548,-4.999999999999999,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MS,Bear Put Spread,-7.88,14.0,36.0,14.0,12.85,87.15,-0.5628571428571428,-4.000000000000001,0.9999999999999996,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
