Underlying,Name,Expected PnL,Cost of Strategy,Max_Profit,Max_Loss,Prob of Profit,Prob of Loss,Exp_Pnl/Max_Loss,Strategy_Delta,Strategy_Gamma,Strategy_Theta,Strategy_Vega,Strategy_Rho,C_82.0,C_83.0,C_84.0,C_85.0,C_86.0,C_87.0,C_88.0,C_89.0,C_90.0,C_91.0,C_92.0,C_93.0,C_94.0,C_95.0,C_96.0,P_82.0,P_83.0,P_84.0,P_85.0,P_86.0,P_87.0,P_88.0,P_89.0,P_90.0,P_91.0,P_92.0,P_93.0,P_94.0,P_95.0,P_96.0
QCOM,Bear Call Spread,-42.18,-210.0,210.0,390.0,56.3,43.7,-0.10815384615384616,-30.000000000000004,-1.0000000000000002,2.0000000000000004,-2.0000000000000004,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QCOM,Bear Call Spread,-65.6,-504.0,504.0,596.0,50.47,49.53,-0.11006711409395972,-51.0,0.0,2.0000000000000004,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QCOM,Bear Call Spread,-76.1,-517.0,517.0,683.0,52.6,47.4,-0.11142020497803806,-54.0,0.0,3.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QCOM,Bear Call Spread,-63.97,-645.0,645.0,555.0,37.15,62.85,-0.11526126126126125,-53.0,1.0000000000000002,1.0000000000000009,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QCOM,Bear Call Spread,-18.48,-46.0,46.0,154.0,65.88,34.12,-0.12000000000000001,-8.999999999999996,-1.0000000000000002,2.0000000000000004,-0.9999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QCOM,Bear Call Spread,-62.78,-480.0,480.0,520.0,39.78,60.22,-0.12073076923076924,-47.0,0.0,2.0000000000000004,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QCOM,Bear Call Spread,-38.43,-287.00000000000006,287.00000000000006,312.99999999999994,45.18,54.82,-0.12277955271565498,-30.000000000000004,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QCOM,Bear Call Spread,-47.87,-512.0,512.0,388.0,35.52,64.48,-0.1233762886597938,-42.00000000000001,2.0000000000000004,-0.9999999999999996,0.9999999999999996,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QCOM,Bear Call Spread,-48.54,-311.00000000000006,311.00000000000006,388.99999999999994,52.11,47.89,-0.12478149100257072,-35.0,0.0,0.9999999999999996,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QCOM,Bear Call Spread,-57.99,-536.0,536.0,464.0,36.74,63.26,-0.12497844827586208,-47.0,2.0000000000000004,0.0,0.9999999999999996,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
