Name,total_calls,termination,Prob Bearish,Prob Bullish,Direction_Price,F1,Stock_Last,F2,sigma1,Impl_Vol,sigma2
ABT,17,True,0.1905899395899491,0.8094100604100509,Bullish,96.44394938917713,98.95,99.54458883145237,0.5229575461481427,0.3037,0.21727048310640434
AIG,6,True,0.4338823233393353,0.5661176766606647,Bullish,30.880806361745474,31.31,31.640974869948533,0.0051,0.522,0.99999
AXP,24,True,0.7334315551585558,0.26656844484144415,Bearish,95.33350504898699,95.33,95.33350504898699,0.3038413380889011,0.38689999999999997,0.5433945554066435
BA,19,True,0.5867781815259097,0.41322181847409034,Bearish,172.05751232759897,173.76,176.1930064439716,0.4612550971910455,0.7238,0.99999
BAC,7,True,0.06303139584562667,0.9369686041543733,Bullish,22.700318614946394,24.35,24.462144970590593,0.8323768669989894,0.40399999999999997,0.33759437189052766
BK,10,True,0.6141223988860185,0.3858776011139815,Bearish,34.90320715700981,36.23,38.34503670840578,0.1850527129722468,0.34490000000000004,0.16801831647146384
BMY,9,True,0.27828291285911005,0.72171708714089,Bullish,56.508460941136775,57.85,58.37039351702316,0.9535690321199995,0.4313,0.29054648230492586
C,16,True,0.9867769112662421,0.013223088733757882,Bearish,51.325728954445275,51.67,77.505,0.37979942752527185,0.4294,0.99999
CAT,20,True,0.3769674451697856,0.6230325548302145,Bullish,129.9041049850983,137.58,142.23243908680564,0.3964130577445567,0.38630000000000003,0.27622485358219623
CL,14,True,0.5279511126736401,0.47204888732635986,Bearish,72.59687245825212,74.32,76.25306578096045,0.2974296015403098,0.2563,0.17630222595214906
COF,25,True,0.30917514326468626,0.6908248567353137,Bullish,63.659502987075825,65.06,65.69035948828153,0.8779829065132306,0.5443,0.31937175931155254
COP,15,True,0.05204363103544421,0.9479563689645558,Bullish,32.298928693339,40.28,40.719933869231895,0.9085096481953892,0.4911,0.43026615464700646
CVS,16,True,0.4842766940531045,0.5157233059468955,Bullish,60.64240898735197,63.34,65.87788030329739,0.32433215927851883,0.33270000000000005,0.24124236244497313
CVX,23,True,0.12366819599191926,0.8763318040080808,Bullish,79.04526551335718,90.13,91.69806242628584,0.05444279332182326,0.39759999999999995,0.31640362986308784
DD,15,True,0.5141945220254438,0.4858054779745562,Bearish,54.21559888848972,54.55,54.90807438116107,0.27305920179207394,0.39840000000000003,0.5574028971544983
DIS,17,True,0.33064100387567774,0.6693589961243223,Bullish,113.67121907716057,117.61,119.56221908221087,0.5242569204238589,0.391,0.3220428510218727
DOW,13,True,0.22380194293919226,0.7761980570608078,Bullish,38.45751011068368,42.61,43.80930988333917,0.35208956186842355,0.4379,0.3101753485565449
EMR,9,True,0.8501781430110076,0.14982185698899242,Bearish,63.36232959093509,63.36,63.36232959093509,0.2651971660123395,0.3801,0.99999
FDX,9,True,0.19945211577691913,0.8005478842230809,Bullish,165.0460680908908,165.04,165.0460680908908,0.1780229341306224,0.3751,0.3495184898234342
GD,13,True,0.17736554291922427,0.8226344570807758,Bullish,149.38616507915955,150.15,150.32139889948198,0.999999,0.33520000000000005,0.17694876408465565
GILD,19,True,0.4276076236835169,0.5723923763164831,Bullish,69.22709716548098,73.64,76.9414222327614,0.21690439439187054,0.3547,0.24863549289482295
GM,10,True,0.16567765801701428,0.8343223419829857,Bullish,25.617755404847262,26.25,26.37670636546413,0.999999,0.5159,0.45031740830771855
HON,12,True,0.31384483738190466,0.6861551626180953,Bullish,149.43549417255983,149.43,149.43549417255983,0.12468701366321526,0.3006,0.3427582639270012
IBM,13,True,0.9897359251832513,0.010264074816748736,Bearish,125.142419184524,125.79,188.68499999999906,0.2745879386514548,0.2926,0.99999
INTC,8,True,0.2501873306568277,0.7498126693431724,Bullish,50.5918600701115,50.59,50.5918600701115,0.9639750772443982,0.4242,0.3106754003247723
JNJ,10,True,0.6097548362083972,0.3902451637916028,Bearish,145.70582506102852,148.12,151.90651148084444,0.1976398185594868,0.23800000000000002,0.15196424972083764
JPM,21,True,0.5666116097584004,0.4333883902415996,Bearish,97.30120529167775,98.28,99.56801317960067,0.41266850477180356,0.35509999999999997,0.213951406337547
KHC,12,True,0.4999984636459541,0.5000015363540459,Bullish,34.68127476641143,34.68,34.68127542972349,0.47648234882528157,0.43729999999999997,0.4764822773700775
KMI,4,True,0.899800932627538,0.10019906737246198,Bearish,14.006869957151444,14.25,16.438569039797095,0.3218147416068131,0.40950000000000003,0.3146698414433092
KO,9,True,0.9118229520459414,0.08817704795405856,Bearish,48.4917828577088,48.49,48.4917828577088,0.17817173631967603,0.2553,0.689317486345063
LLY,10,True,0.8641627048545463,0.13583729514545373,Bearish,159.03917058587194,159.54,162.76933398401079,0.40418677593162206,0.3874,0.04535370461687268
