Underlying,Name,Expected PnL,Cost of Strategy,Max_Profit,Max_Loss,Prob of Profit,Prob of Loss,Exp_Pnl/Max_Loss,Strategy_Delta,Strategy_Gamma,Strategy_Theta,Strategy_Vega,Strategy_Rho,C_131.0,C_132.0,C_133.0,C_134.0,C_135.0,C_136.0,C_137.0,C_138.0,C_139.0,C_140.0,C_141.0,P_131.0,P_132.0,P_133.0,P_134.0,P_135.0,P_136.0,P_137.0,P_138.0,P_139.0,P_140.0,P_141.0
PEP,Bear Put Spread,-22.11,214.0,86.0,214.0,58.73,41.27,-0.1033177570093458,-24.0,-2.0000000000000004,3.0,-4.000000000000001,-1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0
PEP,Bear Put Spread,-40.94,396.0,204.0,396.0,51.43,48.57,-0.10338383838383838,-48.00000000000001,-4.0,4.0,-6.000000000000001,-3.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0
PEP,Bear Put Spread,-27.54,260.0,240.0,260.0,45.06,54.94,-0.10592307692307693,-40.0,0.0,2.0000000000000004,-2.0000000000000004,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
PEP,Bear Put Spread,-32.49,304.0,96.0,304.0,59.63,40.37,-0.10687500000000001,-31.000000000000007,-4.0,4.0,-6.000000000000001,-2.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0
PEP,Bear Put Spread,-42.42,370.0,330.0,370.0,44.16,55.84,-0.11464864864864865,-54.0,0.0,2.0000000000000004,-3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
PEP,Bear Put Spread,-52.8,460.0,340.0,460.0,45.06,54.94,-0.11478260869565217,-61.00000000000001,-1.9999999999999998,3.0000000000000004,-5.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
PEP,Bear Put Spread,-55.5,480.0,420.0,480.0,43.27,56.73,-0.115625,-67.0,-1.0000000000000002,3.0000000000000004,-4.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
PEP,Bear Put Spread,-45.12,390.0,410.0,390.0,42.38,57.62,-0.11569230769230769,-60.0,0.9999999999999996,2.0000000000000004,-2.0000000000000004,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
PEP,Bear Put Spread,-28.76,245.0,55.0,245.0,64.91,35.09,-0.11738775510204082,-23.0,-4.0,3.0000000000000004,-5.0,-2.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0
PEP,Bear Put Spread,-58.24,496.0,504.0,496.0,42.38,57.62,-0.11741935483870967,-71.0,-1.0000000000000002,3.0000000000000004,-3.0000000000000004,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
