Underlying,Name,Expected PnL,Cost of Strategy,Max_Profit,Max_Loss,Prob of Profit,Prob of Loss,Exp_Pnl/Max_Loss,Strategy_Delta,Strategy_Gamma,Strategy_Theta,Strategy_Vega,Strategy_Rho,C_150.0,C_152.5,C_155.0,C_157.5,C_160.0,C_162.5,C_165.0,C_167.5,C_170.0,P_150.0,P_152.5,P_155.0,P_157.5,P_160.0,P_162.5,P_165.0,P_167.5,P_170.0
MMM,Bear Put Spread,-51.78,415.0,85.0,415.0,67.72,32.23,-0.1247710843373494,-16.000000000000004,-2.0,4.000000000000001,-3.9999999999999996,-1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
MMM,Bear Put Spread,-45.78,360.0,390.0,360.0,42.2,57.75,-0.12716666666666668,-26.999999999999996,1.0000000000000002,0.0,0.9999999999999996,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0
MMM,Bear Put Spread,-37.43,270.0,230.0,270.0,45.61,54.34,-0.13862962962962963,-19.0,1.0000000000000002,1.0000000000000009,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0
MMM,Bear Put Spread,-48.59,339.00000000000006,661.0,339.00000000000006,33.74,66.21,-0.1433333333333333,-31.0,2.0,-4.000000000000001,3.9999999999999996,-1.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MMM,Bear Put Spread,-44.92,292.00000000000006,457.99999999999994,292.00000000000006,35.54,64.41,-0.15383561643835614,-25.0,1.0000000000000002,-2.0000000000000018,1.9999999999999991,-0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MMM,Bear Put Spread,-83.42,535.0,215.0,535.0,54.67,45.28,-0.15592523364485983,-26.0,-1.0000000000000002,4.000000000000001,-3.0,-2.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0
MMM,Bear Put Spread,-43.87,230.00000000000006,269.99999999999994,230.00000000000006,37.73,62.22,-0.19073913043478255,-17.0,1.0000000000000002,-1.0000000000000009,0.9999999999999996,-0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0
MMM,Bear Put Spread,-49.12,240.0,10.0,240.0,73.01,26.94,-0.20466666666666666,-8.999999999999996,-0.9999999999999999,3.0,-1.9999999999999991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
MMM,Bear Put Spread,-48.05,234.0,516.0,234.0,28.89,71.06,-0.20534188034188033,-21.999999999999996,0.9999999999999999,-4.000000000000001,3.9999999999999996,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MMM,Bear Put Spread,-91.5,415.0,85.0,415.0,59.08,40.87,-0.22048192771084338,-16.000000000000004,-1.0000000000000002,3.0,-3.0,-1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0
MMM,Bear Put Spread,-43.86,195.0,55.0,195.0,57.99,41.96,-0.22492307692307692,-8.999999999999996,0.0,1.9999999999999991,-0.9999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0
MMM,Bear Put Spread,-44.39,187.0,313.0,187.0,30.59,69.36,-0.23737967914438504,-15.999999999999998,0.0,-2.0000000000000018,1.9999999999999991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MMM,Bear Put Spread,-41.9,170.0,80.0,170.0,49.4,50.55,-0.2464705882352941,-9.999999999999998,0.0,1.0000000000000009,0.0,-1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0
MMM,Bear Put Spread,-35.52,140.00000000000006,109.99999999999994,140.00000000000006,41.08,58.88,-0.2537142857142856,-9.000000000000002,1.0000000000000002,0.0,0.0,-0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0
MMM,Bear Put Spread,-47.7,152.0,348.0,152.0,23.46,76.5,-0.3138157894736842,-14.000000000000002,0.9999999999999999,-3.0,3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MMM,Bear Put Spread,-43.33,125.0,125.0,125.0,32.68,67.27,-0.34664,-7.9999999999999964,0.0,-1.0000000000000009,0.9999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0
MMM,Bear Put Spread,-44.04,105.0,145.0,105.0,25.0,74.95,-0.41942857142857143,-8.000000000000002,0.0,-1.0000000000000009,0.9999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MMM,Bear Put Spread,-31.65,74.99999999999997,175.00000000000003,74.99999999999997,18.61,81.34,-0.42200000000000015,-6.0,0.9999999999999999,-1.9999999999999991,2.0000000000000004,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
