Underlying,Name,Expected PnL,Cost of Strategy,Max_Profit,Max_Loss,Prob of Profit,Prob of Loss,Exp_Pnl/Max_Loss,Strategy_Delta,Strategy_Gamma,Strategy_Theta,Strategy_Vega,Strategy_Rho,C_111.0,C_112.0,C_113.0,C_114.0,C_115.0,C_116.0,C_117.0,C_118.0,C_119.0,C_120.0,C_121.0,C_122.0,C_123.0,C_124.0,C_125.0,C_126.0,P_111.0,P_112.0,P_113.0,P_114.0,P_115.0,P_116.0,P_117.0,P_118.0,P_119.0,P_120.0,P_121.0,P_122.0,P_123.0,P_124.0,P_125.0,P_126.0
UPS,Bear Call Spread,-135.08,-411.0,411.0,689.0,43.19,56.81,-0.1960522496371553,-42.99999999999999,-1.0000000000000002,0.0,-0.9999999999999996,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UPS,Bear Call Spread,-56.14,-216.99999999999994,216.99999999999994,283.00000000000006,43.19,56.81,-0.1983745583038869,-20.999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UPS,Bear Call Spread,-32.29,-40.0,40.0,160.0,61.18,38.82,-0.2018125,-8.000000000000002,0.0,1.0000000000000009,-0.9999999999999996,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UPS,Bear Call Spread,-54.87,-131.0,131.0,269.0,49.94,50.06,-0.20397769516728623,-18.0,0.0,2.0000000000000018,-0.9999999999999996,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UPS,Bear Call Spread,-66.44,-277.0,277.0,323.0,40.97,59.03,-0.20569659442724458,-25.0,0.0,-1.0000000000000009,0.9999999999999996,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UPS,Bear Call Spread,-49.53,-179.99999999999994,179.99999999999994,220.00000000000006,41.52,58.48,-0.22513636363636358,-17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UPS,Bear Call Spread,-16.61,-27.0,27.0,73.0,54.92,45.07,-0.22753424657534246,-3.9999999999999982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UPS,Bear Call Spread,-141.95,-378.0,378.0,622.0,41.52,58.48,-0.22821543408360126,-40.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UPS,Bear Call Spread,-59.83,-240.0,240.0,260.0,39.33,60.67,-0.2301153846153846,-21.000000000000004,0.0,-1.0000000000000009,0.9999999999999996,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UPS,Bear Call Spread,-164.84,-194.0,194.0,706.0,47.69,52.31,-0.2334844192634561,-34.0,-2.0000000000000004,0.9999999999999996,-1.9999999999999991,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UPS,Bear Call Spread,-23.14,-3.0,3.0,97.0,72.26,27.74,-0.23855670103092785,-2.9999999999999973,-1.0000000000000002,0.0,-0.9999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UPS,Bear Call Spread,-22.7,-7.0,7.0,93.0,68.44,31.56,-0.24408602150537634,-3.0000000000000027,0.0,1.0000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UPS,Bear Call Spread,-50.39,-97.0,97.0,203.0,47.69,52.31,-0.24822660098522167,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UPS,Bear Call Spread,-35.69,-57.0,57.0,143.0,51.06,48.94,-0.24958041958041957,-7.9999999999999964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UPS,Bear Call Spread,-154.76,-181.0,181.0,619.0,47.12,52.87,-0.250016155088853,-30.999999999999993,-2.0000000000000004,0.0,-1.9999999999999991,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UPS,Bear Call Spread,-137.25,-353.0,353.0,547.0,39.88,60.12,-0.2509140767824497,-36.99999999999999,0.0,-1.0000000000000009,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
