,Underlying,Name,Expected PnL,Cost of Strategy,Max_Profit,Max_Loss,Prob of Profit,Prob of Loss,Exp_Pnl/Max_Loss,Strategy_Delta,Strategy_Gamma,Strategy_Theta,Strategy_Vega,Strategy_Rho,C_34.0,C_35.0,C_35.5,C_36.0,C_1000000.0,P_34.0,P_35.0,P_35.5,P_36.0,P_37.0,P_37.5
194,TAP,Bull Call Spread,24.47,75.0,1313.0141510467347,75.0,32.51,67.45,0.32626666666666665,35.0,12.0,-4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,TAP,Bull Call Spread,24.47,75.0,1313.0141510467347,75.0,32.51,67.45,0.32626666666666665,35.0,12.0,-4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,TAP,Bull Call Spread,24.47,75.0,1313.0141510467347,75.0,32.51,67.45,0.32626666666666665,35.0,12.0,-4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,TAP,Bull Call Spread,24.47,75.0,1313.0141510467347,75.0,32.51,67.45,0.32626666666666665,35.0,12.0,-4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,TAP,Bull Call Spread,24.47,75.0,1313.0141510467347,75.0,32.51,67.45,0.32626666666666665,35.0,12.0,-4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,TAP,Bull Call Spread,24.47,75.0,1313.0141510467347,75.0,32.51,67.45,0.32626666666666665,35.0,12.0,-4.0,2.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
220,TAP,Bull Call Spread,24.47,75.0,1313.0141510467347,75.0,32.51,67.45,0.32626666666666665,35.0,12.0,-4.0,2.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
221,TAP,Bull Call Spread,24.47,75.0,1313.0141510467347,75.0,32.51,67.45,0.32626666666666665,35.0,12.0,-4.0,2.0,0.0,0.0,0.0,0.0,1.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
222,TAP,Bull Call Spread,24.47,75.0,1313.0141510467347,75.0,32.51,67.45,0.32626666666666665,35.0,12.0,-4.0,2.0,0.0,0.0,0.0,0.0,1.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0
223,TAP,Bull Call Spread,24.47,75.0,1313.0141510467347,75.0,32.51,67.45,0.32626666666666665,35.0,12.0,-4.0,2.0,0.0,0.0,0.0,0.0,1.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0
214,TAP,Bull Call Spread,122.34,375.0,6565.070755233674,375.0,32.51,67.45,0.32624000000000003,175.0,60.0,-20.0,10.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,TAP,Bull Call Spread,122.34,375.0,6565.070755233674,375.0,32.51,67.45,0.32624000000000003,175.0,60.0,-20.0,10.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,TAP,Bull Call Spread,122.34,375.0,6565.070755233674,375.0,32.51,67.45,0.32624000000000003,175.0,60.0,-20.0,10.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,TAP,Bull Call Spread,122.34,375.0,6565.070755233674,375.0,32.51,67.45,0.32624000000000003,175.0,60.0,-20.0,10.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,TAP,Bull Call Spread,122.34,375.0,6565.070755233674,375.0,32.51,67.45,0.32624000000000003,175.0,60.0,-20.0,10.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,TAP,Bull Call Spread,122.34,375.0,6565.070755233674,375.0,32.51,67.45,0.32624000000000003,175.0,60.0,-20.0,10.0,0.0,0.0,0.0,0.0,5.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
240,TAP,Bull Call Spread,122.34,375.0,6565.070755233674,375.0,32.51,67.45,0.32624000000000003,175.0,60.0,-20.0,10.0,0.0,0.0,0.0,0.0,5.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
241,TAP,Bull Call Spread,122.34,375.0,6565.070755233674,375.0,32.51,67.45,0.32624000000000003,175.0,60.0,-20.0,10.0,0.0,0.0,0.0,0.0,5.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
242,TAP,Bull Call Spread,122.34,375.0,6565.070755233674,375.0,32.51,67.45,0.32624000000000003,175.0,60.0,-20.0,10.0,0.0,0.0,0.0,0.0,5.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0
243,TAP,Bull Call Spread,122.34,375.0,6565.070755233674,375.0,32.51,67.45,0.32624000000000003,175.0,60.0,-20.0,10.0,0.0,0.0,0.0,0.0,5.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0
209,TAP,Bull Call Spread,97.87,300.0,5252.056604186939,300.0,32.51,67.45,0.3262333333333334,140.0,48.0,-16.0,8.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,TAP,Bull Call Spread,97.87,300.0,5252.056604186939,300.0,32.51,67.45,0.3262333333333334,140.0,48.0,-16.0,8.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,TAP,Bull Call Spread,97.87,300.0,5252.056604186939,300.0,32.51,67.45,0.3262333333333334,140.0,48.0,-16.0,8.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,TAP,Bull Call Spread,97.87,300.0,5252.056604186939,300.0,32.51,67.45,0.3262333333333334,140.0,48.0,-16.0,8.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,TAP,Bull Call Spread,97.87,300.0,5252.056604186939,300.0,32.51,67.45,0.3262333333333334,140.0,48.0,-16.0,8.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,TAP,Bull Call Spread,97.87,300.0,5252.056604186939,300.0,32.51,67.45,0.3262333333333334,140.0,48.0,-16.0,8.0,0.0,0.0,0.0,0.0,4.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
235,TAP,Bull Call Spread,97.87,300.0,5252.056604186939,300.0,32.51,67.45,0.3262333333333334,140.0,48.0,-16.0,8.0,0.0,0.0,0.0,0.0,4.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
236,TAP,Bull Call Spread,97.87,300.0,5252.056604186939,300.0,32.51,67.45,0.3262333333333334,140.0,48.0,-16.0,8.0,0.0,0.0,0.0,0.0,4.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
237,TAP,Bull Call Spread,97.87,300.0,5252.056604186939,300.0,32.51,67.45,0.3262333333333334,140.0,48.0,-16.0,8.0,0.0,0.0,0.0,0.0,4.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0
238,TAP,Bull Call Spread,97.87,300.0,5252.056604186939,300.0,32.51,67.45,0.3262333333333334,140.0,48.0,-16.0,8.0,0.0,0.0,0.0,0.0,4.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0
204,TAP,Bull Call Spread,73.4,225.0,3939.042453140204,225.0,32.51,67.45,0.32622222222222225,104.99999999999999,36.0,-12.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,TAP,Bull Call Spread,73.4,225.0,3939.042453140204,225.0,32.51,67.45,0.32622222222222225,104.99999999999999,36.0,-12.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,TAP,Bull Call Spread,73.4,225.0,3939.042453140204,225.0,32.51,67.45,0.32622222222222225,104.99999999999999,36.0,-12.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,TAP,Bull Call Spread,73.4,225.0,3939.042453140204,225.0,32.51,67.45,0.32622222222222225,104.99999999999999,36.0,-12.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,TAP,Bull Call Spread,73.4,225.0,3939.042453140204,225.0,32.51,67.45,0.32622222222222225,104.99999999999999,36.0,-12.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,TAP,Bull Call Spread,73.4,225.0,3939.042453140204,225.0,32.51,67.45,0.32622222222222225,104.99999999999999,36.0,-12.0,6.0,0.0,0.0,0.0,0.0,3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
230,TAP,Bull Call Spread,73.4,225.0,3939.042453140204,225.0,32.51,67.45,0.32622222222222225,104.99999999999999,36.0,-12.0,6.0,0.0,0.0,0.0,0.0,3.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
231,TAP,Bull Call Spread,73.4,225.0,3939.042453140204,225.0,32.51,67.45,0.32622222222222225,104.99999999999999,36.0,-12.0,6.0,0.0,0.0,0.0,0.0,3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
232,TAP,Bull Call Spread,73.4,225.0,3939.042453140204,225.0,32.51,67.45,0.32622222222222225,104.99999999999999,36.0,-12.0,6.0,0.0,0.0,0.0,0.0,3.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0
233,TAP,Bull Call Spread,73.4,225.0,3939.042453140204,225.0,32.51,67.45,0.32622222222222225,104.99999999999999,36.0,-12.0,6.0,0.0,0.0,0.0,0.0,3.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0
199,TAP,Bull Call Spread,48.93,150.0,2626.0283020934694,150.0,32.51,67.45,0.3262,70.0,24.0,-8.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,TAP,Bull Call Spread,48.93,150.0,2626.0283020934694,150.0,32.51,67.45,0.3262,70.0,24.0,-8.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,TAP,Bull Call Spread,48.93,150.0,2626.0283020934694,150.0,32.51,67.45,0.3262,70.0,24.0,-8.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,TAP,Bull Call Spread,48.93,150.0,2626.0283020934694,150.0,32.51,67.45,0.3262,70.0,24.0,-8.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,TAP,Bull Call Spread,48.93,150.0,2626.0283020934694,150.0,32.51,67.45,0.3262,70.0,24.0,-8.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,TAP,Bull Call Spread,48.93,150.0,2626.0283020934694,150.0,32.51,67.45,0.3262,70.0,24.0,-8.0,4.0,0.0,0.0,0.0,0.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
225,TAP,Bull Call Spread,48.93,150.0,2626.0283020934694,150.0,32.51,67.45,0.3262,70.0,24.0,-8.0,4.0,0.0,0.0,0.0,0.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
226,TAP,Bull Call Spread,48.93,150.0,2626.0283020934694,150.0,32.51,67.45,0.3262,70.0,24.0,-8.0,4.0,0.0,0.0,0.0,0.0,2.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
227,TAP,Bull Call Spread,48.93,150.0,2626.0283020934694,150.0,32.51,67.45,0.3262,70.0,24.0,-8.0,4.0,0.0,0.0,0.0,0.0,2.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0
228,TAP,Bull Call Spread,48.93,150.0,2626.0283020934694,150.0,32.51,67.45,0.3262,70.0,24.0,-8.0,4.0,0.0,0.0,0.0,0.0,2.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0
159,TAP,Bull Call Spread,82.93,380.0,5372.056604186939,380.0,32.51,67.45,0.21823684210526317,164.0,52.0,-20.0,12.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,TAP,Bull Call Spread,82.93,380.0,5372.056604186939,380.0,32.51,67.45,0.21823684210526317,164.0,52.0,-20.0,12.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,TAP,Bull Call Spread,82.93,380.0,5372.056604186939,380.0,32.51,67.45,0.21823684210526317,164.0,52.0,-20.0,12.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,TAP,Bull Call Spread,82.93,380.0,5372.056604186939,380.0,32.51,67.45,0.21823684210526317,164.0,52.0,-20.0,12.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,TAP,Bull Call Spread,82.93,380.0,5372.056604186939,380.0,32.51,67.45,0.21823684210526317,164.0,52.0,-20.0,12.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,TAP,Bull Call Spread,82.93,380.0,5372.056604186939,380.0,32.51,67.45,0.21823684210526317,164.0,52.0,-20.0,12.0,0.0,0.0,0.0,4.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
185,TAP,Bull Call Spread,82.93,380.0,5372.056604186939,380.0,32.51,67.45,0.21823684210526317,164.0,52.0,-20.0,12.0,0.0,0.0,0.0,4.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
186,TAP,Bull Call Spread,82.93,380.0,5372.056604186939,380.0,32.51,67.45,0.21823684210526317,164.0,52.0,-20.0,12.0,0.0,0.0,0.0,4.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
187,TAP,Bull Call Spread,82.93,380.0,5372.056604186939,380.0,32.51,67.45,0.21823684210526317,164.0,52.0,-20.0,12.0,0.0,0.0,0.0,4.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0
188,TAP,Bull Call Spread,82.93,380.0,5372.056604186939,380.0,32.51,67.45,0.21823684210526317,164.0,52.0,-20.0,12.0,0.0,0.0,0.0,4.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0
164,TAP,Bull Call Spread,103.66,475.0,6715.070755233674,475.0,32.51,67.45,0.21823157894736842,204.99999999999997,65.0,-25.0,15.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,TAP,Bull Call Spread,103.66,475.0,6715.070755233674,475.0,32.51,67.45,0.21823157894736842,204.99999999999997,65.0,-25.0,15.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,TAP,Bull Call Spread,103.66,475.0,6715.070755233674,475.0,32.51,67.45,0.21823157894736842,204.99999999999997,65.0,-25.0,15.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,TAP,Bull Call Spread,103.66,475.0,6715.070755233674,475.0,32.51,67.45,0.21823157894736842,204.99999999999997,65.0,-25.0,15.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,TAP,Bull Call Spread,103.66,475.0,6715.070755233674,475.0,32.51,67.45,0.21823157894736842,204.99999999999997,65.0,-25.0,15.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,TAP,Bull Call Spread,103.66,475.0,6715.070755233674,475.0,32.51,67.45,0.21823157894736842,204.99999999999997,65.0,-25.0,15.0,0.0,0.0,0.0,5.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
190,TAP,Bull Call Spread,103.66,475.0,6715.070755233674,475.0,32.51,67.45,0.21823157894736842,204.99999999999997,65.0,-25.0,15.0,0.0,0.0,0.0,5.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
191,TAP,Bull Call Spread,103.66,475.0,6715.070755233674,475.0,32.51,67.45,0.21823157894736842,204.99999999999997,65.0,-25.0,15.0,0.0,0.0,0.0,5.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
192,TAP,Bull Call Spread,103.66,475.0,6715.070755233674,475.0,32.51,67.45,0.21823157894736842,204.99999999999997,65.0,-25.0,15.0,0.0,0.0,0.0,5.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0
193,TAP,Bull Call Spread,103.66,475.0,6715.070755233674,475.0,32.51,67.45,0.21823157894736842,204.99999999999997,65.0,-25.0,15.0,0.0,0.0,0.0,5.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0
154,TAP,Bull Call Spread,62.19,284.99999999999994,4029.042453140204,284.99999999999994,32.51,67.45,0.21821052631578952,123.0,39.0,-15.000000000000002,9.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,TAP,Bull Call Spread,62.19,284.99999999999994,4029.042453140204,284.99999999999994,32.51,67.45,0.21821052631578952,123.0,39.0,-15.000000000000002,9.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,TAP,Bull Call Spread,62.19,284.99999999999994,4029.042453140204,284.99999999999994,32.51,67.45,0.21821052631578952,123.0,39.0,-15.000000000000002,9.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,TAP,Bull Call Spread,62.19,284.99999999999994,4029.042453140204,284.99999999999994,32.51,67.45,0.21821052631578952,123.0,39.0,-15.000000000000002,9.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,TAP,Bull Call Spread,62.19,284.99999999999994,4029.042453140204,284.99999999999994,32.51,67.45,0.21821052631578952,123.0,39.0,-15.000000000000002,9.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,TAP,Bull Call Spread,62.19,284.99999999999994,4029.042453140204,284.99999999999994,32.51,67.45,0.21821052631578952,123.0,39.0,-15.000000000000002,9.0,0.0,0.0,0.0,3.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
180,TAP,Bull Call Spread,62.19,284.99999999999994,4029.042453140204,284.99999999999994,32.51,67.45,0.21821052631578952,123.0,39.0,-15.000000000000002,9.0,0.0,0.0,0.0,3.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
181,TAP,Bull Call Spread,62.19,284.99999999999994,4029.042453140204,284.99999999999994,32.51,67.45,0.21821052631578952,123.0,39.0,-15.000000000000002,9.0,0.0,0.0,0.0,3.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
182,TAP,Bull Call Spread,62.19,284.99999999999994,4029.042453140204,284.99999999999994,32.51,67.45,0.21821052631578952,123.0,39.0,-15.000000000000002,9.0,0.0,0.0,0.0,3.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0
183,TAP,Bull Call Spread,62.19,284.99999999999994,4029.042453140204,284.99999999999994,32.51,67.45,0.21821052631578952,123.0,39.0,-15.000000000000002,9.0,0.0,0.0,0.0,3.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0
149,TAP,Bull Call Spread,41.46,190.0,2686.0283020934694,190.0,32.51,67.45,0.21821052631578947,82.0,26.0,-10.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,TAP,Bull Call Spread,41.46,190.0,2686.0283020934694,190.0,32.51,67.45,0.21821052631578947,82.0,26.0,-10.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,TAP,Bull Call Spread,41.46,190.0,2686.0283020934694,190.0,32.51,67.45,0.21821052631578947,82.0,26.0,-10.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,TAP,Bull Call Spread,41.46,190.0,2686.0283020934694,190.0,32.51,67.45,0.21821052631578947,82.0,26.0,-10.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,TAP,Bull Call Spread,41.46,190.0,2686.0283020934694,190.0,32.51,67.45,0.21821052631578947,82.0,26.0,-10.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,TAP,Bull Call Spread,41.46,190.0,2686.0283020934694,190.0,32.51,67.45,0.21821052631578947,82.0,26.0,-10.0,6.0,0.0,0.0,0.0,2.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
175,TAP,Bull Call Spread,41.46,190.0,2686.0283020934694,190.0,32.51,67.45,0.21821052631578947,82.0,26.0,-10.0,6.0,0.0,0.0,0.0,2.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
176,TAP,Bull Call Spread,41.46,190.0,2686.0283020934694,190.0,32.51,67.45,0.21821052631578947,82.0,26.0,-10.0,6.0,0.0,0.0,0.0,2.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
177,TAP,Bull Call Spread,41.46,190.0,2686.0283020934694,190.0,32.51,67.45,0.21821052631578947,82.0,26.0,-10.0,6.0,0.0,0.0,0.0,2.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0
178,TAP,Bull Call Spread,41.46,190.0,2686.0283020934694,190.0,32.51,67.45,0.21821052631578947,82.0,26.0,-10.0,6.0,0.0,0.0,0.0,2.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0
144,TAP,Bull Call Spread,20.73,95.0,1343.0141510467347,95.0,32.51,67.45,0.21821052631578947,41.0,13.0,-5.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,TAP,Bull Call Spread,20.73,95.0,1343.0141510467347,95.0,32.51,67.45,0.21821052631578947,41.0,13.0,-5.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,TAP,Bull Call Spread,20.73,95.0,1343.0141510467347,95.0,32.51,67.45,0.21821052631578947,41.0,13.0,-5.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,TAP,Bull Call Spread,20.73,95.0,1343.0141510467347,95.0,32.51,67.45,0.21821052631578947,41.0,13.0,-5.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,TAP,Bull Call Spread,20.73,95.0,1343.0141510467347,95.0,32.51,67.45,0.21821052631578947,41.0,13.0,-5.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,TAP,Bull Call Spread,20.73,95.0,1343.0141510467347,95.0,32.51,67.45,0.21821052631578947,41.0,13.0,-5.0,3.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
170,TAP,Bull Call Spread,20.73,95.0,1343.0141510467347,95.0,32.51,67.45,0.21821052631578947,41.0,13.0,-5.0,3.0,0.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
171,TAP,Bull Call Spread,20.73,95.0,1343.0141510467347,95.0,32.51,67.45,0.21821052631578947,41.0,13.0,-5.0,3.0,0.0,0.0,0.0,1.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
172,TAP,Bull Call Spread,20.73,95.0,1343.0141510467347,95.0,32.51,67.45,0.21821052631578947,41.0,13.0,-5.0,3.0,0.0,0.0,0.0,1.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0
173,TAP,Bull Call Spread,20.73,95.0,1343.0141510467347,95.0,32.51,67.45,0.21821052631578947,41.0,13.0,-5.0,3.0,0.0,0.0,0.0,1.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0
141,TAP,Bull Call Spread,69.19,410.0,5392.05660418694,410.0,32.51,67.45,0.1687560975609756,169.99999999999997,53.0,-21.0,13.0,0.0,0.0,0.0,5.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,TAP,Bull Call Spread,38.69,240.0,2736.0283020934694,240.0,32.51,67.45,0.16120833333333331,96.0,24.0,-10.0,6.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,TAP,Bull Call Spread,38.69,240.0,2736.0283020934694,240.0,32.51,67.45,0.16120833333333331,96.0,24.0,-10.0,6.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,TAP,Bull Call Spread,38.69,240.0,2736.0283020934694,240.0,32.51,67.45,0.16120833333333331,96.0,24.0,-10.0,6.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,TAP,Bull Call Spread,38.69,240.0,2736.0283020934694,240.0,32.51,67.45,0.16120833333333331,96.0,24.0,-10.0,6.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,TAP,Bull Call Spread,38.69,240.0,2736.0283020934694,240.0,32.51,67.45,0.16120833333333331,96.0,24.0,-10.0,6.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,TAP,Bull Call Spread,38.69,240.0,2736.0283020934694,240.0,32.51,67.45,0.16120833333333331,96.0,24.0,-10.0,6.0,2.0,0.0,2.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
116,TAP,Bull Call Spread,38.69,240.0,2736.0283020934694,240.0,32.51,67.45,0.16120833333333331,96.0,24.0,-10.0,6.0,2.0,0.0,2.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
117,TAP,Bull Call Spread,38.69,240.0,2736.0283020934694,240.0,32.51,67.45,0.16120833333333331,96.0,24.0,-10.0,6.0,2.0,0.0,2.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
118,TAP,Bull Call Spread,38.69,240.0,2736.0283020934694,240.0,32.51,67.45,0.16120833333333331,96.0,24.0,-10.0,6.0,2.0,0.0,2.0,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0
119,TAP,Bull Call Spread,38.69,240.0,2736.0283020934694,240.0,32.51,67.45,0.16120833333333331,96.0,24.0,-10.0,6.0,2.0,0.0,2.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0
105,TAP,Bull Call Spread,96.72,600.0,6840.070755233674,600.0,32.51,67.45,0.1612,240.0,60.0,-25.0,15.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,TAP,Bull Call Spread,96.72,600.0,6840.070755233674,600.0,32.51,67.45,0.1612,240.0,60.0,-25.0,15.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,TAP,Bull Call Spread,96.72,600.0,6840.070755233674,600.0,32.51,67.45,0.1612,240.0,60.0,-25.0,15.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,TAP,Bull Call Spread,96.72,600.0,6840.070755233674,600.0,32.51,67.45,0.1612,240.0,60.0,-25.0,15.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
