Underlying,Description,Name,Expected PnL,Cost of Strategy,Total Debit,Leg_profit,Max_Profit,Max_Loss,Prob of Profit,Prob of Loss,Leg_Profit_Factor,Profit_Factor,Strike_1_type,Strike_1,Strike_1_alloc,Strike_2_type,Strike_2,Strike_2_alloc,Strike_3_type,Strike_3,Strike_3_alloc,Strategy_Delta,Strategy_Gamma,Strategy_Theta,Strategy_Vega,Strategy_Rho
QQQ,INVESCO QQQ TRUST UNIT SER 1 ETF,Bearish Call Modified Butterfly,-284.94,-400.0,3000.0000000000114,400.0,1364.9999999910506,2600.0000000000114,74.82,25.18,0.15384615384615316,0.5249999999965557,Call,302.0,10.0,Call,303.0,-20.0,Call,307.0,10.0,-60.00000000000006,0.0,39.99999999999999,-30.00000000000005,-9.999999999999998
QQQ,INVESCO QQQ TRUST UNIT SER 1 ETF,Bearish Call Modified Butterfly,-167.53,-210.0,1500.0000000000114,210.0,674.9999999910506,1290.0000000000114,73.63,26.37,0.16279069767441717,0.5232558139465462,Call,302.5,10.0,Call,303.0,-20.0,Call,305.0,10.0,-30.00000000000007,0.0,19.999999999999996,-10.000000000000053,-9.999999999999998
QQQ,INVESCO QQQ TRUST UNIT SER 1 ETF,Bearish Call Modified Butterfly,-256.54,-520.0000000000009,3000.0000000000227,520.0000000000009,2484.999999991279,2480.000000000022,69.69,30.31,0.20967741935483722,1.0020161290287326,Call,297.0,10.0,Call,299.0,-20.0,Call,304.0,10.0,-60.00000000000006,-9.999999999999998,29.999999999999982,-39.99999999999999,-19.999999999999996
QQQ,INVESCO QQQ TRUST UNIT SER 1 ETF,Bearish Call Modified Butterfly,-114.03,-170.0,1000.0000000000114,170.0,1134.999999991278,830.0000000000114,69.13,30.87,0.20481927710843092,1.367469879507545,Call,299.0,10.0,Call,300.0,-20.0,Call,302.0,10.0,-19.99999999999997,-9.999999999999998,10.000000000000053,-10.000000000000009,10.000000000000004
QQQ,INVESCO QQQ TRUST UNIT SER 1 ETF,Bearish Call Modified Butterfly,-172.26,-390.0000000000009,2000.0000000000227,390.0000000000009,1854.9999999912789,1610.0000000000218,68.56,31.44,0.2422360248447178,1.1521739130380457,Call,297.5,10.0,Call,299.0,-20.0,Call,302.5,10.0,-50.000000000000085,-9.999999999999998,19.99999999999997,-20.000000000000018,-10.000000000000009
QQQ,INVESCO QQQ TRUST UNIT SER 1 ETF,Bearish Call Modified Butterfly,-269.56,-560.0,3000.0000000000227,560.0,2524.9999999913916,2440.0000000000227,67.8,32.2,0.22950819672130934,1.0348360655702329,Call,296.0,10.0,Call,298.0,-20.0,Call,303.0,10.0,-79.99999999999989,-9.999999999999998,19.99999999999997,-29.999999999999982,-10.000000000000009
QQQ,INVESCO QQQ TRUST UNIT SER 1 ETF,Bearish Call Modified Butterfly,-292.29,-350.0,2500.0000000000114,350.0,2814.9999999913916,2150.0000000000114,67.42,32.58,0.16279069767441776,1.3093023255773846,Call,295.0,10.0,Call,297.5,-20.0,Call,302.5,10.0,-59.999999999999964,-9.999999999999998,29.999999999999982,-30.00000000000003,0.0
QQQ,INVESCO QQQ TRUST UNIT SER 1 ETF,Bearish Call Modified Butterfly,-122.39,-180.00000000000045,1000.0000000000114,180.00000000000045,1144.9999999912784,820.0000000000109,67.23,32.77,0.21951219512194886,1.3963414634039795,Call,298.0,10.0,Call,299.0,-20.0,Call,301.0,10.0,-20.000000000000064,-9.999999999999998,19.99999999999997,-20.000000000000018,-9.999999999999998
QQQ,INVESCO QQQ TRUST UNIT SER 1 ETF,Bearish Call Modified Butterfly,-207.02,-740.0,3000.0000000000114,740.0,1704.9999999913916,2260.0000000000114,66.26,33.74,0.3274336283185824,0.7544247787572491,Call,297.0,10.0,Call,298.0,-20.0,Call,302.0,10.0,-79.99999999999989,-9.999999999999998,19.99999999999997,-20.000000000000018,-10.000000000000004
QQQ,INVESCO QQQ TRUST UNIT SER 1 ETF,Bearish Call Modified Butterfly,-207.73,-410.00000000000045,2000.0000000000114,410.00000000000045,1874.999999991392,1590.000000000011,65.67,34.33,0.2578616352201243,1.179245283013446,Call,296.0,10.0,Call,297.5,-20.0,Call,301.0,10.0,-50.00000000000004,-9.999999999999998,29.999999999999982,-30.00000000000003,-10.000000000000004
