Underlying,Description,Name,Expected PnL,Cost of Strategy,Total Debit,Leg_profit,Max_Profit,Max_Loss,Prob of Profit,Prob of Loss,Leg_Profit_Factor,Profit_Factor,Strike_1_type,Strike_1,Strike_1_alloc,Strike_2_type,Strike_2,Strike_2_alloc,Strike_3_type,Strike_3,Strike_3_alloc,Strategy_Delta,Strategy_Gamma,Strategy_Theta,Strategy_Vega,Strategy_Rho
MA,MASTERCARD INCORPORATED COM CL A,Bullish Put Modified Butterfly,-1044.14,-750.0,5000.000000000011,750.0,5709.99999998935,4250.000000000011,52.29,47.71,0.17647058823529366,1.3435294117621965,Put,360.0,10.0,Put,370.0,-20.0,Put,375.0,10.0,109.99999999999987,0.0,50.00000000000004,-30.00000000000003,10.000000000000009
