Underlying,Description,Name,Expected PnL,Cost of Strategy,Total Debit,Leg_profit,Max_Profit,Max_Loss,Prob of Profit,Prob of Loss,Leg_Profit_Factor,Profit_Factor,Strike_1_type,Strike_1,Strike_1_alloc,Strike_2_type,Strike_2,Strike_2_alloc,Strike_3_type,Strike_3,Strike_3_alloc,Strategy_Delta,Strategy_Gamma,Strategy_Theta,Strategy_Vega,Strategy_Rho
JNJ,JOHNSON & JOHNSON COM,Bearish Call Modified Butterfly,-282.67,-1840.0,4000.0000000000055,1840.0,2820.0000000041678,2160.0000000000055,44.14,55.86,0.8518518518518498,1.3055555555574818,Call,149.0,10.0,Call,150.0,-20.0,Call,155.0,10.0,-380.00000000000017,19.999999999999996,-10.000000000000032,10.000000000000009,-10.0
