Underlying,Name,Expected PnL,Cost of Strategy,Max_Profit,Max_Loss,Prob of Profit,Prob of Loss,Exp_Pnl/Max_Loss,Profit_Factor,Strategy_Delta,Strategy_Gamma,Strategy_Theta,Strategy_Vega,Strategy_Rho,Strike_1_type,Strike_1,Strike_1_alloc,Strike_2_type,Strike_2,Strike_2_alloc
FAS,Bull Call Spread,1.77,139.0,61.0,139.0,66.64,32.95,0.012733812949640287,0.43884892086330934,16.999999999999993,-0.9999999999999996,0.0,0.0,0.0,Call,36.0,1.0,Call,38.0,-1.0
FAS,Bull Call Spread,1.21,101.0,49.0,101.0,65.62,33.97,0.01198019801980198,0.48514851485148514,13.0,-0.9999999999999996,0.0,0.0,0.0,Call,36.5,1.0,Call,38.0,-1.0
FAS,Bull Call Spread,4.02,127.0,73.0,127.0,62.47,37.12,0.03165354330708661,0.5748031496062992,18.000000000000004,-0.9999999999999996,0.0,0.0,0.0,Call,36.5,1.0,Call,38.5,-1.0
FAS,Bull Call Spread,11.5,120.0,180.0,120.0,46.78,52.81,0.09583333333333334,1.5,25.0,0.9999999999999996,-0.9999999999999996,0.9999999999999999,1.0,Call,38.0,1.0,Call,41.0,-1.0
FAS,Bull Call Spread,7.69,95.0,155.0,95.0,43.44,56.15,0.08094736842105263,1.631578947368421,19.999999999999996,0.9999999999999996,-0.9999999999999996,0.9999999999999999,1.0,Call,38.5,1.0,Call,41.0,-1.0
FAS,Bull Call Spread,6.3,121.0,229.0,121.0,41.25,58.34,0.052066115702479335,1.8925619834710743,27.999999999999996,1.9999999999999991,-1.9999999999999998,0.9999999999999999,1.0,Call,38.5,1.0,Call,42.0,-1.0
FAS,Bull Call Spread,3.72,73.0,127.0,73.0,41.25,58.34,0.050958904109589045,1.7397260273972603,14.999999999999996,0.9999999999999996,-0.9999999999999996,0.9999999999999999,1.0,Call,39.0,1.0,Call,41.0,-1.0
INDL,Bull Call Spread,4.27,255.0,145.0,255.0,59.52,40.17,0.016745098039215686,0.5686274509803921,42.0,-2.0000000000000004,-1.0000000000000002,0.0,1.0,Call,27.0,1.0,Call,31.0,-1.0
NAIL,Bull Call Spread,8.27,259.99999999999994,140.00000000000006,259.99999999999994,64.23,34.91,0.031807692307692315,0.5384615384615388,20.000000000000007,-1.0000000000000002,0.9999999999999996,0.0,0.0,Call,41.0,1.0,Call,45.0,-1.0
NAIL,Bull Call Spread,5.42,190.00000000000006,109.99999999999994,190.00000000000006,63.09,36.06,0.028526315789473674,0.5789473684210522,15.000000000000002,0.0,0.0,0.0,0.0,Call,42.0,1.0,Call,45.0,-1.0
NUGT,Bull Call Spread,4.04,225.0000000000001,174.9999999999999,225.0000000000001,55.15,41.94,0.017955555555555548,0.7777777777777769,7.9999999999999964,0.0,1.0000000000000009,0.0,0.0,Call,103.0,1.0,Call,107.0,-1.0
URTY,Bull Call Spread,12.19,159.99999999999997,240.00000000000003,159.99999999999997,45.11,54.2,0.0761875,1.5000000000000004,23.0,2.0000000000000004,-0.9999999999999996,0.0,1.0,Call,42.0,1.0,Call,46.0,-1.0
YANG,Bull Call Spread,13.82,215.0,185.0,215.0,53.18,44.64,0.06427906976744187,0.8604651162790697,43.00000000000001,-1.0000000000000009,2.0000000000000004,-1.0,1.0,Call,23.0,1.0,Call,27.0,-1.0
YANG,Bull Call Spread,8.07,145.00000000000003,154.99999999999997,145.00000000000003,49.41,48.41,0.05565517241379309,1.068965517241379,33.00000000000001,0.0,1.0000000000000002,0.0,1.0,Call,24.0,1.0,Call,27.0,-1.0
YANG,Bull Call Spread,13.36,170.00000000000003,229.99999999999997,170.00000000000003,46.98,50.84,0.07858823529411763,1.3529411764705879,41.0,1.0000000000000009,1.0000000000000002,0.0,1.0,Call,24.0,1.0,Call,28.0,-1.0
YANG,Bull Call Spread,4.97,115.0,185.0,115.0,41.32,56.5,0.043217391304347826,1.608695652173913,29.000000000000004,2.0000000000000004,0.0,0.0,0.0,Call,25.0,1.0,Call,28.0,-1.0
