Underlying,Name,Expected PnL,Cost of Strategy,Max_Profit,Max_Loss,Prob of Profit,Prob of Loss,Exp_Pnl/Max_Loss,Profit_Factor,Strategy_Delta,Strategy_Gamma,Strategy_Theta,Strategy_Vega,Strategy_Rho,Strike_1_type,Strike_1,Strike_1_alloc,Strike_2_type,Strike_2,Strike_2_alloc
DFEN,Bull Call Spread,5.44,215.0,85.0,215.0,61.57,37.24,0.02530232558139535,0.3953488372093023,49.0,-11.000000000000002,0.9999999999999999,-1.0,0.0,Call,10.0,1.0,Call,13.0,-1.0
DFEN,Bull Call Spread,10.8,120.0,80.0,120.0,61.57,37.24,0.09000000000000001,0.6666666666666666,39.0,-5.000000000000002,0.9999999999999999,0.0,0.0,Call,11.0,1.0,Call,13.0,-1.0
DFEN,Bull Call Spread,16.28,240.0,160.0,240.0,57.5,41.3,0.06783333333333334,0.6666666666666666,65.0,-6.0,0.0,-1.0,0.0,Call,10.0,1.0,Call,14.0,-1.0
DFEN,Bull Call Spread,21.64,145.0,155.0,145.0,55.46,43.35,0.14924137931034484,1.0689655172413792,55.00000000000001,0.0,0.0,0.0,0.0,Call,11.0,1.0,Call,14.0,-1.0
DFEN,Bull Call Spread,5.64,50.0,50.0,50.0,55.46,43.35,0.1128,1.0,20.999999999999996,0.9999999999999981,0.0,0.0,0.0,Call,12.0,1.0,Call,13.0,-1.0
DFEN,Bull Call Spread,31.77,155.0,245.0,155.0,53.41,45.4,0.20496774193548387,1.5806451612903225,64.0,4.999999999999999,0.0,0.0,0.0,Call,11.0,1.0,Call,15.0,-1.0
DFEN,Bull Call Spread,16.49,75.0,125.0,75.0,49.32,49.48,0.21986666666666665,1.6666666666666667,37.0,6.0,-0.9999999999999999,0.0,0.0,Call,12.0,1.0,Call,14.0,-1.0
DFEN,Bull Call Spread,26.61,85.0,215.0,85.0,47.3,51.5,0.3130588235294118,2.5294117647058822,46.0,10.999999999999998,-0.9999999999999999,0.0,0.0,Call,12.0,1.0,Call,15.0,-1.0
EDC,Bull Call Spread,12.49,310.0,190.0,310.0,61.38,38.62,0.04029032258064516,0.6129032258064516,27.999999999999996,-0.9999999999999996,0.0,0.0,0.0,Call,55.0,1.0,Call,60.0,-1.0
EDC,Bull Call Spread,32.65,379.99999999999994,520.0,379.99999999999994,50.25,49.74,0.08592105263157895,1.3684210526315792,48.0,1.0000000000000002,-5.0,1.0000000000000002,1.0,Call,56.0,1.0,Call,65.0,-1.0
EDC,Bull Call Spread,21.89,320.0,480.0,320.0,47.59,52.4,0.06840625,1.5,41.99999999999999,1.9999999999999998,-5.0,1.0000000000000002,1.0,Call,57.0,1.0,Call,65.0,-1.0
EDC,Bull Call Spread,21.92,255.0,445.0,255.0,44.93,55.06,0.0859607843137255,1.7450980392156863,37.0,1.9999999999999998,-5.0,2.0000000000000004,1.0,Call,58.0,1.0,Call,65.0,-1.0
EWZ,Bull Call Spread,0.03,147.0,53.0,147.0,67.53,32.47,0.0002040816326530612,0.36054421768707484,24.0,-6.0,1.0000000000000002,0.0,0.0,Call,29.0,1.0,Call,31.0,-1.0
EWZ,Bull Call Spread,2.82,73.0,127.0,73.0,40.77,59.23,0.03863013698630137,1.7397260273972603,28.999999999999996,3.9999999999999996,-2.0,0.0,1.0,Call,31.5,1.0,Call,33.5,-1.0
