,C_100.0,C_1000000.0,C_101.0,C_34.0,C_35.0,C_35.5,C_36.0,C_95.0,C_96.0,C_97.0,C_97.5,C_98.0,C_98.5,C_99.0,C_99.5,Cost of Strategy,Exp_Pnl/Max_Loss,Expected PnL,Max_Loss,Max_Profit,Name,P_100.0,P_101.0,P_34.0,P_35.0,P_35.5,P_36.0,P_37.0,P_37.5,P_95.0,P_96.0,P_97.0,P_97.5,P_98.0,P_98.5,P_99.0,P_99.5,Prob of Loss,Prob of Profit,Strategy_Delta,Strategy_Gamma,Strategy_Rho,Strategy_Theta,Strategy_Vega,Underlying
0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,255.0,0.005562122120319184,1.44,258.89399205017185,2707.0283020934708,Bull Put Ladder,,,1.0,2.0,-1.0,0.0,0.0,0.0,,,,,,,,,65.37,34.58,-85.0,23.0,-1.9999999999999998,-10.000000000000002,6.0,TAP
9,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,400.0,0.005419767705865735,2.46,453.89399205017185,5324.056604186942,Bull Put Ladder,,,4.0,1.0,0.0,-1.0,0.0,0.0,,,,,,,,,65.37,34.58,-148.0,45.00000000000001,-4.0,-20.0,13.0,TAP
11,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,230.0,0.0036183953425620572,1.57,433.89399205017185,3988.042453140206,Bull Put Ladder,,,2.0,2.0,0.0,0.0,0.0,-1.0,,,,,,,,,65.37,34.58,-114.00000000000001,38.99999999999999,-3.0,-14.000000000000002,10.0,TAP
3,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,320.0,0.0016784566745513328,0.55,327.6819761505135,3998.042453140206,Bull Put Ladder,,,3.0,1.0,-1.0,0.0,0.0,0.0,,,,,,,,,65.37,34.58,-113.00000000000003,33.0,-3.0,-15.000000000000002,9.0,TAP
13,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,275.0,0.001494833444770048,0.48,321.10600794982815,2737.0283020934708,Bull Put Ladder,,,1.0,0.0,2.0,-1.0,0.0,0.0,,,,,,,,,65.37,34.58,-94.0,24.0,-1.9999999999999998,-10.000000000000002,6.999999999999999,TAP
12,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,295.0,0.001363015010875527,0.68,498.89399205017185,5279.056604186942,Bull Put Ladder,,,4.0,1.0,0.0,0.0,0.0,-1.0,,,,,,,,,65.37,34.58,-142.00000000000003,49.00000000000001,-4.0,-19.0,13.0,TAP
288,,0.0,,0.0,0.0,-1.0,5.0,,,,,,,,,295.0,0.29359322033898305,86.61,295.0,5207.05660418694,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,134.0,47.0,0.0,-15.000000000000002,7.000000000000001,TAP
289,,0.0,,0.0,0.0,-1.0,5.0,,,,,,,,,295.0,0.29359322033898305,86.61,295.0,5207.05660418694,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,134.0,47.0,0.0,-15.000000000000002,7.000000000000001,TAP
290,,0.0,,0.0,0.0,-1.0,5.0,,,,,,,,,295.0,0.29359322033898305,86.61,295.0,5207.05660418694,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,134.0,47.0,0.0,-15.000000000000002,7.000000000000001,TAP
291,,0.0,,0.0,0.0,-1.0,5.0,,,,,,,,,295.0,0.29359322033898305,86.61,295.0,5207.05660418694,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,134.0,47.0,0.0,-15.000000000000002,7.000000000000001,TAP
292,,0.0,,0.0,0.0,-1.0,5.0,,,,,,,,,295.0,0.29359322033898305,86.61,295.0,5207.05660418694,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,134.0,47.0,0.0,-15.000000000000002,7.000000000000001,TAP
308,,1.0,,0.0,0.0,-1.0,5.0,,,,,,,,,295.0,0.29359322033898305,86.61,295.0,5207.05660418694,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,134.0,47.0,0.0,-15.000000000000002,7.000000000000001,TAP
309,,2.0,,0.0,0.0,-1.0,5.0,,,,,,,,,295.0,0.29359322033898305,86.61,295.0,5207.05660418694,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,134.0,47.0,0.0,-15.000000000000002,7.000000000000001,TAP
310,,3.0,,0.0,0.0,-1.0,5.0,,,,,,,,,295.0,0.29359322033898305,86.61,295.0,5207.05660418694,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,134.0,47.0,0.0,-15.000000000000002,7.000000000000001,TAP
311,,4.0,,0.0,0.0,-1.0,5.0,,,,,,,,,295.0,0.29359322033898305,86.61,295.0,5207.05660418694,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,134.0,47.0,0.0,-15.000000000000002,7.000000000000001,TAP
312,,5.0,,0.0,0.0,-1.0,5.0,,,,,,,,,295.0,0.29359322033898305,86.61,295.0,5207.05660418694,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,134.0,47.0,0.0,-15.000000000000002,7.000000000000001,TAP
283,,0.0,,0.0,0.0,-1.0,4.0,,,,,,,,,220.0,0.28245454545454546,62.14,220.0,3894.042453140204,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,99.0,35.0,0.0,-11.0,5.0,TAP
284,,0.0,,0.0,0.0,-1.0,4.0,,,,,,,,,220.0,0.28245454545454546,62.14,220.0,3894.042453140204,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,99.0,35.0,0.0,-11.0,5.0,TAP
285,,0.0,,0.0,0.0,-1.0,4.0,,,,,,,,,220.0,0.28245454545454546,62.14,220.0,3894.042453140204,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,99.0,35.0,0.0,-11.0,5.0,TAP
286,,0.0,,0.0,0.0,-1.0,4.0,,,,,,,,,220.0,0.28245454545454546,62.14,220.0,3894.042453140204,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,99.0,35.0,0.0,-11.0,5.0,TAP
287,,0.0,,0.0,0.0,-1.0,4.0,,,,,,,,,220.0,0.28245454545454546,62.14,220.0,3894.042453140204,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,99.0,35.0,0.0,-11.0,5.0,TAP
303,,1.0,,0.0,0.0,-1.0,4.0,,,,,,,,,220.0,0.28245454545454546,62.14,220.0,3894.042453140204,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,99.0,35.0,0.0,-11.0,5.0,TAP
304,,2.0,,0.0,0.0,-1.0,4.0,,,,,,,,,220.0,0.28245454545454546,62.14,220.0,3894.042453140204,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,99.0,35.0,0.0,-11.0,5.0,TAP
305,,3.0,,0.0,0.0,-1.0,4.0,,,,,,,,,220.0,0.28245454545454546,62.14,220.0,3894.042453140204,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,99.0,35.0,0.0,-11.0,5.0,TAP
306,,4.0,,0.0,0.0,-1.0,4.0,,,,,,,,,220.0,0.28245454545454546,62.14,220.0,3894.042453140204,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,99.0,35.0,0.0,-11.0,5.0,TAP
307,,5.0,,0.0,0.0,-1.0,4.0,,,,,,,,,220.0,0.28245454545454546,62.14,220.0,3894.042453140204,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,99.0,35.0,0.0,-11.0,5.0,TAP
263,,0.0,,0.0,-1.0,0.0,5.0,,,,,,,,,270.0,0.27838762246482585,88.0,316.10600794982815,5182.05660418694,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,127.0,48.0,-1.0,-15.000000000000002,7.000000000000001,TAP
264,,0.0,,0.0,-1.0,0.0,5.0,,,,,,,,,270.0,0.27838762246482585,88.0,316.10600794982815,5182.05660418694,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,127.0,48.0,-1.0,-15.000000000000002,7.000000000000001,TAP
265,,0.0,,0.0,-1.0,0.0,5.0,,,,,,,,,270.0,0.27838762246482585,88.0,316.10600794982815,5182.05660418694,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,127.0,48.0,-1.0,-15.000000000000002,7.000000000000001,TAP
266,,0.0,,0.0,-1.0,0.0,5.0,,,,,,,,,270.0,0.27838762246482585,88.0,316.10600794982815,5182.05660418694,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,127.0,48.0,-1.0,-15.000000000000002,7.000000000000001,TAP
267,,0.0,,0.0,-1.0,0.0,5.0,,,,,,,,,270.0,0.27838762246482585,88.0,316.10600794982815,5182.05660418694,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,127.0,48.0,-1.0,-15.000000000000002,7.000000000000001,TAP
273,,1.0,,0.0,-1.0,0.0,5.0,,,,,,,,,270.0,0.27838762246482585,88.0,316.10600794982815,5182.05660418694,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,127.0,48.0,-1.0,-15.000000000000002,7.000000000000001,TAP
274,,2.0,,0.0,-1.0,0.0,5.0,,,,,,,,,270.0,0.27838762246482585,88.0,316.10600794982815,5182.05660418694,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,127.0,48.0,-1.0,-15.000000000000002,7.000000000000001,TAP
275,,3.0,,0.0,-1.0,0.0,5.0,,,,,,,,,270.0,0.27838762246482585,88.0,316.10600794982815,5182.05660418694,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,127.0,48.0,-1.0,-15.000000000000002,7.000000000000001,TAP
276,,4.0,,0.0,-1.0,0.0,5.0,,,,,,,,,270.0,0.27838762246482585,88.0,316.10600794982815,5182.05660418694,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,127.0,48.0,-1.0,-15.000000000000002,7.000000000000001,TAP
277,,5.0,,0.0,-1.0,0.0,5.0,,,,,,,,,270.0,0.27838762246482585,88.0,316.10600794982815,5182.05660418694,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,127.0,48.0,-1.0,-15.000000000000002,7.000000000000001,TAP
159,,0.0,,0.0,-1.0,1.0,5.0,,,,,,,,,365.0,0.26448166141437063,108.73,411.10600794982815,6525.070755233674,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,168.0,61.0,-1.0,-20.0,10.0,TAP
258,,0.0,,0.0,-1.0,0.0,4.0,,,,,,,,,195.0,0.26349405616312965,63.53,241.10600794982815,3869.042453140204,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,92.0,36.0,-1.0,-11.0,5.0,TAP
259,,0.0,,0.0,-1.0,0.0,4.0,,,,,,,,,195.0,0.26349405616312965,63.53,241.10600794982815,3869.042453140204,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,92.0,36.0,-1.0,-11.0,5.0,TAP
260,,0.0,,0.0,-1.0,0.0,4.0,,,,,,,,,195.0,0.26349405616312965,63.53,241.10600794982815,3869.042453140204,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,92.0,36.0,-1.0,-11.0,5.0,TAP
261,,0.0,,0.0,-1.0,0.0,4.0,,,,,,,,,195.0,0.26349405616312965,63.53,241.10600794982815,3869.042453140204,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,92.0,36.0,-1.0,-11.0,5.0,TAP
262,,0.0,,0.0,-1.0,0.0,4.0,,,,,,,,,195.0,0.26349405616312965,63.53,241.10600794982815,3869.042453140204,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,92.0,36.0,-1.0,-11.0,5.0,TAP
268,,1.0,,0.0,-1.0,0.0,4.0,,,,,,,,,195.0,0.26349405616312965,63.53,241.10600794982815,3869.042453140204,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,92.0,36.0,-1.0,-11.0,5.0,TAP
269,,2.0,,0.0,-1.0,0.0,4.0,,,,,,,,,195.0,0.26349405616312965,63.53,241.10600794982815,3869.042453140204,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,92.0,36.0,-1.0,-11.0,5.0,TAP
270,,3.0,,0.0,-1.0,0.0,4.0,,,,,,,,,195.0,0.26349405616312965,63.53,241.10600794982815,3869.042453140204,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,92.0,36.0,-1.0,-11.0,5.0,TAP
271,,4.0,,0.0,-1.0,0.0,4.0,,,,,,,,,195.0,0.26349405616312965,63.53,241.10600794982815,3869.042453140204,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,92.0,36.0,-1.0,-11.0,5.0,TAP
272,,5.0,,0.0,-1.0,0.0,4.0,,,,,,,,,195.0,0.26349405616312965,63.53,241.10600794982815,3869.042453140204,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,92.0,36.0,-1.0,-11.0,5.0,TAP
278,,0.0,,0.0,0.0,-1.0,3.0,,,,,,,,,145.0,0.2598620689655172,37.68,145.0,2581.0283020934694,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,63.99999999999999,23.0,0.0,-6.999999999999999,3.0,TAP
279,,0.0,,0.0,0.0,-1.0,3.0,,,,,,,,,145.0,0.2598620689655172,37.68,145.0,2581.0283020934694,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,63.99999999999999,23.0,0.0,-6.999999999999999,3.0,TAP
280,,0.0,,0.0,0.0,-1.0,3.0,,,,,,,,,145.0,0.2598620689655172,37.68,145.0,2581.0283020934694,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,63.99999999999999,23.0,0.0,-6.999999999999999,3.0,TAP
281,,0.0,,0.0,0.0,-1.0,3.0,,,,,,,,,145.0,0.2598620689655172,37.68,145.0,2581.0283020934694,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,63.99999999999999,23.0,0.0,-6.999999999999999,3.0,TAP
282,,0.0,,0.0,0.0,-1.0,3.0,,,,,,,,,145.0,0.2598620689655172,37.68,145.0,2581.0283020934694,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,63.99999999999999,23.0,0.0,-6.999999999999999,3.0,TAP
298,,1.0,,0.0,0.0,-1.0,3.0,,,,,,,,,145.0,0.2598620689655172,37.68,145.0,2581.0283020934694,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,63.99999999999999,23.0,0.0,-6.999999999999999,3.0,TAP
299,,2.0,,0.0,0.0,-1.0,3.0,,,,,,,,,145.0,0.2598620689655172,37.68,145.0,2581.0283020934694,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,63.99999999999999,23.0,0.0,-6.999999999999999,3.0,TAP
300,,3.0,,0.0,0.0,-1.0,3.0,,,,,,,,,145.0,0.2598620689655172,37.68,145.0,2581.0283020934694,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,63.99999999999999,23.0,0.0,-6.999999999999999,3.0,TAP
301,,4.0,,0.0,0.0,-1.0,3.0,,,,,,,,,145.0,0.2598620689655172,37.68,145.0,2581.0283020934694,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,63.99999999999999,23.0,0.0,-6.999999999999999,3.0,TAP
302,,5.0,,0.0,0.0,-1.0,3.0,,,,,,,,,145.0,0.2598620689655172,37.68,145.0,2581.0283020934694,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,63.99999999999999,23.0,0.0,-6.999999999999999,3.0,TAP
158,,0.0,,0.0,-1.0,1.0,4.0,,,,,,,,,290.0,0.2506947153785416,84.26,336.10600794982815,5212.056604186939,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,132.99999999999997,49.0,-1.0,-16.0,8.0,TAP
163,,0.0,,0.0,-1.0,2.0,4.0,,,,,,,,,385.0,0.24353638795082314,104.99,431.10600794982815,6555.070755233674,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,173.99999999999997,62.0,-1.0,-21.000000000000004,11.0,TAP
293,,0.0,,0.0,0.0,-2.0,5.0,,,,,,,,,215.0,0.23669767441860465,50.89,215.0,3849.0424531402045,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,93.0,34.0,0.0,-10.0,4.000000000000001,TAP
294,,0.0,,0.0,0.0,-2.0,5.0,,,,,,,,,215.0,0.23669767441860465,50.89,215.0,3849.0424531402045,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,93.0,34.0,0.0,-10.0,4.000000000000001,TAP
295,,0.0,,0.0,0.0,-2.0,5.0,,,,,,,,,215.0,0.23669767441860465,50.89,215.0,3849.0424531402045,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,93.0,34.0,0.0,-10.0,4.000000000000001,TAP
296,,0.0,,0.0,0.0,-2.0,5.0,,,,,,,,,215.0,0.23669767441860465,50.89,215.0,3849.0424531402045,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,93.0,34.0,0.0,-10.0,4.000000000000001,TAP
297,,0.0,,0.0,0.0,-2.0,5.0,,,,,,,,,215.0,0.23669767441860465,50.89,215.0,3849.0424531402045,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,93.0,34.0,0.0,-10.0,4.000000000000001,TAP
313,,1.0,,0.0,0.0,-2.0,5.0,,,,,,,,,215.0,0.23669767441860465,50.89,215.0,3849.0424531402045,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,93.0,34.0,0.0,-10.0,4.000000000000001,TAP
314,,2.0,,0.0,0.0,-2.0,5.0,,,,,,,,,215.0,0.23669767441860465,50.89,215.0,3849.0424531402045,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,93.0,34.0,0.0,-10.0,4.000000000000001,TAP
315,,3.0,,0.0,0.0,-2.0,5.0,,,,,,,,,215.0,0.23669767441860465,50.89,215.0,3849.0424531402045,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,93.0,34.0,0.0,-10.0,4.000000000000001,TAP
316,,4.0,,0.0,0.0,-2.0,5.0,,,,,,,,,215.0,0.23669767441860465,50.89,215.0,3849.0424531402045,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,93.0,34.0,0.0,-10.0,4.000000000000001,TAP
317,,5.0,,0.0,0.0,-2.0,5.0,,,,,,,,,215.0,0.23669767441860465,50.89,215.0,3849.0424531402045,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,93.0,34.0,0.0,-10.0,4.000000000000001,TAP
20,,0.0,,-1.0,1.0,0.0,5.0,,,,,,,,,345.0,0.233438202247191,103.88,445.0,6495.070755233674,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,163.0,60.0,0.0,-20.0,10.0,TAP
157,,0.0,,0.0,-1.0,1.0,3.0,,,,,,,,,215.0,0.22902575268007866,59.8,261.10600794982815,3899.042453140204,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,97.99999999999997,37.0,-1.0,-12.0,6.0,TAP
136,,0.0,,-1.0,0.0,0.0,5.0,,,,,,,,,225.0,0.2278055277710013,84.54,371.10600794982815,5127.05660418694,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,114.99999999999999,48.0,-1.0,-15.000000000000002,7.000000000000001,TAP
137,,0.0,,-1.0,0.0,0.0,5.0,,,,,,,,,225.0,0.2278055277710013,84.54,371.10600794982815,5127.05660418694,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,114.99999999999999,48.0,-1.0,-15.000000000000002,7.000000000000001,TAP
138,,0.0,,-1.0,0.0,0.0,5.0,,,,,,,,,225.0,0.2278055277710013,84.54,371.10600794982815,5127.05660418694,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,114.99999999999999,48.0,-1.0,-15.000000000000002,7.000000000000001,TAP
139,,0.0,,-1.0,0.0,0.0,5.0,,,,,,,,,225.0,0.2278055277710013,84.54,371.10600794982815,5127.05660418694,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,114.99999999999999,48.0,-1.0,-15.000000000000002,7.000000000000001,TAP
140,,0.0,,-1.0,0.0,0.0,5.0,,,,,,,,,225.0,0.2278055277710013,84.54,371.10600794982815,5127.05660418694,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,114.99999999999999,48.0,-1.0,-15.000000000000002,7.000000000000001,TAP
146,,1.0,,-1.0,0.0,0.0,5.0,,,,,,,,,225.0,0.2278055277710013,84.54,371.10600794982815,5127.05660418694,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,114.99999999999999,48.0,-1.0,-15.000000000000002,7.000000000000001,TAP
147,,2.0,,-1.0,0.0,0.0,5.0,,,,,,,,,225.0,0.2278055277710013,84.54,371.10600794982815,5127.05660418694,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,114.99999999999999,48.0,-1.0,-15.000000000000002,7.000000000000001,TAP
148,,3.0,,-1.0,0.0,0.0,5.0,,,,,,,,,225.0,0.2278055277710013,84.54,371.10600794982815,5127.05660418694,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,114.99999999999999,48.0,-1.0,-15.000000000000002,7.000000000000001,TAP
149,,4.0,,-1.0,0.0,0.0,5.0,,,,,,,,,225.0,0.2278055277710013,84.54,371.10600794982815,5127.05660418694,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,114.99999999999999,48.0,-1.0,-15.000000000000002,7.000000000000001,TAP
150,,5.0,,-1.0,0.0,0.0,5.0,,,,,,,,,225.0,0.2278055277710013,84.54,371.10600794982815,5127.05660418694,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,114.99999999999999,48.0,-1.0,-15.000000000000002,7.000000000000001,TAP
162,,0.0,,0.0,-1.0,2.0,3.0,,,,,,,,,310.0,0.22614052614171534,80.53,356.10600794982815,5242.056604186939,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,138.99999999999997,50.0,-1.0,-17.0,9.0,TAP
97,,0.0,,-1.0,0.0,1.0,5.0,,,,,,,,,320.0,0.225849910116008,105.27,466.10600794982815,6470.070755233674,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,156.0,61.0,-1.0,-20.0,10.0,TAP
166,,0.0,,0.0,-1.0,3.0,3.0,,,,,,,,,404.99999999999994,0.22447051960181855,101.26,451.1060079498281,6585.070755233674,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,179.99999999999997,63.0,-1.0,-22.000000000000004,12.0,TAP
24,,0.0,,-1.0,2.0,0.0,4.0,,,,,,,,,390.0,0.2224855523361927,98.76,443.89399205017185,6550.070755233674,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,175.99999999999997,60.0,1.0,-21.000000000000004,11.0,TAP
19,,0.0,,-1.0,1.0,0.0,4.0,,,,,,,,,270.0,0.2146216216216216,79.41,370.0,5182.056604186939,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,127.99999999999999,48.0,0.0,-16.0,8.0,TAP
173,,0.0,,0.0,-2.0,2.0,5.0,,,,,,,,,355.0,0.21271789803909225,95.13,447.2120158996563,6485.070755233674,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,161.0,62.0,-2.0,-20.0,10.0,TAP
27,,0.0,,-1.0,3.0,0.0,3.0,,,,,,,,,434.99999999999994,0.21145560259553423,93.63,442.78798410034364,6605.070755233674,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,188.99999999999997,60.0,1.9999999999999998,-22.000000000000004,12.0,TAP
170,,0.0,,0.0,-2.0,1.0,5.0,,,,,,,,,260.0,0.21120801290661642,74.39,352.2120158996563,5142.05660418694,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,120.0,49.0,-2.0,-15.000000000000002,7.000000000000001,TAP
100,,0.0,,-1.0,0.0,2.0,4.0,,,,,,,,,340.0,0.20886390692476092,101.53,486.10600794982815,6500.070755233674,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,162.0,62.0,-1.0,-21.000000000000004,11.0,TAP
168,,0.0,,0.0,-1.0,4.0,2.0,,,,,,,,,425.0,0.20700224228595632,97.52,471.10600794982815,6615.070755233674,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,186.0,64.0,-1.0,-23.000000000000004,13.0,TAP
96,,0.0,,-1.0,0.0,1.0,4.0,,,,,,,,,245.0,0.2065936046944213,80.8,391.10600794982815,5157.056604186939,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,121.0,49.0,-1.0,-16.0,8.0,TAP
