,Underlying,Name,Expected PnL,Cost of Strategy,Max_Profit,Max_Loss,Prob of Profit,Prob of Loss,Exp_Pnl/Max_Loss,Strategy_Delta,Strategy_Gamma,Strategy_Theta,Strategy_Vega,Strategy_Rho,C_40.0,C_40.5,C_41.0,C_41.5,C_42.0,C_42.5,C_43.0,C_43.5,C_44.0,C_44.5,P_-1000000.0,P_40.5,P_41.0,P_41.5,P_42.0,P_42.5,P_43.0,P_43.5,P_44.0,P_44.5
1970,WDC,Bull Put Ladder,85.97,197.0,4351.0217568073585,300.5778022732984,35.29,64.64,0.28601579807224864,-65.00000000000001,20.0,-14.000000000000002,6.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,-2.0,0.0
521,WDC,Bull Put Ladder,83.17,291.0,4407.0217568073585,291.0,35.29,64.64,0.28580756013745706,-76.00000000000001,18.000000000000004,-15.000000000000002,6.0,-1.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,-1.0,0.0,0.0
527,WDC,Bull Put Ladder,83.17,291.0,4407.0217568073585,291.0,35.29,64.64,0.28580756013745706,-76.00000000000001,18.000000000000004,-15.000000000000002,6.0,-1.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,-1.0,0.0,0.0
533,WDC,Bull Put Ladder,83.17,291.0,4407.0217568073585,291.0,35.29,64.64,0.28580756013745706,-76.00000000000001,18.000000000000004,-15.000000000000002,6.0,-1.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,-1.0,0.0,0.0
539,WDC,Bull Put Ladder,83.17,291.0,4407.0217568073585,291.0,35.29,64.64,0.28580756013745706,-76.00000000000001,18.000000000000004,-15.000000000000002,6.0,-1.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,-1.0,0.0,0.0
545,WDC,Bull Put Ladder,83.17,291.0,4407.0217568073585,291.0,35.29,64.64,0.28580756013745706,-76.00000000000001,18.000000000000004,-15.000000000000002,6.0,-1.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,-1.0,0.0,0.0
949,WDC,Bull Put Ladder,109.65,334.0,6438.032635211038,384.0,35.29,64.64,0.28554687500000003,-94.00000000000001,23.999999999999996,-21.000000000000004,9.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0
1899,WDC,Bull Put Ladder,136.6,399.0,6623.032635211038,478.5778022732961,35.29,64.64,0.2854290344247796,-113.00000000000001,29.000000000000004,-21.000000000000004,9.0,-3.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,-2.0,0.0
1436,WDC,Bull Put Ladder,140.61,454.0,6668.032635211038,493.78890113664806,35.29,64.64,0.2847573116291824,-121.0,27.0,-21.000000000000004,9.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,-1.0,0.0
1767,WDC,Bull Put Ladder,128.87,413.0,6609.032635211038,452.78890113664806,35.29,64.64,0.2846138668074553,-112.00000000000001,27.999999999999996,-21.000000000000004,9.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,-1.0,0.0
1333,WDC,Bull Put Ladder,121.45,427.0,6595.032635211038,427.0,35.29,64.64,0.28442622950819674,-114.00000000000001,25.999999999999996,-21.000000000000004,9.0,-3.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,-3.0,0.0,0.0,0.0,0.0
915,WDC,Bull Put Ladder,119.51,272.0,6400.032635211038,420.2110988633508,35.29,64.64,0.2844046726116191,-86.00000000000001,23.0,-21.000000000000004,9.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
1181,WDC,Bull Put Ladder,122.69,352.0000000000001,6520.032635211038,431.5778022732962,35.29,64.64,0.2842824615949703,-104.00000000000003,27.0,-21.000000000000004,9.0,-3.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,-2.0,0.0
1291,WDC,Bull Put Ladder,121.31,375.0,6547.032635211038,426.7889011366492,35.29,64.64,0.28423888174439427,-103.0,24.999999999999996,-21.000000000000004,9.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,-1.0,0.0,0.0,0.0,0.0
1335,WDC,Bull Put Ladder,82.33,240.0,4358.0217568073585,290.0,35.29,64.64,0.2838965517241379,-68.0,16.0,-14.000000000000002,6.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0
1452,WDC,Bull Put Ladder,87.89,220.0,4378.0217568073585,309.78890113664806,35.29,64.64,0.28370932489034417,-66.99999999999999,18.0,-15.000000000000002,6.0,-1.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,-1.0
323,WDC,Bull Put Ladder,121.14,427.0,6595.032635211038,427.0,35.29,64.64,0.2837002341920375,-111.00000000000001,27.0,-21.000000000000004,9.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,-1.0,0.0,0.0,0.0,0.0
330,WDC,Bull Put Ladder,121.14,427.0,6595.032635211038,427.0,35.29,64.64,0.2837002341920375,-111.00000000000001,27.0,-21.000000000000004,9.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,-1.0,0.0,0.0,0.0,0.0
337,WDC,Bull Put Ladder,121.14,427.0,6595.032635211038,427.0,35.29,64.64,0.2837002341920375,-111.00000000000001,27.0,-21.000000000000004,9.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,-1.0,0.0,0.0,0.0,0.0
344,WDC,Bull Put Ladder,121.14,427.0,6595.032635211038,427.0,35.29,64.64,0.2837002341920375,-111.00000000000001,27.0,-21.000000000000004,9.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,-1.0,0.0,0.0,0.0,0.0
351,WDC,Bull Put Ladder,121.14,427.0,6595.032635211038,427.0,35.29,64.64,0.2837002341920375,-111.00000000000001,27.0,-21.000000000000004,9.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,-1.0,0.0,0.0,0.0,0.0
1610,WDC,Bull Put Ladder,121.14,427.00000000000006,6595.032635211038,427.00000000000006,35.29,64.64,0.28370023419203744,-112.00000000000001,27.0,-21.000000000000004,9.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,-2.0,0.0,0.0,0.0
1718,WDC,Bull Put Ladder,134.09,434.0,6638.032635211038,473.78890113664806,35.29,64.64,0.2830163384543412,-116.00000000000001,27.999999999999996,-21.000000000000004,9.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,-1.0,0.0
1126,WDC,Bull Put Ladder,126.04,366.0,6556.032635211038,445.5778022732961,35.29,64.64,0.28286866930299437,-105.0,28.000000000000004,-21.000000000000004,9.0,-3.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,-2.0,0.0
1509,WDC,Bull Put Ladder,137.61,397.0,6625.032635211038,486.78890113664806,35.29,64.64,0.2826892718356598,-112.99999999999999,25.999999999999996,-22.000000000000004,9.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,-1.0
1994,WDC,Bull Put Ladder,99.02,261.0,4437.0217568073585,350.78890113664806,35.29,64.64,0.28227803011768393,-76.99999999999999,19.0,-15.000000000000002,6.0,-1.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,-1.0
1384,WDC,Bull Put Ladder,133.8,271.0,6501.032635211038,474.5778022732984,35.29,64.64,0.2819348047023651,-92.00000000000001,28.000000000000004,-21.000000000000004,9.0,-3.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,-2.0,0.0
1198,WDC,Bull Put Ladder,81.44,139.00000000000006,4259.0217568073585,289.00000000000006,35.29,64.64,0.28179930795847746,-53.000000000000014,17.0,-15.000000000000002,6.0,-1.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0
1576,WDC,Bull Put Ladder,82.17,292.0,4406.0217568073585,292.0,35.29,64.64,0.2814041095890411,-76.0,18.0,-14.000000000000002,6.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,-1.0,0.0,0.0,0.0,0.0
1661,WDC,Bull Put Ladder,135.52,227.0,6495.032635211038,482.3667034099476,35.29,64.64,0.2809480817021195,-86.00000000000001,28.999999999999993,-23.000000000000004,9.0,-3.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,-2.0
1888,WDC,Bull Put Ladder,95.12,299.0,4449.0217568073585,338.78890113664806,35.29,64.64,0.2807648056972033,-81.0,19.0,-14.000000000000002,6.0,-1.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,-1.0,0.0
61,WDC,Bull Put Ladder,109.08,291.00000000000006,6381.032635211038,389.21109886335086,35.29,64.64,0.28025922261352876,-87.00000000000001,23.0,-21.000000000000004,9.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
65,WDC,Bull Put Ladder,109.08,291.00000000000006,6381.032635211038,389.21109886335086,35.29,64.64,0.28025922261352876,-87.00000000000001,23.0,-21.000000000000004,9.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
69,WDC,Bull Put Ladder,109.08,291.00000000000006,6381.032635211038,389.21109886335086,35.29,64.64,0.28025922261352876,-87.00000000000001,23.0,-21.000000000000004,9.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
73,WDC,Bull Put Ladder,109.08,291.00000000000006,6381.032635211038,389.21109886335086,35.29,64.64,0.28025922261352876,-87.00000000000001,23.0,-21.000000000000004,9.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
77,WDC,Bull Put Ladder,109.08,291.00000000000006,6381.032635211038,389.21109886335086,35.29,64.64,0.28025922261352876,-87.00000000000001,23.0,-21.000000000000004,9.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
2075,WDC,Bull Put Ladder,139.9,360.0,6612.032635211038,499.78890113664806,35.29,64.64,0.2799181808196051,-107.99999999999999,28.000000000000004,-23.000000000000004,9.0,-3.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,-2.0
1259,WDC,Bull Put Ladder,109.69,292.0,6430.032635211038,392.0,35.29,64.64,0.27982142857142855,-88.99999999999999,24.000000000000004,-23.000000000000004,9.0,-3.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0
1015,WDC,Bull Put Ladder,112.0,348.9999999999999,6473.032635211038,400.7889011366491,35.29,64.64,0.2794488561992728,-99.00000000000001,24.999999999999996,-21.000000000000004,9.0,-3.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,-3.0,0.0,0.0,0.0,0.0
1581,WDC,Bull Put Ladder,125.36,449.0,6623.032635211038,449.0,35.29,64.64,0.2791982182628062,-117.00000000000001,27.0,-21.000000000000004,9.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,-2.0,0.0,0.0,0.0,0.0
1878,WDC,Bull Put Ladder,136.8,490.0,6682.032635211038,490.0,35.29,64.64,0.27918367346938777,-125.0,27.0,-22.000000000000004,9.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,-1.0,0.0,0.0
1555,WDC,Bull Put Ladder,79.47,235.0,4363.0217568073585,285.0,35.29,64.64,0.2788421052631579,-66.99999999999999,15.999999999999998,-15.000000000000002,6.0,-1.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0
1716,WDC,Bull Put Ladder,80.46,235.0,4363.0217568073585,288.5778022732984,35.29,64.64,0.2788156239536405,-67.0,19.0,-14.000000000000002,6.0,-1.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,-1.0,0.0
357,WDC,Bull Put Ladder,114.92,407.0,6565.032635211038,412.3667034099476,35.29,64.64,0.2786839942451759,-106.0,27.0,-21.000000000000004,9.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,-1.0,0.0,0.0,0.0
361,WDC,Bull Put Ladder,114.92,407.0,6565.032635211038,412.3667034099476,35.29,64.64,0.2786839942451759,-106.0,27.0,-21.000000000000004,9.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,-1.0,0.0,0.0,0.0
365,WDC,Bull Put Ladder,114.92,407.0,6565.032635211038,412.3667034099476,35.29,64.64,0.2786839942451759,-106.0,27.0,-21.000000000000004,9.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,-1.0,0.0,0.0,0.0
369,WDC,Bull Put Ladder,114.92,407.0,6565.032635211038,412.3667034099476,35.29,64.64,0.2786839942451759,-106.0,27.0,-21.000000000000004,9.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,-1.0,0.0,0.0,0.0
373,WDC,Bull Put Ladder,114.92,407.0,6565.032635211038,412.3667034099476,35.29,64.64,0.2786839942451759,-106.0,27.0,-21.000000000000004,9.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,-1.0,0.0,0.0,0.0
1449,WDC,Bull Put Ladder,127.9,310.0,6512.032635211038,460.0,35.29,64.64,0.27804347826086956,-95.0,24.999999999999993,-21.000000000000004,9.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0
1133,WDC,Bull Put Ladder,119.02,277.0,6445.032635211038,428.7889011366492,35.29,64.64,0.2775724830668365,-88.99999999999999,27.0,-21.000000000000004,9.0,-3.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,-2.0,0.0
1786,WDC,Bull Put Ladder,129.78,378.0,6594.032635211038,467.78890113664806,35.29,64.64,0.27743283281124564,-107.00000000000003,27.999999999999996,-22.000000000000004,9.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,-1.0
1078,WDC,Bull Put Ladder,134.95,184.0,6438.032635211038,487.5778022732984,35.29,64.64,0.27677634086458563,-78.99999999999999,28.000000000000004,-23.000000000000004,9.0,-3.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,-2.0
1094,WDC,Bull Put Ladder,73.03,214.00000000000006,4284.0217568073585,264.00000000000006,35.29,64.64,0.2766287878787878,-61.0,16.0,-14.000000000000002,6.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0
1734,WDC,Bull Put Ladder,135.0,399.0,6623.032635211038,488.78890113664806,35.29,64.64,0.27619285070930605,-110.99999999999999,27.999999999999996,-22.000000000000004,9.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,-1.0
1427,WDC,Bull Put Ladder,118.76,430.0,6592.032635211038,430.0,35.29,64.64,0.2761860465116279,-110.99999999999999,25.0,-22.000000000000004,9.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,-1.0,0.0,0.0
2034,WDC,Bull Put Ladder,125.46,298.9999999999999,6523.032635211038,454.3667034099475,35.29,64.64,0.2761205851098756,-98.0,29.999999999999993,-20.0,9.0,-3.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,-3.0,0.0
1366,WDC,Bull Put Ladder,123.39,347.0,6525.032635211038,447.0,35.29,64.64,0.27604026845637586,-99.0,24.0,-21.000000000000004,9.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0
1614,WDC,Bull Put Ladder,75.95,272.0,4376.0217568073585,275.5778022732984,35.29,64.64,0.27560274947210084,-71.0,18.0,-14.000000000000002,6.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,-1.0,0.0,0.0,0.0
1637,WDC,Bull Put Ladder,113.92,408.0,6564.032635211038,413.3667034099476,35.29,64.64,0.2755906536744501,-106.00000000000003,27.0,-22.000000000000004,9.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,-1.0,0.0,0.0
444,WDC,Bull Put Ladder,86.39,314.0,4434.0217568073585,314.0,35.29,64.64,0.2751273885350318,-82.0,18.0,-14.000000000000002,6.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,-2.0,0.0,0.0,0.0,0.0
453,WDC,Bull Put Ladder,86.39,314.0,4434.0217568073585,314.0,35.29,64.64,0.2751273885350318,-82.0,18.0,-14.000000000000002,6.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,-2.0,0.0,0.0,0.0,0.0
462,WDC,Bull Put Ladder,86.39,314.0,4434.0217568073585,314.0,35.29,64.64,0.2751273885350318,-82.0,18.0,-14.000000000000002,6.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,-2.0,0.0,0.0,0.0,0.0
471,WDC,Bull Put Ladder,86.39,314.0,4434.0217568073585,314.0,35.29,64.64,0.2751273885350318,-82.0,18.0,-14.000000000000002,6.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,-2.0,0.0,0.0,0.0,0.0
480,WDC,Bull Put Ladder,86.39,314.0,4434.0217568073585,314.0,35.29,64.64,0.2751273885350318,-82.0,18.0,-14.000000000000002,6.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,-2.0,0.0,0.0,0.0,0.0
440,WDC,Bull Put Ladder,43.19,157.0,2217.0108784036793,157.0,35.29,64.64,0.27509554140127385,-41.0,9.0,-7.000000000000001,3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,-1.0,0.0,0.0,0.0,0.0
449,WDC,Bull Put Ladder,43.19,157.0,2217.0108784036793,157.0,35.29,64.64,0.27509554140127385,-41.0,9.0,-7.000000000000001,3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,-1.0,0.0,0.0,0.0,0.0
458,WDC,Bull Put Ladder,43.19,157.0,2217.0108784036793,157.0,35.29,64.64,0.27509554140127385,-41.0,9.0,-7.000000000000001,3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,-1.0,0.0,0.0,0.0,0.0
467,WDC,Bull Put Ladder,43.19,157.0,2217.0108784036793,157.0,35.29,64.64,0.27509554140127385,-41.0,9.0,-7.000000000000001,3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,-1.0,0.0,0.0,0.0,0.0
476,WDC,Bull Put Ladder,43.19,157.0,2217.0108784036793,157.0,35.29,64.64,0.27509554140127385,-41.0,9.0,-7.000000000000001,3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,-1.0,0.0,0.0,0.0,0.0
913,WDC,Bull Put Ladder,120.16,289.0,6433.032635211038,437.2110988633508,35.29,64.64,0.27483291323662323,-88.99999999999999,23.0,-21.000000000000004,9.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
1902,WDC,Bull Put Ladder,122.68,327.9999999999999,6544.032635211038,447.36670340994397,35.29,64.64,0.2742269352298719,-100.0,30.000000000000004,-21.000000000000004,9.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,-3.0,0.0
1439,WDC,Bull Put Ladder,126.69,383.0,6589.032635211038,462.5778022732961,35.29,64.64,0.2738782522148569,-107.99999999999999,28.000000000000004,-21.000000000000004,9.0,-3.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,-2.0,0.0
973,WDC,Bull Put Ladder,114.35,364.0,6508.032635211038,417.5778022732984,35.29,64.64,0.27384118451095163,-99.00000000000003,26.0,-21.000000000000004,9.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,-1.0,0.0,0.0,0.0
1887,WDC,Bull Put Ladder,41.49,100.0,2174.0108784036793,151.7889011366492,35.29,64.64,0.2733401433787856,-31.999999999999996,10.0,-7.000000000000001,3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.0,0.0
1910,WDC,Bull Put Ladder,124.46,299.9999999999999,6522.032635211038,455.3667034099475,35.29,64.64,0.2733181830555448,-96.00000000000004,30.000000000000004,-21.000000000000004,9.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,-3.0,0.0
1897,WDC,Bull Put Ladder,82.97,200.0,4348.0217568073585,303.5778022732984,35.29,64.64,0.2733072028939243,-63.99999999999999,20.0,-14.000000000000002,6.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,-2.0,0.0
1617,WDC,Bull Put Ladder,112.92,409.00000000000006,6563.032635211038,414.36670340994766,35.29,64.64,0.2725122435532284,-107.0,27.0,-21.000000000000004,9.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,-2.0,0.0,0.0,0.0
1760,WDC,Bull Put Ladder,81.68,260.0,4388.0217568073585,299.78890113664806,35.29,64.64,0.2724583855183121,-72.00000000000001,19.0,-14.000000000000002,6.0,-1.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,-1.0,0.0
1985,WDC,Bull Put Ladder,129.23,269.0000000000001,6503.032635211038,474.3667034099477,35.29,64.64,0.27242637198403746,-93.00000000000001,29.999999999999993,-21.000000000000004,9.0,-3.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,-3.0,0.0
1589,WDC,Bull Put Ladder,117.14,431.0,6591.032635211038,431.0,35.29,64.64,0.27178654292343385,-112.00000000000001,27.0,-21.000000000000004,9.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,-2.0,0.0,0.0,0.0,0.0
