,Underlying,Name,Expected PnL,Cost of Strategy,Max_Profit,Max_Loss,Prob of Profit,Prob of Loss,Exp_Pnl/Max_Loss,Strategy_Delta,Strategy_Gamma,Strategy_Theta,Strategy_Vega,Strategy_Rho,C_95.0,C_96.0,C_97.0,C_97.5,C_98.0,C_98.5,C_99.0,C_99.5,C_100.0,C_101.0,P_95.0,P_96.0,P_97.0,P_97.5,P_98.0,P_98.5,P_99.0,P_99.5,P_100.0,P_101.0
21,NKE,Bull Call Spread,-11.37,77.0,73.0,77.0,49.66,50.32,-0.14766233766233766,10.999999999999998,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,NKE,Bull Call Spread,-18.66,118.0,82.0,118.0,49.66,50.32,-0.158135593220339,13.999999999999996,-1.0000000000000009,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,NKE,Bull Call Spread,-14.7,89.0,111.0,89.0,33.49,66.49,-0.1651685393258427,13.0,1.0000000000000009,-0.9999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,NKE,Bull Call Spread,-16.49,91.0,59.0,91.0,49.66,50.32,-0.1812087912087912,10.000000000000004,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,NKE,Bull Call Spread,-18.49,93.00000000000003,56.99999999999997,93.00000000000003,49.66,50.32,-0.1988172043010752,9.999999999999998,-1.0000000000000009,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,NKE,Bull Call Spread,-12.33,62.0,38.0,62.0,49.66,50.32,-0.1988709677419355,7.000000000000001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,NKE,Bull Call Spread,-18.62,84.99999999999994,15.000000000000057,84.99999999999994,66.36,33.62,-0.21905882352941192,4.999999999999993,0.0,0.0,-1.0000000000000009,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,NKE,Bull Call Spread,-16.33,66.00000000000003,33.99999999999997,66.00000000000003,49.66,50.32,-0.2474242424242423,6.000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,NKE,Bull Call Spread,-16.75,67.0,83.0,67.0,33.49,66.49,-0.25,9.999999999999998,1.0000000000000009,-0.9999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,NKE,Bull Call Spread,-14.2,55.0,45.0,55.0,33.49,66.49,-0.2581818181818182,7.000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,NKE,Bull Call Spread,-18.33,68.00000000000003,31.99999999999997,68.00000000000003,49.66,50.32,-0.26955882352941163,6.999999999999995,-1.0000000000000009,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,NKE,Bull Call Spread,-14.5,48.0,52.0,48.0,33.49,66.49,-0.3020833333333333,6.0,1.0000000000000009,-0.9999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,NKE,Bull Call Spread,-11.16,36.0,14.0,36.0,49.66,50.32,-0.31,3.9999999999999982,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,NKE,Bull Call Spread,-10.95,35.0,15.0,35.0,49.66,50.32,-0.31285714285714283,3.0000000000000027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,NKE,Bull Call Spread,-12.16,37.00000000000003,12.999999999999972,37.00000000000003,49.66,50.32,-0.3286486486486484,3.0000000000000027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,NKE,Bull Call Spread,-16.16,41.00000000000003,8.999999999999972,41.00000000000003,49.66,50.32,-0.3941463414634144,3.0000000000000027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,NKE,Bull Call Spread,-17.16,42.0,8.0,42.0,49.66,50.32,-0.4085714285714286,3.9999999999999925,-1.0000000000000009,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,NKE,Bull Call Spread,-16.25,33.0,17.0,33.0,33.49,66.49,-0.49242424242424243,3.9999999999999982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,NKE,Bear Call Spread,1.0,-134.0,134.0,116.0,50.32,49.66,0.008620689655172414,-16.000000000000004,1.0000000000000009,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,NKE,Bear Call Spread,0.87,-233.0,233.0,267.0,50.32,49.66,0.003258426966292135,-33.0,0.0,0.9999999999999996,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,NKE,Bear Call Spread,-0.5,-298.00000000000006,298.00000000000006,301.99999999999994,50.32,49.66,-0.001655629139072848,-37.99999999999999,0.0,0.9999999999999996,1.0000000000000009,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,NKE,Bear Call Spread,-0.17,-108.0,108.0,92.0,50.32,49.66,-0.001847826086956522,-13.0,1.0000000000000009,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,NKE,Bear Call Spread,-0.37,-199.00000000000006,199.00000000000006,150.99999999999994,50.32,49.66,-0.0024503311258278157,-20.999999999999996,1.0000000000000009,0.0,1.0000000000000009,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,NKE,Bear Call Spread,-1.63,-197.0,197.0,203.0,50.32,49.66,-0.008029556650246305,-27.0,1.0000000000000009,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,NKE,Bear Call Spread,-1.54,-173.00000000000006,173.00000000000006,126.99999999999994,50.32,49.66,-0.01212598425196851,-17.999999999999993,1.0000000000000009,0.0,1.0000000000000009,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,NKE,Bear Call Spread,-3.0,-262.00000000000006,262.00000000000006,237.99999999999994,50.32,49.66,-0.012605042016806726,-31.999999999999996,1.0000000000000009,0.0,1.0000000000000009,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,NKE,Bear Call Spread,-1.84,-156.0,156.0,144.0,50.32,49.66,-0.012777777777777779,-20.0,1.0000000000000009,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,NKE,Bear Call Spread,-3.21,-221.00000000000006,221.00000000000006,178.99999999999994,50.32,49.66,-0.017932960893854755,-24.999999999999993,1.0000000000000009,0.0,1.0000000000000009,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,NKE,Bear Call Spread,-4.63,-169.0,169.0,231.0,50.32,49.66,-0.020043290043290043,-26.999999999999996,0.0,0.9999999999999996,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,NKE,Bear Call Spread,-3.88,-178.0,178.0,172.0,50.32,49.66,-0.022558139534883722,-23.000000000000004,1.0000000000000009,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,NKE,Bear Call Spread,-5.25,-243.00000000000006,243.00000000000006,206.99999999999994,50.32,49.66,-0.02536231884057972,-27.999999999999996,1.0000000000000009,0.0,1.0000000000000009,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,NKE,Bear Call Spread,-7.13,-133.0,133.0,167.0,50.32,49.66,-0.042694610778443116,-20.999999999999996,1.0000000000000009,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,NKE,Bear Call Spread,-9.79,-139.0,139.0,211.0,50.32,49.66,-0.04639810426540284,-23.000000000000004,-1.0000000000000009,0.9999999999999996,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,NKE,Bear Call Spread,-5.7,-144.00000000000006,144.00000000000006,105.99999999999994,33.62,66.36,-0.05377358490566041,-14.999999999999991,1.0000000000000009,0.0,1.0000000000000009,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,NKE,Bear Call Spread,-4.5,-70.0,70.0,80.0,50.32,49.66,-0.05625,-9.999999999999998,1.0000000000000009,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,NKE,Bear Call Spread,-10.96,-112.99999999999997,112.99999999999997,187.00000000000003,50.32,49.66,-0.05860962566844919,-20.0,-1.0000000000000009,0.9999999999999996,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,NKE,Bear Call Spread,-4.33,-79.0,79.0,71.0,50.32,49.66,-0.060985915492957746,-9.999999999999998,1.0000000000000009,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,NKE,Bear Call Spread,-7.34,-92.0,92.0,108.0,50.32,49.66,-0.06796296296296296,-13.999999999999996,1.0000000000000009,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,NKE,Bear Call Spread,-11.13,-87.99999999999997,87.99999999999997,162.00000000000003,50.32,49.66,-0.0687037037037037,-17.0,-1.0000000000000009,0.9999999999999996,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,NKE,Bear Call Spread,-9.38,-114.0,114.0,136.0,50.32,49.66,-0.06897058823529412,-17.0,1.0000000000000009,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,NKE,Bear Call Spread,-8.24,-42.0,42.0,108.0,66.49,33.49,-0.07629629629629629,-9.999999999999998,-1.0000000000000009,0.9999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,NKE,Bear Call Spread,-11.29,-63.0,63.0,137.0,66.49,33.49,-0.08240875912408759,-13.0,-1.0000000000000009,0.9999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,NKE,Bear Call Spread,-12.3,-103.0,103.0,147.0,50.32,49.66,-0.0836734693877551,-17.000000000000004,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,NKE,Bear Call Spread,-7.87,-117.00000000000006,117.00000000000006,82.99999999999994,33.62,66.36,-0.0948192771084338,-10.999999999999998,0.0,0.0,1.0000000000000009,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,NKE,Bear Call Spread,-5.67,-44.0,44.0,56.0,50.32,49.66,-0.10124999999999999,-6.999999999999995,1.0000000000000009,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,NKE,Bear Call Spread,-13.46,-76.99999999999997,76.99999999999997,123.00000000000003,50.32,49.66,-0.10943089430894307,-14.000000000000002,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,NKE,Bear Call Spread,-14.55,-84.0,84.0,116.0,50.32,49.66,-0.12543103448275864,-13.000000000000005,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,NKE,Bear Call Spread,-6.5,-52.0,52.0,48.0,33.62,66.36,-0.13541666666666666,-6.000000000000005,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,NKE,Bear Call Spread,-13.63,-51.99999999999997,51.99999999999997,98.00000000000003,50.32,49.66,-0.1390816326530612,-10.999999999999998,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,NKE,Bear Call Spread,-12.5,-62.0,62.0,88.0,50.32,49.66,-0.14204545454545456,-10.000000000000004,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,NKE,Bear Call Spread,-11.49,-22.0,22.0,78.0,66.49,33.49,-0.1473076923076923,-6.0,-1.0000000000000009,0.9999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,NKE,Bear Call Spread,-9.67,-40.0,40.0,60.0,50.32,49.66,-0.16116666666666665,-6.000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,NKE,Bear Call Spread,-15.71,-57.99999999999997,57.99999999999997,92.00000000000003,50.32,49.66,-0.17076086956521735,-10.000000000000004,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,NKE,Bear Call Spread,-13.79,-27.0,27.0,73.0,50.32,49.66,-0.18890410958904108,-7.000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,NKE,Bear Call Spread,-13.67,-35.99999999999997,35.99999999999997,64.00000000000003,50.32,49.66,-0.21359374999999992,-7.000000000000001,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,NKE,Bear Call Spread,-15.88,-32.99999999999997,32.99999999999997,67.00000000000003,50.32,49.66,-0.23701492537313423,-7.000000000000001,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,NKE,Bear Call Spread,-10.75,-6.0,6.0,44.0,66.49,33.49,-0.24431818181818182,-3.9999999999999982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,NKE,Bear Call Spread,-9.83,-15.0,15.0,35.0,50.32,49.66,-0.28085714285714286,-3.9999999999999925,1.0000000000000009,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,NKE,Bear Call Spread,-10.83,-13.999999999999972,13.999999999999972,36.00000000000003,50.32,49.66,-0.3008333333333331,-3.0000000000000027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,NKE,Bear Call Spread,-10.83,-14.0,14.0,36.0,50.32,49.66,-0.30083333333333334,-3.0000000000000027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,NKE,Bear Call Spread,-16.37,-50.00000000000006,50.00000000000006,49.99999999999994,33.62,66.36,-0.3274000000000004,-4.999999999999993,0.0,0.0,1.0000000000000009,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,NKE,Bear Call Spread,-13.83,-10.999999999999972,10.999999999999972,39.00000000000003,50.32,49.66,-0.35461538461538433,-3.9999999999999982,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,NKE,Bear Call Spread,-16.04,-8.0,8.0,42.0,50.32,49.66,-0.38190476190476186,-3.0000000000000027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,NKE,Bull Put Spread,-19.2,-181.99999999999997,181.99999999999997,168.00000000000003,49.66,50.32,-0.11428571428571427,22.000000000000004,1.0000000000000009,-0.9999999999999996,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0
12,NKE,Bull Put Spread,-18.03,-158.0,158.0,142.0,49.66,50.32,-0.1269718309859155,19.000000000000007,1.0000000000000009,-0.9999999999999996,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0
6,NKE,Bull Put Spread,-14.45,-86.99999999999997,86.99999999999997,113.00000000000003,49.66,50.32,-0.12787610619469023,13.999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0
3,NKE,Bull Put Spread,-18.61,-108.0,108.0,142.0,49.66,50.32,-0.13105633802816902,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
7,NKE,Bull Put Spread,-17.7,-116.99999999999997,116.99999999999997,133.00000000000003,49.66,50.32,-0.13308270676691725,17.0,0.0,-0.9999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0
16,NKE,Bull Put Spread,-16.87,-134.0,134.0,116.0,33.49,66.49,-0.14543103448275863,15.000000000000002,1.0000000000000009,-0.9999999999999996,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0
10,NKE,Bull Put Spread,-13.28,-63.0,63.0,87.0,49.66,50.32,-0.15264367816091953,10.999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0
11,NKE,Bull Put Spread,-16.53,-93.0,93.0,107.0,49.66,50.32,-0.15448598130841124,14.000000000000002,0.0,-0.9999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0
