,C_1000000.0,C_34.0,C_35.0,C_35.5,C_36.0,C_40.0,C_40.5,C_41.0,C_41.5,C_42.0,C_42.5,C_43.0,C_43.5,C_44.0,C_44.5,Cost of Strategy,Exp_Pnl/Max_Loss,Expected PnL,Max_Loss,Max_Profit,Name,P_-1000000.0,P_34.0,P_35.0,P_35.5,P_36.0,P_37.0,P_37.5,P_40.5,P_41.0,P_41.5,P_42.0,P_42.5,P_43.0,P_43.5,P_44.0,P_44.5,Prob of Loss,Prob of Profit,Strategy_Delta,Strategy_Gamma,Strategy_Rho,Strategy_Theta,Strategy_Vega,Underlying
33,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.99999999999999,0.09192513368983958,17.19,187.0,2087.0108784036793,Bull Put Ladder,0.0,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,64.64,35.29,-23.000000000000004,8.0,-1.0,-8.000000000000002,3.0,WDC
44,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.00000000000003,0.09168888888888888,20.63,225.00000000000003,2099.0108784036793,Bull Put Ladder,0.0,,,,,,,0.0,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,64.64,35.29,-21.999999999999996,7.999999999999999,-1.0,-7.000000000000001,3.0,WDC
29,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.999999999999986,0.09076555023923444,18.97,209.0,2065.0108784036793,Bull Put Ladder,0.0,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,80.05,19.88,-19.000000000000007,8.0,-1.0,-8.000000000000002,3.0,WDC
15,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.08860911138335725,16.5,186.2110988633508,2086.0108784036793,Bull Put Ladder,0.0,,,,,,,1.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,64.64,35.29,-23.999999999999993,7.000000000000001,-1.0,-7.000000000000001,3.0,WDC
54,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.99999999999997,0.08750000000000002,17.85,203.99999999999997,2120.0108784036793,Bull Put Ladder,0.0,,,,,,,0.0,1.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,64.64,35.29,-26.0,8.0,-1.0,-8.000000000000002,3.0,WDC
17,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.00000000000003,0.08709397635038144,20.05,230.21109886335083,2042.0108784036793,Bull Put Ladder,0.0,,,,,,,1.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,80.05,19.88,-14.999999999999991,7.000000000000001,-1.0,-7.000000000000001,3.0,WDC
50,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.99999999999997,0.08685840707964602,19.63,225.99999999999997,2098.0108784036793,Bull Put Ladder,0.0,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,64.64,35.29,-22.000000000000004,8.0,-1.0,-8.000000000000002,3.0,WDC
24,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.99999999999997,0.04460580912863071,10.75,240.99999999999997,2033.0108784036793,Bull Put Ladder,0.0,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,80.05,19.88,-14.000000000000002,7.999999999999999,-1.0,-8.000000000000002,3.0,WDC
45,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.99999999999997,0.044224806201550386,11.41,258.0,2066.0108784036793,Bull Put Ladder,0.0,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,80.05,19.88,-17.000000000000004,7.999999999999999,-1.0,-8.000000000000002,3.0,WDC
18,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.999999999999972,0.04118367366274215,10.84,263.2110988633508,2009.0108784036793,Bull Put Ladder,0.0,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,80.05,19.88,-9.999999999999998,7.000000000000001,-1.0,-8.000000000000002,3.0,WDC
14,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,0.03308102100616829,5.73,173.2110988633508,2099.0108784036793,Bull Put Ladder,0.0,,,,,,,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,64.64,35.29,-28.999999999999996,7.000000000000001,-1.0,-7.000000000000001,3.0,WDC
6,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134.0,-0.09689655172413793,-11.24,116.0,134.0,Bull Put Ladder,1.0,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,52.41,47.52,22.000000000000004,0.9999999999999996,0.0,-1.0000000000000009,0.0,WDC
1,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-178.0,-0.11261627906976744,-19.37,172.0,178.0,Bull Put Ladder,1.0,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,52.41,47.52,31.000000000000007,0.0,0.0,-1.0000000000000009,0.0,WDC
5,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99.0,-0.1202970297029703,-12.15,101.0,99.0,Bull Put Ladder,1.0,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,52.41,47.52,17.0,0.9999999999999996,0.0,0.0,0.0,WDC
2,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-152.0,-0.1314864864864865,-19.46,148.0,152.0,Bull Put Ladder,1.0,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,52.41,47.52,27.0,0.9999999999999996,0.0,-1.0000000000000009,0.0,WDC
8,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-106.0,-0.13851063829787233,-13.02,94.0,106.0,Bull Put Ladder,1.0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,52.41,47.52,18.000000000000004,0.9999999999999996,0.0,-1.0000000000000009,0.0,WDC
10,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-80.99999999999997,-0.17086956521739122,-11.79,69.00000000000003,80.99999999999997,Bull Put Ladder,1.0,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,68.14,31.79,13.0,0.9999999999999996,0.0,-1.0000000000000009,0.0,WDC
7,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-71.0,-0.17620253164556962,-13.92,79.0,71.0,Bull Put Ladder,1.0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,52.41,47.52,13.0,0.9999999999999996,0.0,0.0,0.0,WDC
9,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.99999999999997,-0.23518518518518505,-12.7,54.00000000000003,45.99999999999997,Bull Put Ladder,1.0,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,52.41,47.52,7.9999999999999964,0.9999999999999996,0.0,0.0,0.0,WDC
4,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.99999999999997,-0.2792424242424241,-18.43,66.00000000000003,33.99999999999997,Bull Put Ladder,1.0,,,,,,,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,52.41,47.52,9.000000000000002,0.0,0.0,0.0,0.0,WDC
0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.9999999999999716,-0.29673913043478245,-13.65,46.00000000000003,3.9999999999999716,Bull Put Ladder,1.0,,,,,,,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.29,64.64,2.9999999999999973,0.0,0.0,0.0,0.0,WDC
12,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-51.0,-0.3177551020408163,-15.57,49.0,51.0,Bull Put Ladder,1.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,68.14,31.79,8.000000000000007,0.9999999999999996,0.0,0.0,0.0,WDC
3,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.0,-0.33916666666666667,-12.21,36.0,14.0,Bull Put Ladder,1.0,,,,,,,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,52.41,47.52,3.9999999999999982,0.0,0.0,0.0,0.0,WDC
11,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.0,-0.4844117647058823,-16.47,34.0,16.0,Bull Put Ladder,1.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,68.14,31.79,3.0000000000000027,0.9999999999999996,0.0,1.0000000000000009,0.0,WDC
13,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.0,-0.4864516129032258,-15.08,31.0,19.0,Bull Put Ladder,1.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,68.14,31.79,5.000000000000004,0.0,0.0,-1.0000000000000009,0.0,WDC
54,,,,,,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,149.00000000000003,0.2871564131948962,43.3,150.78890113664923,2187.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.14,31.79,42.0,9.0,1.0,-7.000000000000001,3.0,WDC
94,,,,,,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,97.00000000000001,0.26129251700680267,38.41,147.0,2089.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.14,31.79,29.000000000000004,9.0,0.0,-7.000000000000001,3.0,WDC
31,,,,,,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,136.0,0.25827956989247314,48.04,186.0,2200.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.14,31.79,42.0,9.0,1.0,-7.000000000000001,3.0,WDC
61,,,,,,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,97.0,0.25558263745593285,47.74,186.78890113664804,2139.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.14,31.79,34.0,8.999999999999998,1.0,-7.000000000000001,3.0,WDC
34,,,,,,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,91.00000000000001,0.2542553191489362,35.85,141.0,2095.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.14,31.79,30.0,8.0,0.0,-7.000000000000001,3.0,WDC
93,,,,,,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,0.0,111.0,0.25043478260869567,40.32,161.0,2125.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.14,31.79,33.0,9.0,1.0,-7.000000000000001,3.0,WDC
36,,,,,,0.0,-1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,118.00000000000003,0.2471304055748015,41.96,169.78890113664923,2168.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.14,31.79,37.99999999999999,9.0,1.0,-7.000000000000001,3.0,WDC
33,,,,,,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,105.0,0.2435483870967742,37.75,155.0,2131.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.14,31.79,34.0,8.0,1.0,-7.000000000000001,3.0,WDC
67,,,,,,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,13.000000000000014,0.23830985915492958,50.76,213.0,2023.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.49,19.44,17.000000000000004,9.0,0.0,-7.000000000000001,3.0,WDC
101,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,113.00000000000001,0.23277123785583415,28.68,123.21109886335198,2073.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.14,31.79,29.000000000000004,8.0,0.0,-7.000000000000001,3.0,WDC
66,,,,,,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,27.0,0.23202643171806167,52.67,227.0,2059.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.49,19.44,21.000000000000004,9.0,1.0,-7.000000000000001,3.0,WDC
72,,,,,,0.0,0.0,0.0,-1.0,0.0,1.0,1.0,0.0,0.0,0.0,130.0,0.22869574948688298,38.83,169.78890113664804,2156.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.14,31.79,38.0,8.999999999999998,1.0,-7.000000000000001,3.0,WDC
43,,,,,,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,66.0,0.22547377309327996,46.4,205.78890113664804,2120.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.14,31.79,29.999999999999993,8.999999999999998,1.0,-7.000000000000001,3.0,WDC
82,,,,,,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,0.0,0.0,0.0,158.0,0.2190506329113924,34.61,158.0,2178.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.14,31.79,42.0,10.0,1.0,-6.000000000000001,3.0,WDC
3,,,,,,-1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,142.0,0.21895833333333334,42.04,192.0,2194.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.14,31.79,45.0,11.0,1.0,-6.000000000000001,3.0,WDC
88,,,,,,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,1.0,74.00000000000001,0.21626436781609196,37.63,174.0,2062.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.49,19.44,25.0,10.0,0.0,-6.000000000000001,3.0,WDC
9,,,,,,-1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,107.0,0.21589371980676328,44.69,207.0,2179.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.14,31.79,41.0,11.0,1.0,-6.000000000000001,3.0,WDC
78,,,,,,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,46.000000000000014,0.2135204081632653,41.85,196.0,2040.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.49,19.44,21.000000000000007,9.0,0.0,-7.000000000000001,3.0,WDC
49,,,,,,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-17.999999999999986,0.21301724137931036,49.42,232.0,2004.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.2,54.73,13.0,9.0,0.0,-7.000000000000001,3.0,WDC
87,,,,,,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,88.0,0.2103191489361702,39.54,188.0,2098.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.14,31.79,28.999999999999996,10.0,1.0,-6.000000000000001,3.0,WDC
48,,,,,,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-4.0,0.2086178861788618,51.32,246.0,2040.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.2,54.73,17.0,9.0,1.0,-7.000000000000001,3.0,WDC
77,,,,,,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,1.0,0.0,60.0,0.20838095238095236,43.76,210.0,2076.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.14,31.79,25.000000000000007,9.0,1.0,-7.000000000000001,3.0,WDC
6,,,,,,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,97.00000000000001,0.20306122448979594,29.85,147.0,2089.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.14,31.79,33.0,10.0,0.0,-6.000000000000001,3.0,WDC
14,,,,,,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,89.00000000000003,0.20237026247321513,38.61,190.78890113664923,2147.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.14,31.79,36.99999999999999,11.0,1.0,-6.000000000000001,3.0,WDC
57,,,,,,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,104.00000000000004,0.20201298701298692,31.11,154.00000000000006,2082.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.14,31.79,30.0,8.0,0.0,-7.000000000000001,3.0,WDC
12,,,,,,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,62.000000000000014,0.200679012345679,32.51,162.0,2074.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.14,31.79,28.999999999999996,10.0,0.0,-6.000000000000001,3.0,WDC
5,,,,,,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,111.0,0.19726708074534163,31.76,161.0,2125.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.14,31.79,37.0,10.0,1.0,-6.000000000000001,3.0,WDC
56,,,,,,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,118.00000000000003,0.19648809523809518,33.01,168.00000000000003,2118.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.14,31.79,34.0,8.0,1.0,-7.000000000000001,3.0,WDC
11,,,,,,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,76.0,0.19551136363636362,34.41,176.0,2110.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.14,31.79,32.99999999999999,10.0,1.0,-6.000000000000001,3.0,WDC
100,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,1.0,89.00000000000001,0.19368532381405965,28.9,149.211098863352,2047.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.49,19.44,26.0,7.000000000000001,0.0,-7.000000000000001,3.0,WDC
19,,,,,,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,37.0,0.18986819806519054,43.06,226.78890113664804,2099.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.14,31.79,28.999999999999993,10.999999999999998,1.0,-6.000000000000001,3.0,WDC
25,,,,,,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-46.999999999999986,0.18213438735177864,46.08,253.0,1983.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.2,54.73,12.0,11.0,0.0,-6.000000000000001,3.0,WDC
24,,,,,,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-33.0,0.17970037453183518,47.98,267.0,2019.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.2,54.73,15.999999999999998,11.0,1.0,-6.000000000000001,3.0,WDC
64,,,,,,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,52.000000000000014,0.17599009900990098,35.55,202.0,2034.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.49,19.44,22.000000000000004,8.0,0.0,-7.000000000000001,3.0,WDC
63,,,,,,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,66.0,0.17342592592592593,37.46,216.0,2070.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.14,31.79,26.0,8.0,1.0,-7.000000000000001,3.0,WDC
39,,,,,,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,73.00000000000004,0.17208092485549126,29.77,173.00000000000006,2063.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.49,19.44,25.999999999999996,8.0,0.0,-7.000000000000001,3.0,WDC
38,,,,,,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,87.00000000000003,0.16935828877005346,31.67,187.00000000000003,2099.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.14,31.79,29.999999999999993,8.0,1.0,-7.000000000000001,3.0,WDC
70,,,,,,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-17.999999999999986,0.16712694087911129,40.48,242.21109886335194,1954.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.08,71.85,9.000000000000002,8.0,0.0,-7.000000000000001,3.0,WDC
97,,,,,,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,66.00000000000001,0.1596380715031703,28.13,176.211098863352,2020.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.49,19.44,21.000000000000004,8.0,0.0,-7.000000000000001,3.0,WDC
46,,,,,,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,21.000000000000014,0.15479638009049773,34.21,221.0,2015.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.49,19.44,18.0,8.0,0.0,-7.000000000000001,3.0,WDC
45,,,,,,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,35.0,0.1536595744680851,36.11,235.0,2051.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.49,19.44,21.999999999999996,8.0,1.0,-7.000000000000001,3.0,WDC
52,,,,,,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-48.999999999999986,0.1498404936479189,39.14,261.21109886335194,1935.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.2,54.73,4.999999999999999,8.0,0.0,-7.000000000000001,3.0,WDC
53,,,,,,0.0,0.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,188.00000000000003,0.14800654744175487,28.09,189.78890113664923,2198.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.14,31.79,47.0,8.0,1.0,-7.000000000000001,3.0,WDC
30,,,,,,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,175.0,0.14586666666666667,32.82,225.0,2211.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.14,31.79,47.0,8.0,1.0,-7.000000000000001,3.0,WDC
75,,,,,,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,1.0,85.00000000000001,0.14400000000000002,26.64,185.0,2051.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.49,19.44,26.000000000000007,8.0,0.0,-7.000000000000001,3.0,WDC
74,,,,,,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,1.0,0.0,99.0,0.1434673366834171,28.55,199.0,2087.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.14,31.79,30.000000000000004,8.0,1.0,-7.000000000000001,3.0,WDC
81,,,,,,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,15.000000000000014,0.14017959221075185,31.57,225.211098863352,1971.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.49,19.44,13.000000000000005,8.0,0.0,-7.000000000000001,3.0,WDC
85,,,,,,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,113.00000000000001,0.13754601226993865,22.42,163.0,2073.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.14,31.79,30.0,9.0,0.0,-6.000000000000001,3.0,WDC
84,,,,,,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,127.0,0.13745762711864407,24.33,177.0,2109.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.14,31.79,34.0,9.0,1.0,-6.000000000000001,3.0,WDC
17,,,,,,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,44.00000000000004,0.13623711340206182,26.43,194.00000000000006,2042.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.49,19.44,24.999999999999993,10.0,0.0,-6.000000000000001,3.0,WDC
16,,,,,,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,58.00000000000003,0.13620192307692305,28.33,208.00000000000003,2078.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.14,31.79,28.999999999999993,10.0,1.0,-6.000000000000001,3.0,WDC
