,C_1000000.0,C_34.0,C_35.0,C_35.5,C_36.0,C_40.0,C_40.5,C_41.0,C_41.5,C_42.0,C_42.5,C_43.0,C_43.5,C_44.0,C_44.5,Cost of Strategy,Exp_Pnl/Max_Loss,Expected PnL,Max_Loss,Max_Profit,Name,P_-1000000.0,P_34.0,P_35.0,P_35.5,P_36.0,P_37.0,P_37.5,P_40.5,P_41.0,P_41.5,P_42.0,P_42.5,P_43.0,P_43.5,P_44.0,P_44.5,Prob of Loss,Prob of Profit,Strategy_Delta,Strategy_Gamma,Strategy_Rho,Strategy_Theta,Strategy_Vega,Underlying
24,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.00000000000003,-0.3274358974358972,-12.77,39.00000000000003,10.999999999999972,Bear Put Spread,0.0,,,,,,,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,47.52,52.41,-5.000000000000004,0.0,0.0,0.0,0.0,WDC
17,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.000000000000014,-0.335128205128205,-13.07,39.000000000000014,10.999999999999986,Bear Put Spread,0.0,,,,,,,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,47.52,52.41,-4.0000000000000036,0.9999999999999996,0.0,0.0,0.0,WDC
80,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.2733401433787856,41.49,151.7889011366492,2174.0108784036793,Bull Put Ladder,0.0,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.0,0.0,64.64,35.29,-31.999999999999996,10.0,-1.0,-7.000000000000001,3.0,WDC
83,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,0.2591800764821142,42.71,164.78890113664804,2199.0108784036793,Bull Put Ladder,0.0,,,,,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,64.64,35.29,-37.0,10.0,-1.0,-7.000000000000001,3.0,WDC
81,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.2541536020149813,42.39,166.7889011366492,2159.0108784036793,Bull Put Ladder,0.0,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.0,64.64,35.29,-26.99999999999999,10.0,-1.0,-8.000000000000002,3.0,WDC
63,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,0.24845708516503395,34.98,140.7889011366492,2185.0108784036793,Bull Put Ladder,0.0,,,,,,,0.0,0.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,64.64,35.29,-36.00000000000001,9.0,-1.0,-7.000000000000001,3.0,WDC
84,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.24256224786008534,43.61,179.78890113664804,2184.0108784036793,Bull Put Ladder,0.0,,,,,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,64.64,35.29,-31.999999999999996,10.0,-1.0,-8.000000000000002,3.0,WDC
27,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.00000000000001,0.2356164383561644,34.4,146.0,2128.0108784036793,Bull Put Ladder,0.0,,,,,,,1.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,64.64,35.29,-29.000000000000004,8.0,-1.0,-7.000000000000001,3.0,WDC
41,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.22361702127659575,31.53,141.0,2133.0108784036793,Bull Put Ladder,0.0,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,64.64,35.29,-27.999999999999993,8.0,-1.0,-8.000000000000002,3.0,WDC
73,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.21720661679193115,34.49,158.7889011366492,2167.0108784036793,Bull Put Ladder,0.0,,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.0,0.0,64.64,35.29,-32.00000000000001,10.0,-1.0,-7.000000000000001,3.0,WDC
48,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,0.2150920245398773,35.06,163.0,2161.0108784036793,Bull Put Ladder,0.0,,,,,,,0.0,1.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,64.64,35.29,-32.0,8.0,-1.0,-7.000000000000001,3.0,WDC
78,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.00000000000003,0.21333333333333332,35.2,165.00000000000003,2209.0108784036793,Bull Put Ladder,0.0,,,,,,,0.0,0.0,0.0,1.0,1.0,-1.0,0.0,0.0,0.0,64.64,35.29,-39.99999999999999,9.0,-1.0,-7.000000000000001,3.0,WDC
89,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,0.21230475280830077,40.93,192.78890113664804,2221.0108784036793,Bull Put Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.0,0.0,64.64,35.29,-41.0,10.0,-1.0,-7.000000000000001,3.0,WDC
39,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.20930555555555555,30.14,144.0,2130.0108784036793,Bull Put Ladder,0.0,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,64.64,35.29,-29.999999999999993,8.999999999999998,-1.0,-6.0,3.0,WDC
37,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.00000000000006,0.20682926829268286,33.92,164.00000000000006,2110.0108784036793,Bull Put Ladder,0.0,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,64.64,35.29,-25.00000000000001,8.999999999999998,-1.0,-7.000000000000001,3.0,WDC
62,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.20373417721518985,32.19,158.0,2166.0108784036793,Bull Put Ladder,0.0,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,64.64,35.29,-30.999999999999993,8.0,-1.0,-8.000000000000002,3.0,WDC
74,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.2036954015387046,35.4,173.7889011366492,2152.0108784036793,Bull Put Ladder,0.0,,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0,64.64,35.29,-27.0,10.0,-1.0,-8.000000000000002,3.0,WDC
90,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,0.20135820426946097,41.84,207.78890113664804,2206.0108784036793,Bull Put Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.0,64.64,35.29,-36.0,10.0,-1.0,-8.000000000000002,3.0,WDC
85,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,0.19985738290442884,38.93,194.78890113664804,2219.0108784036793,Bull Put Ladder,0.0,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.0,0.0,64.64,35.29,-42.00000000000001,10.0,-1.0,-6.0,3.0,WDC
87,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,0.19960396039603961,40.32,202.0,2222.0108784036793,Bull Put Ladder,0.0,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,64.64,35.29,-40.0,8.999999999999998,-1.0,-8.000000000000002,3.0,WDC
40,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.19528301886792454,31.05,159.0,2115.0108784036793,Bull Put Ladder,0.0,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,64.64,35.29,-24.99999999999999,8.999999999999998,-1.0,-7.000000000000001,3.0,WDC
38,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.000000000000057,0.19452513966480442,34.82,179.00000000000006,2095.0108784036793,Bull Put Ladder,0.0,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,64.64,35.29,-20.000000000000007,8.999999999999998,-1.0,-8.000000000000002,3.0,WDC
60,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.19130434782608696,30.8,161.0,2163.0108784036793,Bull Put Ladder,0.0,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,64.64,35.29,-32.99999999999999,8.999999999999998,-1.0,-6.0,3.0,WDC
58,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.19099447513812154,34.57,181.0,2143.0108784036793,Bull Put Ladder,0.0,,,,,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,64.64,35.29,-28.000000000000004,8.999999999999998,-1.0,-7.000000000000001,3.0,WDC
86,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.18990518461245876,39.84,209.78890113664804,2204.0108784036793,Bull Put Ladder,0.0,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.0,64.64,35.29,-37.0,10.0,-1.0,-7.000000000000001,3.0,WDC
68,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.00000000000003,0.1813307296034218,26.98,148.78890113664923,2177.0108784036793,Bull Put Ladder,0.0,,,,,,,0.0,0.0,1.0,0.0,1.0,-1.0,0.0,0.0,0.0,64.64,35.29,-35.0,9.0,-1.0,-7.000000000000001,3.0,WDC
70,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.1810229006987934,33.27,183.7889011366492,2142.0108784036793,Bull Put Ladder,0.0,,,,,,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,0.0,64.64,35.29,-27.0,10.0,-1.0,-7.000000000000001,3.0,WDC
59,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.18102040816326528,35.48,196.0,2128.0108784036793,Bull Put Ladder,0.0,,,,,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,64.64,35.29,-23.0,8.999999999999998,-1.0,-8.000000000000002,3.0,WDC
61,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.18011363636363636,31.7,176.0,2148.0108784036793,Bull Put Ladder,0.0,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,64.64,35.29,-27.999999999999993,8.999999999999998,-1.0,-7.000000000000001,3.0,WDC
77,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.17451086956521739,32.11,184.0,2190.0108784036793,Bull Put Ladder,0.0,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,64.64,35.29,-35.0,8.999999999999998,-1.0,-8.000000000000002,3.0,WDC
75,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,0.1737665645438632,30.72,176.78890113664804,2187.0108784036793,Bull Put Ladder,0.0,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,0.0,64.64,35.29,-37.0,10.0,-1.0,-6.0,3.0,WDC
79,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.99999999999997,0.1734440923383169,25.98,149.78890113664917,2176.0108784036793,Bull Put Ladder,0.0,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,-1.0,0.0,0.0,64.64,35.29,-35.0,9.0,-1.0,-8.000000000000002,3.0,WDC
34,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.17301587301587304,32.7,189.0,2085.0108784036793,Bull Put Ladder,0.0,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,64.64,35.29,-20.000000000000007,8.999999999999998,-1.0,-7.000000000000001,3.0,WDC
71,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.17189088427281587,34.17,198.7889011366492,2127.0108784036793,Bull Put Ladder,0.0,,,,,,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.0,64.64,35.29,-21.999999999999996,10.0,-1.0,-8.000000000000002,3.0,WDC
32,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.00000000000004,0.17149350649350642,26.41,154.00000000000006,2120.0108784036793,Bull Put Ladder,0.0,,,,,,,1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,64.64,35.29,-27.999999999999996,8.0,-1.0,-7.000000000000001,3.0,WDC
66,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.1703201669594702,35.05,205.7889011366492,2120.0108784036793,Bull Put Ladder,0.0,,,,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.0,0.0,64.64,35.29,-23.00000000000001,10.0,-1.0,-7.000000000000001,3.0,WDC
64,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.00000000000003,0.1683950175251081,28.76,170.78890113664923,2155.0108784036793,Bull Put Ladder,0.0,,,,,,,0.0,0.0,1.0,1.0,0.0,-1.0,0.0,0.0,0.0,64.64,35.29,-31.0,9.0,-1.0,-7.000000000000001,3.0,WDC
93,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.1676086956521739,38.55,230.0,2244.0108784036793,Bull Put Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.0,64.64,35.29,-43.999999999999986,8.999999999999998,-1.0,-8.000000000000002,3.0,WDC
91,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,0.16679466441287322,37.16,222.78890113664804,2241.0108784036793,Bull Put Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.0,0.0,64.64,35.29,-46.00000000000001,10.0,-1.0,-6.0,3.0,WDC
76,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.16486876880050014,31.62,191.78890113664804,2172.0108784036793,Bull Put Ladder,0.0,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,64.64,35.29,-31.999999999999996,10.0,-1.0,-7.000000000000001,3.0,WDC
35,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.16470588235294117,33.6,204.0,2070.0108784036793,Bull Put Ladder,0.0,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,64.64,35.29,-15.000000000000002,8.999999999999998,-1.0,-8.000000000000002,3.0,WDC
30,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.1633649289099526,34.47,211.0,2063.0108784036793,Bull Put Ladder,0.0,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,80.05,19.88,-16.000000000000004,8.999999999999998,-1.0,-7.000000000000001,3.0,WDC
67,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.16282521365396926,35.95,220.7889011366492,2105.0108784036793,Bull Put Ladder,0.0,,,,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,64.64,35.29,-18.000000000000004,10.0,-1.0,-8.000000000000002,3.0,WDC
55,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.16189320388349515,33.35,206.0,2118.0108784036793,Bull Put Ladder,0.0,,,,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,64.64,35.29,-23.0,8.999999999999998,-1.0,-7.000000000000001,3.0,WDC
28,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.00000000000004,0.1601704545454545,28.19,176.00000000000006,2098.0108784036793,Bull Put Ladder,0.0,,,,,,,1.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,64.64,35.29,-24.0,8.0,-1.0,-7.000000000000001,3.0,WDC
92,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,0.16005793297361848,38.06,237.78890113664804,2226.0108784036793,Bull Put Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,64.64,35.29,-41.0,10.0,-1.0,-7.000000000000001,3.0,WDC
53,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.00000000000003,0.15830409356725145,27.07,171.00000000000003,2153.0108784036793,Bull Put Ladder,0.0,,,,,,,0.0,1.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,64.64,35.29,-30.999999999999993,8.0,-1.0,-7.000000000000001,3.0,WDC
82,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,0.15722543352601157,27.2,173.0,2201.0108784036793,Bull Put Ladder,0.0,,,,,,,0.0,0.0,0.0,1.0,0.0,1.0,-1.0,0.0,0.0,64.64,35.29,-40.00000000000001,9.0,-1.0,-8.000000000000002,3.0,WDC
31,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.0,0.1565486725663717,35.38,226.0,2048.0108784036793,Bull Put Ladder,0.0,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,48.26,51.67,-10.999999999999998,8.999999999999998,-1.0,-8.000000000000002,3.0,WDC
96,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,0.1559607843137255,39.77,255.0,2269.0108784036793,Bull Put Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.0,64.64,35.29,-49.00000000000001,8.999999999999998,-1.0,-8.000000000000002,3.0,WDC
56,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.15502262443438913,34.26,221.0,2103.0108784036793,Bull Put Ladder,0.0,,,,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,64.64,35.29,-17.999999999999993,8.999999999999998,-1.0,-8.000000000000002,3.0,WDC
94,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,0.15488990759450763,38.38,247.78890113664804,2266.0108784036793,Bull Put Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,0.0,64.64,35.29,-50.99999999999999,10.0,-1.0,-6.0,3.0,WDC
51,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.15407894736842107,35.13,228.0,2096.0108784036793,Bull Put Ladder,0.0,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,64.64,35.29,-19.000000000000007,8.999999999999998,-1.0,-7.000000000000001,3.0,WDC
95,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,0.1494735882303291,39.28,262.78890113664806,2251.0108784036793,Bull Put Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.0,64.64,35.29,-45.999999999999986,10.0,-1.0,-7.000000000000001,3.0,WDC
49,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.00000000000003,0.1494300518134715,28.84,193.00000000000003,2131.0108784036793,Bull Put Ladder,0.0,,,,,,,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,64.64,35.29,-26.999999999999996,8.0,-1.0,-7.000000000000001,3.0,WDC
52,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,0.1482716049382716,36.03,243.0,2081.0108784036793,Bull Put Ladder,0.0,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,32.85,67.08,-14.000000000000002,8.999999999999998,-1.0,-8.000000000000002,3.0,WDC
22,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.14713483146067416,26.19,178.0,2096.0108784036793,Bull Put Ladder,0.0,,,,,,,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,64.64,35.29,-24.0,7.999999999999999,-1.0,-7.000000000000001,3.0,WDC
43,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.13764102564102565,26.84,195.0,2129.0108784036793,Bull Put Ladder,0.0,,,,,,,0.0,1.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,64.64,35.29,-27.0,7.999999999999999,-1.0,-7.000000000000001,3.0,WDC
16,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.1312115070000687,26.27,200.2110988633508,2072.0108784036793,Bull Put Ladder,0.0,,,,,,,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,64.64,35.29,-19.999999999999996,7.000000000000001,-1.0,-7.000000000000001,3.0,WDC
88,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,0.12651741293532337,25.43,201.0,2223.0108784036793,Bull Put Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,0.0,0.0,64.64,35.29,-44.00000000000001,9.0,-1.0,-8.000000000000002,3.0,WDC
97,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,0.12628070175438597,35.99,285.0,2289.0108784036793,Bull Put Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,64.64,35.29,-53.99999999999999,8.999999999999998,-1.0,-7.000000000000001,3.0,WDC
72,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,0.12111826706055732,18.99,156.7889011366492,2169.0108784036793,Bull Put Ladder,0.0,,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,-1.0,0.0,0.0,64.64,35.29,-35.00000000000001,9.0,-1.0,-8.000000000000002,3.0,WDC
36,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.00000000000001,0.11370370370370371,18.42,162.0,2112.0108784036793,Bull Put Ladder,0.0,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,64.64,35.29,-28.000000000000007,8.0,-1.0,-8.000000000000002,3.0,WDC
25,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,0.10806584362139918,26.26,243.0,2031.0108784036793,Bull Put Ladder,0.0,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,48.26,51.67,-10.999999999999998,8.999999999999998,-1.0,-7.000000000000001,3.0,WDC
57,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,0.10653631284916201,19.07,179.0,2145.0108784036793,Bull Put Ladder,0.0,,,,,,,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,64.64,35.29,-31.000000000000007,8.0,-1.0,-8.000000000000002,3.0,WDC
26,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42.0,0.10527131782945737,27.16,258.0,2016.0108784036793,Bull Put Ladder,0.0,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,48.26,51.67,-5.999999999999995,8.999999999999998,-1.0,-8.000000000000002,3.0,WDC
46,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.1035,26.91,260.0,2064.0108784036793,Bull Put Ladder,0.0,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,80.05,19.88,-14.000000000000002,8.999999999999998,-1.0,-7.000000000000001,3.0,WDC
47,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.0,0.10116363636363636,27.82,275.0,2049.0108784036793,Bull Put Ladder,0.0,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,48.26,51.67,-8.999999999999996,8.999999999999998,-1.0,-8.000000000000002,3.0,WDC
21,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.1001219512195122,16.42,164.0,2110.0108784036793,Bull Put Ladder,0.0,,,,,,,1.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,64.64,35.29,-27.999999999999996,7.999999999999999,-1.0,-7.000000000000001,3.0,WDC
19,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.0,0.09931711045611859,26.34,265.2110988633508,2007.0108784036793,Bull Put Ladder,0.0,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,48.26,51.67,-6.999999999999995,8.0,-1.0,-7.000000000000001,3.0,WDC
69,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.99999999999997,0.09775074214592695,17.77,181.78890113664917,2144.0108784036793,Bull Put Ladder,0.0,,,,,,,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,64.64,35.29,-30.000000000000004,9.0,-1.0,-8.000000000000002,3.0,WDC
20,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-68.0,0.09724811083692611,27.25,280.2110988633508,1992.0108784036793,Bull Put Ladder,0.0,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,48.26,51.67,-1.9999999999999907,8.0,-1.0,-8.000000000000002,3.0,WDC
23,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.00000000000003,0.09600961538461536,19.97,208.00000000000003,2066.0108784036793,Bull Put Ladder,0.0,,,,,,,1.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,80.05,19.88,-18.999999999999993,7.999999999999999,-1.0,-7.000000000000001,3.0,WDC
65,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.99999999999997,0.09588353384808525,19.54,203.78890113664917,2122.0108784036793,Bull Put Ladder,0.0,,,,,,,0.0,0.0,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,64.64,35.29,-26.000000000000007,9.0,-1.0,-8.000000000000002,3.0,WDC
42,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,0.09430939226519337,17.07,181.0,2143.0108784036793,Bull Put Ladder,0.0,,,,,,,0.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,64.64,35.29,-31.0,7.999999999999999,-1.0,-7.000000000000001,3.0,WDC
