,Underlying,Name,Expected PnL,Cost of Strategy,Max_Profit,Max_Loss,Prob of Profit,Prob of Loss,Exp_Pnl/Max_Loss,Strategy_Delta,Strategy_Gamma,Strategy_Theta,Strategy_Vega,Strategy_Rho,C_134.0,C_135.0,C_136.0,C_137.0,C_138.0,C_139.0,C_140.0,C_141.0,C_142.0,C_143.0,C_144.0,C_145.0,C_146.0,P_134.0,P_135.0,P_136.0,P_137.0,P_138.0,P_139.0,P_140.0,P_141.0,P_142.0,P_143.0,P_144.0,P_145.0,P_146.0
158,SWK,Bear Call Ladder,60.59,-70.0,5003.945627935992,661.0497698913679,71.37,28.58,0.09165724391668259,6.0,3.0,-15.0,10.0,1.0000000000000002,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,SWK,Bear Call Ladder,58.39,140.00000000000006,5293.945627935992,640.0,19.72,80.23,0.091234375,21.000000000000004,3.0,-17.0,10.0,1.0000000000000002,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,SWK,Bear Call Ladder,41.96,260.0,5373.945627935992,460.0,19.72,80.23,0.09121739130434783,26.999999999999996,3.0,-17.0,10.0,2.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,SWK,Bear Call Ladder,63.0,-40.0,5073.945627935992,691.0497698913679,54.41,45.54,0.09116564789523555,9.000000000000002,3.0,-15.0,10.0,1.0000000000000002,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,SWK,Bear Call Ladder,60.8,170.00000000000006,5363.945627935992,670.0,19.72,80.23,0.09074626865671641,24.000000000000004,3.0,-17.0,10.0,1.0000000000000002,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,SWK,Bear Call Ladder,61.08,80.00000000000006,5253.945627935992,680.0,19.72,80.23,0.0898235294117647,18.0,3.0,-17.0,10.0,1.0000000000000002,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,SWK,Bear Call Ladder,63.49,110.00000000000006,5323.945627935992,710.0,19.72,80.23,0.08942253521126761,21.000000000000004,3.0,-17.0,10.0,1.0000000000000002,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,SWK,Bear Call Ladder,42.86,150.0,5183.945627935992,481.0497698913679,19.72,80.23,0.08909681010694336,18.0,3.0,-15.0,9.000000000000002,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,SWK,Bear Call Ladder,42.46,410.00000000000006,5623.945627935992,478.9502301086322,32.4,67.56,0.08865221755999474,38.99999999999999,3.0,-19.0,10.0,2.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,SWK,Bear Call Ladder,45.27,180.0,5253.945627935992,511.0497698913679,19.72,80.23,0.08858237038170058,21.000000000000004,3.0,-15.0,9.000000000000002,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,SWK,Bear Call Ladder,54.74,20.000000000000114,5213.945627935992,620.0000000000001,19.72,80.23,0.08829032258064515,15.999999999999998,3.0,-18.000000000000004,12.000000000000002,1.0000000000000002,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,SWK,Bear Call Ladder,40.95,270.0,5363.945627935992,470.0,19.72,80.23,0.0871276595744681,27.000000000000007,3.0,-17.0,10.0,1.0000000000000002,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,SWK,Bear Call Ladder,43.36,300.0,5433.945627935992,500.0,32.4,67.56,0.08672,30.000000000000004,3.0,-18.0,11.0,1.0000000000000002,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,SWK,Bear Call Ladder,43.36,300.00000000000006,5433.945627935992,500.00000000000006,32.4,67.56,0.08671999999999999,30.0,3.0,-17.0,9.000000000000002,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,SWK,Bear Call Ladder,55.23,170.00000000000017,5463.945627935992,638.9502301086322,32.4,67.56,0.08643865734364001,27.999999999999996,3.0,-20.0,12.000000000000002,1.0000000000000002,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,SWK,Bear Call Ladder,45.77,330.0,5503.945627935992,530.0,32.4,67.56,0.08635849056603774,33.00000000000001,3.0,-18.0,11.0,1.0000000000000002,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,SWK,Bear Call Ladder,45.77,330.00000000000006,5503.945627935992,530.0,32.4,67.56,0.08635849056603774,33.0,3.0,-17.0,9.000000000000002,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,SWK,Bear Call Ladder,43.64,210.0,5323.945627935992,510.0,19.72,80.23,0.0855686274509804,24.000000000000004,3.0,-17.0,10.0,1.0000000000000002,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,SWK,Bear Call Ladder,50.03,90.0,5243.945627935992,590.0,19.72,80.23,0.08479661016949153,18.0,3.0,-18.000000000000004,11.0,1.0000000000000002,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,SWK,Bear Call Ladder,41.44,420.00000000000006,5613.945627935992,488.9502301086322,32.4,67.56,0.08475300234707547,39.00000000000001,3.0,-19.0,10.0,1.0000000000000002,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,SWK,Bear Call Ladder,39.76,470.00000000000006,5663.945627935992,470.00000000000006,32.4,67.56,0.08459574468085104,42.0,3.0,-19.0,10.0,2.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,SWK,Bear Call Ladder,39.76,470.00000000000006,5663.945627935992,470.00000000000006,32.4,67.56,0.08459574468085104,42.00000000000001,3.0,-19.0,10.0,1.0000000000000002,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,SWK,Bear Call Ladder,39.76,470.00000000000006,5663.945627935992,470.00000000000006,32.4,67.56,0.08459574468085104,42.0,3.0,-19.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,SWK,Bear Call Ladder,44.54,100.0,5133.945627935992,531.0497698913679,19.72,80.23,0.08387161152355108,14.999999999999996,3.0,-15.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,SWK,Bear Call Ladder,46.95,130.0,5203.945627935992,561.0497698913679,19.72,80.23,0.08368241557088706,18.0,3.0,-15.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,SWK,Bear Call Ladder,44.14,360.00000000000006,5573.945627935992,528.9502301086322,32.4,67.56,0.08344830475059029,36.00000000000001,3.0,-19.0,10.0,1.0000000000000002,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,SWK,Bear Call Ladder,50.52,240.00000000000006,5493.945627935992,608.9502301086322,32.4,67.56,0.08296244504413375,30.0,3.0,-20.0,11.0,1.0000000000000002,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,SWK,Bear Call Ladder,60.01,-199.9999999999999,4933.945627935992,731.049769891368,54.41,45.54,0.08208743436020412,0.9999999999999953,3.0,-16.0,11.000000000000002,1.0000000000000002,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,SWK,Bear Call Ladder,62.42,-169.9999999999999,5003.945627935992,761.049769891368,54.41,45.54,0.08201828903898074,3.9999999999999982,3.0,-16.0,11.000000000000002,1.0000000000000002,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,SWK,Bear Call Ladder,42.63,219.99999999999994,5313.945627935992,520.0,19.72,80.23,0.08198076923076923,24.000000000000004,3.0,-17.0,11.0,1.0000000000000002,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,SWK,Bear Call Ladder,45.04,250.0,5383.945627935992,550.0,19.72,80.23,0.08189090909090908,27.0,3.0,-18.0,11.0,1.0000000000000002,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,SWK,Bear Call Ladder,45.04,250.00000000000006,5383.945627935992,550.0,19.72,80.23,0.08189090909090908,26.999999999999996,3.0,-17.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,SWK,Bear Call Ladder,47.45,280.0,5453.945627935992,580.0,32.4,67.56,0.08181034482758621,30.000000000000004,3.0,-18.0,11.0,1.0000000000000002,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,SWK,Bear Call Ladder,47.45,280.00000000000006,5453.945627935992,580.0,32.4,67.56,0.08181034482758621,30.0,3.0,-17.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,SWK,Bear Call Ladder,47.73,190.0,5343.945627935992,590.0,19.72,80.23,0.08089830508474576,24.0,3.0,-18.0,11.0,1.0000000000000002,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,SWK,Bear Call Ladder,50.14,220.0,5413.945627935992,620.0,19.72,80.23,0.08087096774193549,27.0,3.0,-18.0,11.0,1.0000000000000002,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,SWK,Bear Call Ladder,60.5,-49.99999999999983,5183.945627935992,750.0000000000002,54.41,45.54,0.08066666666666664,12.999999999999995,3.0,-18.0,11.000000000000002,1.0000000000000002,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,SWK,Bear Call Ladder,62.91,-19.99999999999983,5253.945627935992,780.0000000000002,54.41,45.54,0.08065384615384613,15.999999999999998,3.0,-18.0,11.000000000000002,1.0000000000000002,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,SWK,Bear Call Ladder,43.12,370.0,5563.945627935992,538.9502301086321,32.4,67.56,0.08000738767902302,36.00000000000001,3.0,-19.0,11.0,1.0000000000000002,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,SWK,Bear Call Ladder,51.04,110.0,5223.945627935992,641.0497698913679,19.72,80.23,0.07961940304361895,18.000000000000004,3.0,-15.999999999999998,10.0,1.0000000000000002,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,SWK,Bear Call Ladder,57.71,-100.0,5033.945627935992,731.0497698913679,54.41,45.54,0.07894127373650027,6.0,3.0,-16.0,10.0,1.0000000000000002,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,SWK,Bear Call Ladder,55.3,-130.0,4963.945627935992,701.0497698913679,54.41,45.54,0.07888170337545233,2.9999999999999973,3.0,-16.0,10.0,1.0000000000000002,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,SWK,Bear Call Ladder,41.39,130.0000000000001,5303.945627935992,530.0000000000001,19.72,80.23,0.07809433962264149,21.999999999999993,3.0,-18.000000000000004,11.000000000000002,2.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,SWK,Bear Call Ladder,44.3,169.99999999999994,5263.945627935992,570.0,19.72,80.23,0.07771929824561404,21.000000000000004,3.0,-17.0,11.0,1.0000000000000002,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,SWK,Bear Call Ladder,58.21,50.00000000000006,5283.945627935992,750.0,19.72,80.23,0.07761333333333334,18.0,3.0,-18.0,10.0,1.0000000000000002,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,SWK,Bear Call Ladder,55.8,20.000000000000057,5213.945627935992,720.0,19.72,80.23,0.0775,14.999999999999996,3.0,-18.0,10.0,1.0000000000000002,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,SWK,Bear Call Ladder,47.0,109.99999999999994,5223.945627935992,610.0,19.72,80.23,0.07704918032786885,18.0,3.0,-17.0,11.0,1.0000000000000002,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,SWK,Bear Call Ladder,41.88,280.00000000000017,5553.945627935992,548.9502301086322,32.4,67.56,0.07629106921352839,33.99999999999999,3.0,-20.0,11.000000000000002,2.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,SWK,Bear Call Ladder,52.72,60.0,5173.945627935992,691.0497698913679,19.72,80.23,0.0762897294767749,15.000000000000002,3.0,-15.999999999999998,10.0,1.0000000000000002,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,SWK,Bear Call Ladder,34.33,320.0,5413.945627935992,451.0497698913679,19.72,80.23,0.0761113346943246,30.0,3.0,-17.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,SWK,Bear Call Ladder,44.8,320.0,5513.945627935992,588.9502301086321,32.4,67.56,0.07606754817251131,33.0,3.0,-19.0,11.0,1.0000000000000002,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,SWK,Bear Call Ladder,55.41,0.0,5133.945627935992,731.0497698913679,19.72,45.54,0.07579511311279638,12.0,3.0,-15.999999999999998,10.0,1.0000000000000002,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,SWK,Bear Call Ladder,47.49,260.0,5473.945627935992,628.9502301086321,32.4,67.56,0.07550676941766528,30.0,3.0,-19.0,11.0,1.0000000000000002,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,SWK,Bear Call Ladder,43.06,80.00000000000011,5253.945627935992,580.0000000000001,19.72,80.23,0.07424137931034482,19.0,3.0,-18.000000000000004,11.000000000000002,1.0000000000000002,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,SWK,Bear Call Ladder,45.98,119.99999999999994,5213.945627935992,620.0,19.72,80.23,0.07416129032258063,16.000000000000007,4.0,-13.0,10.0,1.0000000000000002,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,SWK,Bear Call Ladder,36.68,200.0,5333.945627935992,500.0,19.72,80.23,0.07336,23.999999999999993,3.0,-18.000000000000004,10.0,2.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,SWK,Bear Call Ladder,46.48,270.0,5463.945627935992,638.9502301086321,32.4,67.56,0.0727443199951546,28.000000000000007,4.0,-15.0,10.0,1.0000000000000002,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,SWK,Bear Call Ladder,43.56,230.00000000000017,5503.945627935992,598.9502301086322,32.4,67.56,0.07272724478643156,31.0,3.0,-20.0,11.000000000000002,1.0000000000000002,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,SWK,Bear Call Ladder,36.01,270.0,5363.945627935992,501.0497698913679,19.72,80.23,0.07186910794871194,27.0,3.0,-15.999999999999998,9.000000000000002,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,SWK,Bear Call Ladder,49.56,90.00000000000011,5343.945627935992,690.0000000000001,19.72,80.23,0.07182608695652173,21.999999999999996,3.0,-19.0,12.000000000000002,1.0000000000000002,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,SWK,Bear Call Ladder,37.17,350.00000000000006,5583.945627935992,518.9502301086322,32.4,67.56,0.0716253656775895,35.99999999999999,3.0,-20.0,10.0,2.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,SWK,Bear Call Ladder,47.15,60.000000000000114,5273.945627935992,660.0000000000001,19.72,80.23,0.07143939393939393,18.999999999999993,3.0,-19.0,12.000000000000002,1.0000000000000002,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,SWK,Bear Call Ladder,47.66,69.99999999999994,5163.945627935992,670.0,19.72,80.23,0.07113432835820895,13.000000000000005,4.0,-13.0,10.0,1.0000000000000002,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,SWK,Bear Call Ladder,50.35,9.999999999999943,5123.945627935992,710.0,19.72,80.23,0.07091549295774648,10.000000000000004,4.0,-13.0,10.0,1.0000000000000002,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,SWK,Bear Call Ladder,48.15,220.0,5413.945627935992,688.9502301086321,19.72,80.23,0.06988893812025843,25.000000000000007,4.0,-15.0,10.0,1.0000000000000002,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,SWK,Bear Call Ladder,50.85,160.0,5373.945627935992,728.9502301086321,19.72,80.23,0.06975784888965884,22.000000000000004,4.0,-15.0,10.0,1.0000000000000002,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,SWK,Bear Call Ladder,38.35,150.0,5283.945627935992,550.0,19.72,80.23,0.06972727272727273,21.000000000000004,3.0,-18.000000000000004,10.0,1.0000000000000002,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,SWK,Bear Call Ladder,34.09,390.0,5543.945627935992,490.0,32.4,67.56,0.06957142857142858,36.0,3.0,-18.0,10.0,2.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,SWK,Bear Call Ladder,34.09,390.0,5543.945627935992,490.0,32.4,67.56,0.06957142857142858,36.00000000000001,3.0,-18.0,10.0,1.0000000000000002,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,SWK,Bear Call Ladder,34.09,390.0,5543.945627935992,490.0,32.4,67.56,0.06957142857142858,36.0,3.0,-18.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,SWK,Bear Call Ladder,36.79,330.0,5503.945627935992,530.0,32.4,67.56,0.06941509433962265,32.99999999999999,3.0,-18.0,10.0,2.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
