Cost of Strategy,Description,Exp_Pnl/Max_Loss,Expected PnL,Leg_Profit_Factor,Leg_profit,Max_Loss,Max_Profit,Name,Prob of Loss,Prob of Profit,Profit_Factor,Strategy_Delta,Strategy_Gamma,Strategy_Rho,Strategy_Theta,Strategy_Vega,Strike_1,Strike_1_alloc,Strike_1_type,Strike_2,Strike_2_alloc,Strike_2_type,Strike_3,Strike_3_alloc,Strike_3_type,Underlying
-2409.999999999999,VANECK VECTORS ETF TRUST OIL SVCS ETF,-0.21115514809590905,-1497.09,0.3399153737658662,2409.999999999999,7090.000000000023,2884.999999996384,Bearish Call Modified Butterfly,46.49,53.51,0.40691114245364945,-450.0000000000001,1.1102230246251565e-14,2.7755575615628914e-15,70.00000000000001,-19.999999999999996,127.5,10.0,Call,128.0,-30.0,Call,133.0,20.0,Call,OIH
-3750.0,VANECK VECTORS ETF TRUST OIL SVCS ETF,-0.11266270270270246,-1042.13,0.40540540540540443,3750.0,9250.000000000022,7724.999999996527,Bearish Call Modified Butterfly,46.49,53.51,0.8351351351347577,-550.0,-9.999999999999986,-19.999999999999996,150.00000000000009,-40.000000000000014,121.5,10.0,Call,125.5,-30.0,Call,134.0,20.0,Call,OIH
-1280.0,VANECK VECTORS ETF TRUST OIL SVCS ETF,-0.23983908045976907,-1251.96,0.2452107279693476,1280.0,5220.000000000023,3754.999999996413,Bearish Call Modified Butterfly,46.49,53.51,0.7193486590031412,-269.9999999999998,1.1102230246251565e-14,10.000000000000004,70.00000000000001,-9.999999999999986,125.0,10.0,Call,127.5,-30.0,Call,132.0,20.0,Call,OIH
-2400.0,VANECK VECTORS ETF TRUST OIL SVCS ETF,-0.1584824175824172,-1442.19,0.2637362637362631,2400.0,9100.000000000022,6874.999999996498,Bearish Call Modified Butterfly,46.49,53.51,0.7554945054941189,-519.9999999999999,-9.999999999999986,10.000000000000004,89.99999999999994,-40.000000000000014,121.5,10.0,Call,126.0,-30.0,Call,134.0,20.0,Call,OIH
-2559.999999999999,VANECK VECTORS ETF TRUST OIL SVCS ETF,-0.17699462365591342,-1316.84,0.34408602150537515,2559.999999999999,7440.000000000023,5534.999999996469,Bearish Call Modified Butterfly,46.95,53.05,0.743951612902749,-470.0,-9.999999999999986,10.000000000000004,89.99999999999994,-30.000000000000004,123.5,10.0,Call,126.5,-30.0,Call,133.0,20.0,Call,OIH
-1680.0,VANECK VECTORS ETF TRUST OIL SVCS ETF,-0.24109022556390872,-1282.6,0.3157894736842092,1680.0,5320.000000000023,2654.9999999963848,Bearish Call Modified Butterfly,46.95,53.05,0.49906015037525814,-320.0000000000001,1.1102230246251565e-14,2.7755575615628914e-15,40.00000000000013,2.220446049250313e-14,127.0,10.0,Call,128.0,-30.0,Call,132.0,20.0,Call,OIH
-2600.0,VANECK VECTORS ETF TRUST OIL SVCS ETF,-0.21537553191489311,-2024.53,0.2765957446808504,2600.0,9400.000000000022,4574.999999996442,Bearish Call Modified Butterfly,46.95,53.05,0.48670212765919485,-519.9999999999999,1.1102230246251565e-14,10.000000000000004,39.99999999999994,-30.000000000000004,125.0,10.0,Call,127.0,-30.0,Call,134.0,20.0,Call,OIH
-4050.0,VANECK VECTORS ETF TRUST OIL SVCS ETF,-0.12056190476190448,-1139.31,0.4285714285714276,4050.0,9450.000000000022,7524.999999996527,Bearish Call Modified Butterfly,46.95,53.05,0.7962962962959269,-569.9999999999999,-9.999999999999986,-19.999999999999996,140.0000000000001,-40.000000000000014,122.0,10.0,Call,125.5,-30.0,Call,134.0,20.0,Call,OIH
-3150.0,VANECK VECTORS ETF TRUST OIL SVCS ETF,-0.13224064171122965,-1236.45,0.33689839572192437,3150.0,9350.000000000022,7624.999999996527,Bearish Call Modified Butterfly,46.95,53.05,0.8155080213900009,-539.9999999999999,-9.999999999999986,-19.999999999999996,160.00000000000006,-40.000000000000014,121.0,10.0,Call,125.5,-30.0,Call,134.0,20.0,Call,OIH
-2150.0,VANECK VECTORS ETF TRUST OIL SVCS ETF,-0.14987058823529376,-1401.29,0.2299465240641706,2150.0,9350.000000000022,7624.999999996527,Bearish Call Modified Butterfly,46.95,53.05,0.8155080213900009,-509.99999999999994,-9.999999999999986,-19.999999999999996,190.0000000000001,-50.00000000000002,120.0,10.0,Call,125.5,-30.0,Call,134.0,20.0,Call,OIH
-1710.0,VANECK VECTORS ETF TRUST OIL SVCS ETF,-0.2370063593004761,-1490.77,0.2718600953895062,1710.0,6290.000000000023,3684.999999996413,Bearish Call Modified Butterfly,46.95,53.05,0.5858505564382194,-359.9999999999998,1.1102230246251565e-14,10.000000000000004,90.00000000000003,2.220446049250313e-14,125.5,10.0,Call,127.5,-30.0,Call,132.5,20.0,Call,OIH
-1170.0,VANECK VECTORS ETF TRUST OIL SVCS ETF,-0.2784572748267884,-1205.72,0.27020785219399396,1170.0,4330.000000000023,1644.9999999963563,Bearish Call Modified Butterfly,46.95,53.05,0.3799076212462697,-230.00000000000006,1.1102230246251565e-14,2.7755575615628914e-15,40.00000000000013,2.220446049250313e-14,128.0,10.0,Call,128.5,-30.0,Call,131.5,20.0,Call,OIH
-1209.999999999999,VANECK VECTORS ETF TRUST OIL SVCS ETF,-0.24480795610425166,-1784.65,0.1659807956104246,1209.999999999999,7290.000000000023,4684.99999999644,Bearish Call Modified Butterfly,46.95,53.05,0.6426611796977264,-409.9999999999999,-9.999999999999986,10.000000000000004,59.99999999999987,-30.000000000000004,123.5,10.0,Call,127.0,-30.0,Call,133.0,20.0,Call,OIH
-2560.0,VANECK VECTORS ETF TRUST OIL SVCS ETF,-0.19609472049689372,-1262.85,0.3975155279503092,2560.0,6440.000000000022,3534.999999996413,Bearish Call Modified Butterfly,46.95,53.05,0.548913043477702,-389.9999999999999,1.1102230246251565e-14,2.7755575615628914e-15,100.00000000000009,2.220446049250313e-14,126.5,10.0,Call,127.5,-30.0,Call,132.5,20.0,Call,OIH
-2700.0,VANECK VECTORS ETF TRUST OIL SVCS ETF,-0.1655225806451609,-1539.36,0.2903225806451606,2700.0,9300.000000000022,6674.999999996498,Bearish Call Modified Butterfly,46.95,53.05,0.7177419354834927,-539.9999999999999,-9.999999999999986,10.000000000000004,79.99999999999999,-40.000000000000014,122.0,10.0,Call,126.0,-30.0,Call,134.0,20.0,Call,OIH
-1659.999999999999,VANECK VECTORS ETF TRUST OIL SVCS ETF,-0.2307942779291546,-1694.03,0.22615803814713814,1659.999999999999,7340.000000000023,4634.99999999644,Bearish Call Modified Butterfly,46.95,53.05,0.6314713896452896,-409.9999999999999,1.1102230246251565e-14,10.000000000000004,79.99999999999999,-30.000000000000004,124.0,10.0,Call,127.0,-30.0,Call,133.0,20.0,Call,OIH
-720.0,VANECK VECTORS ETF TRUST OIL SVCS ETF,-0.25967523364485845,-1111.41,0.16822429906541966,720.0,4280.000000000023,3694.999999996413,Bearish Call Modified Butterfly,46.95,53.05,0.8633177570085031,-209.99999999999977,1.1102230246251565e-14,10.000000000000004,100.00000000000004,-9.999999999999998,124.5,10.0,Call,127.5,-30.0,Call,131.5,20.0,Call,OIH
-1230.0,VANECK VECTORS ETF TRUST OIL SVCS ETF,-0.2729677419354827,-1438.54,0.2333965844402267,1230.0,5270.000000000023,2704.9999999963848,Bearish Call Modified Butterfly,46.95,53.05,0.5132827324471296,-300.00000000000017,1.1102230246251565e-14,2.7755575615628914e-15,30.00000000000016,2.220446049250313e-14,126.5,10.0,Call,128.0,-30.0,Call,132.0,20.0,Call,OIH
-1909.999999999999,VANECK VECTORS ETF TRUST OIL SVCS ETF,-0.21047035573122466,-1597.47,0.251646903820816,1909.999999999999,7590.000000000023,5384.999999996469,Bearish Call Modified Butterfly,47.41,52.59,0.7094861660074379,-450.0000000000001,-9.999999999999986,10.000000000000004,100.0,-30.000000000000004,123.0,10.0,Call,126.5,-30.0,Call,133.0,20.0,Call,OIH
-1430.0,VANECK VECTORS ETF TRUST OIL SVCS ETF,-0.256669658886893,-1429.65,0.2567324955116686,1430.0,5570.000000000023,3404.999999996413,Bearish Call Modified Butterfly,47.41,52.59,0.6113105924589586,-299.99999999999983,1.1102230246251565e-14,10.000000000000004,50.0,2.220446049250313e-14,125.5,10.0,Call,127.5,-30.0,Call,132.0,20.0,Call,OIH
-3010.0,VANECK VECTORS ETF TRUST OIL SVCS ETF,-0.17055624036979913,-1106.91,0.4637904468412927,3010.0,6490.000000000022,3484.999999996413,Bearish Call Modified Butterfly,47.41,52.59,0.5369799691828046,-409.9999999999998,1.1102230246251565e-14,2.7755575615628914e-15,110.00000000000006,2.220446049250313e-14,127.0,10.0,Call,127.5,-30.0,Call,132.5,20.0,Call,OIH
-3350.0,VANECK VECTORS ETF TRUST OIL SVCS ETF,-0.19884663212435186,-1918.87,0.34715025906735675,3350.0,9650.000000000022,4324.999999996442,Bearish Call Modified Butterfly,47.41,52.59,0.4481865284970396,-560.0,1.1102230246251565e-14,2.7755575615628914e-15,39.99999999999994,-19.999999999999996,126.0,10.0,Call,127.0,-30.0,Call,134.0,20.0,Call,OIH
-2030.0,VANECK VECTORS ETF TRUST OIL SVCS ETF,-0.20956124314442326,-1146.3,0.37111517367458713,2030.0,5470.000000000023,3504.999999996413,Bearish Call Modified Butterfly,47.41,52.59,0.6407678244965993,-309.9999999999998,1.1102230246251565e-14,2.7755575615628914e-15,70.00000000000001,2.220446049250313e-14,126.0,10.0,Call,127.5,-30.0,Call,132.0,20.0,Call,OIH
-870.0,VANECK VECTORS ETF TRUST OIL SVCS ETF,-0.31026133909287107,-1436.51,0.18790496760259087,870.0,4630.000000000023,2344.9999999963848,Bearish Call Modified Butterfly,47.41,52.59,0.5064794816406853,-260.0000000000001,2.220446049250313e-14,5.551115123125783e-15,50.00000000000018,0.0,126.5,10.0,Call,128.0,-30.0,Call,131.5,20.0,Call,OIH
-1359.999999999999,VANECK VECTORS ETF TRUST OIL SVCS ETF,-0.19549869109947585,-1493.61,0.17801047120418784,1359.999999999999,7640.000000000023,6334.9999999964975,Bearish Call Modified Butterfly,47.41,52.59,0.8291884816749318,-449.9999999999997,-9.999999999999986,10.000000000000004,99.99999999999991,-40.000000000000014,121.0,10.0,Call,126.0,-30.0,Call,133.0,20.0,Call,OIH
-1409.999999999999,VANECK VECTORS ETF TRUST OIL SVCS ETF,-0.22641238471673186,-1718.47,0.1857707509881416,1409.999999999999,7590.000000000023,5384.999999996469,Bearish Call Modified Butterfly,47.41,52.59,0.7094861660074379,-440.0000000000001,-9.999999999999986,10.000000000000004,100.0,-30.000000000000004,122.5,10.0,Call,126.5,-30.0,Call,133.0,20.0,Call,OIH
-890.0000000000009,VANECK VECTORS ETF TRUST OIL SVCS ETF,-0.3053407202216048,-1102.28,0.2465373961218824,890.0000000000009,3610.000000000022,1364.9999999963572,Bearish Call Modified Butterfly,47.41,52.59,0.37811634348929335,-190.00000000000003,1.1102230246251565e-14,2.7755575615628914e-15,20.000000000000107,2.220446049250313e-14,128.0,10.0,Call,128.5,-30.0,Call,131.0,20.0,Call,OIH
-920.0,VANECK VECTORS ETF TRUST OIL SVCS ETF,-0.2729104803493436,-1249.93,0.20087336244541384,920.0,4580.000000000023,3394.999999996413,Bearish Call Modified Butterfly,47.41,52.59,0.7412663755450647,-229.99999999999972,1.1102230246251565e-14,10.000000000000004,90.00000000000003,-9.999999999999998,125.0,10.0,Call,127.5,-30.0,Call,131.5,20.0,Call,OIH
-1959.999999999999,VANECK VECTORS ETF TRUST OIL SVCS ETF,-0.17231962864721434,-1299.29,0.2599469496021211,1959.999999999999,7540.000000000023,6434.9999999964975,Bearish Call Modified Butterfly,47.41,52.59,0.8534482758616019,-459.9999999999999,-9.999999999999986,10.000000000000004,89.99999999999994,-40.000000000000014,121.5,10.0,Call,126.0,-30.0,Call,133.0,20.0,Call,OIH
-1959.999999999999,VANECK VECTORS ETF TRUST OIL SVCS ETF,-0.23118302387267833,-1743.12,0.2599469496021211,1959.999999999999,7540.000000000023,4434.99999999644,Bearish Call Modified Butterfly,47.41,52.59,0.5881962864716747,-439.99999999999994,1.1102230246251565e-14,10.000000000000004,49.999999999999915,-30.000000000000004,124.5,10.0,Call,127.0,-30.0,Call,133.0,20.0,Call,OIH
-4350.0,VANECK VECTORS ETF TRUST OIL SVCS ETF,-0.14356373056994787,-1385.39,0.45077720207253785,4350.0,9650.000000000022,6324.999999996498,Bearish Call Modified Butterfly,47.41,52.59,0.6554404145074076,-589.9999999999999,1.1102230246251565e-14,10.000000000000004,79.99999999999999,-30.000000000000004,124.0,10.0,Call,126.0,-30.0,Call,134.0,20.0,Call,OIH
-3950.0,VANECK VECTORS ETF TRUST OIL SVCS ETF,-0.16300732984293156,-1556.72,0.4136125654450252,3950.0,9550.000000000022,5424.99999999647,Bearish Call Modified Butterfly,47.41,52.59,0.56806282722476,-580.0000000000001,1.1102230246251565e-14,10.000000000000004,70.00000000000001,-30.000000000000004,125.0,10.0,Call,126.5,-30.0,Call,134.0,20.0,Call,OIH
-3900.0,VANECK VECTORS ETF TRUST OIL SVCS ETF,-0.1537510416666663,-1476.01,0.40624999999999906,3900.0,9600.000000000022,6374.999999996498,Bearish Call Modified Butterfly,47.41,52.59,0.6640624999996337,-589.9999999999999,-9.999999999999986,10.000000000000004,59.99999999999987,-30.000000000000004,123.5,10.0,Call,126.0,-30.0,Call,134.0,20.0,Call,OIH
-3009.999999999999,VANECK VECTORS ETF TRUST OIL SVCS ETF,-0.16371428571428523,-1226.22,0.40186915887850333,3009.999999999999,7490.000000000023,5484.999999996469,Bearish Call Modified Butterfly,47.41,52.59,0.7323097463279643,-470.0,1.1102230246251565e-14,10.000000000000004,110.00000000000006,-30.000000000000004,124.0,10.0,Call,126.5,-30.0,Call,133.0,20.0,Call,OIH
-2730.0,VANECK VECTORS ETF TRUST OIL SVCS ETF,-0.18124436741767697,-1045.78,0.47313691507798783,2730.0,5770.000000000022,3204.999999996413,Bearish Call Modified Butterfly,47.86,52.14,0.55545927209643,-349.99999999999983,1.1102230246251565e-14,2.7755575615628914e-15,70.00000000000001,2.220446049250313e-14,127.0,10.0,Call,127.5,-30.0,Call,132.0,20.0,Call,OIH
-2280.0,VANECK VECTORS ETF TRUST OIL SVCS ETF,-0.21009090909090827,-1201.72,0.39860139860139704,2280.0,5720.000000000023,3254.999999996413,Bearish Call Modified Butterfly,47.86,52.14,0.5690559440553147,-329.9999999999999,1.1102230246251565e-14,2.7755575615628914e-15,60.00000000000006,2.220446049250313e-14,126.5,10.0,Call,127.5,-30.0,Call,132.0,20.0,Call,OIH
-1670.0,VANECK VECTORS ETF TRUST OIL SVCS ETF,-0.23690683229813553,-1144.26,0.34575569358177893,1670.0,4830.000000000023,3144.999999996413,Bearish Call Modified Butterfly,47.86,52.14,0.6511387163553619,-269.9999999999998,1.1102230246251565e-14,2.7755575615628914e-15,90.00000000000003,1.1102230246251565e-14,126.0,10.0,Call,127.5,-30.0,Call,131.5,20.0,Call,OIH
-4700.0,VANECK VECTORS ETF TRUST OIL SVCS ETF,-0.1480663265306119,-1451.05,0.4795918367346928,4700.0,9800.000000000022,5174.99999999647,Bearish Call Modified Butterfly,47.86,52.14,0.5280612244894346,-620.0000000000001,1.1102230246251565e-14,2.7755575615628914e-15,70.00000000000001,-19.999999999999996,126.0,10.0,Call,126.5,-30.0,Call,134.0,20.0,Call,OIH
-1810.0,VANECK VECTORS ETF TRUST OIL SVCS ETF,-0.2655186846038855,-1776.32,0.2705530642750365,1810.0,6690.000000000022,2284.9999999963848,Bearish Call Modified Butterfly,47.86,52.14,0.3415545590428068,-410.0000000000001,1.1102230246251565e-14,2.7755575615628914e-15,50.000000000000085,2.220446049250313e-14,127.5,10.0,Call,128.0,-30.0,Call,132.5,20.0,Call,OIH
-1320.0,VANECK VECTORS ETF TRUST OIL SVCS ETF,-0.273626068376067,-1280.57,0.28205128205128066,1320.0,4680.000000000023,2294.9999999963848,Bearish Call Modified Butterfly,47.86,52.14,0.49038461538384054,-280.00000000000006,2.220446049250313e-14,5.551115123125783e-15,60.00000000000014,0.0,127.0,10.0,Call,128.0,-30.0,Call,131.5,20.0,Call,OIH
-2159.999999999999,VANECK VECTORS ETF TRUST OIL SVCS ETF,-0.24000382653061156,-1881.63,0.27551020408163174,2159.999999999999,7840.000000000023,4134.99999999644,Bearish Call Modified Butterfly,47.86,52.14,0.5274234693872996,-459.9999999999999,1.1102230246251565e-14,10.000000000000004,39.99999999999994,-30.000000000000004,125.0,10.0,Call,127.0,-30.0,Call,133.0,20.0,Call,OIH
-4650.0,VANECK VECTORS ETF TRUST OIL SVCS ETF,-0.14563248730964434,-1434.48,0.47208121827411065,4650.0,9850.000000000022,6124.999999996498,Bearish Call Modified Butterfly,47.86,52.14,0.6218274111671558,-619.9999999999999,1.1102230246251565e-14,10.000000000000004,49.999999999999915,-30.000000000000004,124.5,10.0,Call,126.0,-30.0,Call,134.0,20.0,Call,OIH
-5250.0,VANECK VECTORS ETF TRUST OIL SVCS ETF,-0.11035384615384591,-1075.95,0.5384615384615372,5250.0,9750.000000000022,7224.999999996527,Bearish Call Modified Butterfly,47.86,52.14,0.7410256410252831,-619.9999999999999,-9.999999999999986,-19.999999999999996,120.00000000000001,-30.000000000000004,123.5,10.0,Call,125.5,-30.0,Call,134.0,20.0,Call,OIH
-2750.0,VANECK VECTORS ETF TRUST OIL SVCS ETF,-0.19257948717948675,-1877.65,0.28205128205128144,2750.0,9750.000000000022,6224.999999996498,Bearish Call Modified Butterfly,47.86,52.14,0.6384615384611779,-560.0,-9.999999999999986,10.000000000000004,69.99999999999993,-30.000000000000004,122.5,10.0,Call,126.0,-30.0,Call,134.0,20.0,Call,OIH
-3309.999999999999,VANECK VECTORS ETF TRUST OIL SVCS ETF,-0.1169349804941479,-899.23,0.4304291287386202,3309.999999999999,7690.000000000023,7284.999999996526,Bearish Call Modified Butterfly,47.86,52.14,0.9473342002596234,-489.99999999999994,-9.999999999999986,-19.999999999999996,150.00000000000009,-40.000000000000014,121.5,10.0,Call,125.5,-30.0,Call,133.0,20.0,Call,OIH
-1709.999999999999,VANECK VECTORS ETF TRUST OIL SVCS ETF,-0.1615391527599482,-1258.39,0.21951219512195047,1709.999999999999,7790.000000000023,7184.999999996526,Bearish Call Modified Butterfly,47.86,52.14,0.9223363286259955,-449.9999999999999,-9.999999999999986,-19.999999999999996,190.0000000000001,-50.00000000000002,120.0,10.0,Call,125.5,-30.0,Call,133.0,20.0,Call,OIH
-5700.0,VANECK VECTORS ETF TRUST OIL SVCS ETF,-0.10054387755102019,-985.33,0.5816326530612232,5700.0,9800.000000000022,7174.999999996527,Bearish Call Modified Butterfly,47.86,52.14,0.732142857142501,-619.9999999999999,1.1102230246251565e-14,-19.999999999999996,140.0000000000001,-30.000000000000004,124.0,10.0,Call,125.5,-30.0,Call,134.0,20.0,Call,OIH
-2709.999999999999,VANECK VECTORS ETF TRUST OIL SVCS ETF,-0.14037869062901115,-1093.55,0.34788189987162915,2709.999999999999,7790.000000000023,7184.999999996526,Bearish Call Modified Butterfly,47.86,52.14,0.9223363286259955,-479.99999999999983,-9.999999999999986,-19.999999999999996,160.00000000000006,-40.000000000000014,121.0,10.0,Call,125.5,-30.0,Call,133.0,20.0,Call,OIH
-3309.999999999999,VANECK VECTORS ETF TRUST OIL SVCS ETF,-0.16583875162548714,-1275.3,0.4304291287386202,3309.999999999999,7690.000000000023,5284.999999996469,Bearish Call Modified Butterfly,47.86,52.14,0.6872561768525948,-500.0000000000001,1.1102230246251565e-14,10.000000000000004,79.99999999999999,-30.000000000000004,124.5,10.0,Call,126.5,-30.0,Call,133.0,20.0,Call,OIH
-2259.999999999999,VANECK VECTORS ETF TRUST OIL SVCS ETF,-0.18042118863049042,-1396.46,0.29198966408268634,2259.999999999999,7740.000000000023,6234.9999999964975,Bearish Call Modified Butterfly,47.86,52.14,0.8055555555551007,-479.99999999999983,-9.999999999999986,10.000000000000004,79.99999999999999,-40.000000000000014,122.0,10.0,Call,126.0,-30.0,Call,133.0,20.0,Call,OIH
-3250.0,VANECK VECTORS ETF TRUST OIL SVCS ETF,-0.1801692307692304,-1756.65,0.3333333333333326,3250.0,9750.000000000022,6224.999999996498,Bearish Call Modified Butterfly,47.86,52.14,0.6384615384611779,-569.9999999999999,-9.999999999999986,10.000000000000004,69.99999999999993,-30.000000000000004,123.0,10.0,Call,126.0,-30.0,Call,134.0,20.0,Call,OIH
-2750.0,VANECK VECTORS ETF TRUST OIL SVCS ETF,-0.22586871794871743,-2202.22,0.28205128205128144,2750.0,9750.000000000022,4224.999999996442,Bearish Call Modified Butterfly,47.86,52.14,0.4333333333329674,-550.0,1.1102230246251565e-14,10.000000000000004,19.99999999999993,-19.999999999999996,125.5,10.0,Call,127.0,-30.0,Call,134.0,20.0,Call,OIH
-3459.999999999999,VANECK VECTORS ETF TRUST OIL SVCS ETF,-0.16580970149253682,-1333.11,0.4303482587064663,3459.999999999999,8040.000000000023,5934.9999999964975,Bearish Call Modified Butterfly,48.32,51.68,0.7381840796015523,-529.9999999999998,-9.999999999999986,10.000000000000004,59.99999999999987,-30.000000000000004,123.5,10.0,Call,126.0,-30.0,Call,133.0,20.0,Call,OIH
-1040.0,VANECK VECTORS ETF TRUST OIL SVCS ETF,-0.2972550505050488,-1177.13,0.2626262626262611,1040.0,3960.0000000000227,2014.9999999963848,Bearish Call Modified Butterfly,48.32,51.68,0.5088383838374679,-240.00000000000003,2.220446049250313e-14,5.551115123125783e-15,40.00000000000013,0.0,127.0,10.0,Call,128.0,-30.0,Call,131.0,20.0,Call,OIH
-1960.0,VANECK VECTORS ETF TRUST OIL SVCS ETF,-0.22671448863636293,-1596.07,0.27840909090909005,1960.0,7040.000000000022,4934.99999999647,Bearish Call Modified Butterfly,48.32,51.68,0.7009943181813146,-430.00000000000006,-9.999999999999986,10.000000000000004,70.00000000000001,-9.999999999999986,123.5,10.0,Call,126.5,-30.0,Call,132.5,20.0,Call,OIH
-1060.0,VANECK VECTORS ETF TRUST OIL SVCS ETF,-0.28433141210374546,-1973.26,0.15273775216138277,1060.0,6940.000000000023,4034.9999999964416,Bearish Call Modified Butterfly,48.32,51.68,0.581412103745883,-369.99999999999994,1.1102230246251565e-14,10.000000000000004,60.00000000000006,-9.999999999999986,124.0,10.0,Call,127.0,-30.0,Call,132.5,20.0,Call,OIH
-6000.0,VANECK VECTORS ETF TRUST OIL SVCS ETF,-0.10344199999999978,-1034.42,0.5999999999999986,6000.0,10000.000000000022,6974.999999996527,Bearish Call Modified Butterfly,48.32,51.68,0.6974999999996512,-650.0,1.1102230246251565e-14,-19.999999999999996,110.00000000000006,-30.000000000000004,124.5,10.0,Call,125.5,-30.0,Call,134.0,20.0,Call,OIH
-4600.0,VANECK VECTORS ETF TRUST OIL SVCS ETF,-0.1370292929292926,-1356.59,0.46464646464646364,4600.0,9900.000000000022,7074.999999996527,Bearish Call Modified Butterfly,48.32,51.68,0.7146464646461123,-600.0,-9.999999999999986,-19.999999999999996,130.00000000000006,-30.000000000000004,123.0,10.0,Call,125.5,-30.0,Call,134.0,20.0,Call,OIH
-4100.0,VANECK VECTORS ETF TRUST OIL SVCS ETF,-0.1492515151515148,-1477.59,0.41414141414141326,4100.0,9900.000000000022,7074.999999996527,Bearish Call Modified Butterfly,48.32,51.68,0.7146464646461123,-590.0,-9.999999999999986,-19.999999999999996,130.00000000000006,-30.000000000000004,122.5,10.0,Call,125.5,-30.0,Call,134.0,20.0,Call,OIH
-590.0,VANECK VECTORS ETF TRUST OIL SVCS ETF,-0.3409360613810722,-1333.06,0.15089514066496076,590.0,3910.0000000000227,2064.9999999963848,Bearish Call Modified Butterfly,48.32,51.68,0.5281329923264381,-219.99999999999994,2.220446049250313e-14,5.551115123125783e-15,30.00000000000007,0.0,126.5,10.0,Call,128.0,-30.0,Call,131.0,20.0,Call,OIH
-3609.999999999999,VANECK VECTORS ETF TRUST OIL SVCS ETF,-0.1262877059569071,-996.41,0.45754119138149413,3609.999999999999,7890.000000000023,7084.999999996526,Bearish Call Modified Butterfly,48.32,51.68,0.8979721166028524,-509.9999999999999,-9.999999999999986,-19.999999999999996,140.0000000000001,-40.000000000000014,122.0,10.0,Call,125.5,-30.0,Call,133.0,20.0,Call,OIH
-1070.0,VANECK VECTORS ETF TRUST OIL SVCS ETF,-0.2895780933062867,-1427.62,0.21703853955375155,1070.0,4930.000000000023,3044.999999996413,Bearish Call Modified Butterfly,48.32,51.68,0.617647058822799,-259.9999999999998,1.1102230246251565e-14,10.000000000000004,70.00000000000001,1.1102230246251565e-14,125.5,10.0,Call,127.5,-30.0,Call,131.5,20.0,Call,OIH
-3600.0,VANECK VECTORS ETF TRUST OIL SVCS ETF,-0.1994232323232319,-1974.29,0.3636363636363628,3600.0,9900.000000000022,4074.9999999964416,Bearish Call Modified Butterfly,48.32,51.68,0.4116161616158013,-580.0000000000001,1.1102230246251565e-14,2.7755575615628914e-15,29.999999999999982,-19.999999999999996,126.5,10.0,Call,127.0,-30.0,Call,134.0,20.0,Call,OIH
-3509.999999999999,VANECK VECTORS ETF TRUST OIL SVCS ETF,-0.17694868585732115,-1413.82,0.43929912390487974,3509.999999999999,7990.000000000023,4984.999999996469,Bearish Call Modified Butterfly,48.32,51.68,0.623904881100933,-520.0,1.1102230246251565e-14,10.000000000000004,70.00000000000001,-30.000000000000004,125.0,10.0,Call,126.5,-30.0,Call,133.0,20.0,Call,OIH
-1950.0,VANECK VECTORS ETF TRUST OIL SVCS ETF,-0.17117512437810908,-1720.31,0.19402985074626825,1950.0,10050.000000000022,7924.999999996555,Bearish Call Modified Butterfly,48.32,51.68,0.7885572139300038,-590.0000000000002,-19.999999999999996,-19.999999999999996,119.99999999999993,-19.999999999999996,119.0,10.0,Call,125.0,-30.0,Call,134.0,20.0,Call,OIH
-4100.0,VANECK VECTORS ETF TRUST OIL SVCS ETF,-0.17519292929292893,-1734.41,0.41414141414141326,4100.0,9900.000000000022,5074.99999999647,Bearish Call Modified Butterfly,48.32,51.68,0.5126262626259049,-610.0000000000001,1.1102230246251565e-14,10.000000000000004,50.0,-19.999999999999996,125.5,10.0,Call,126.5,-30.0,Call,134.0,20.0,Call,OIH
-640.0000000000009,VANECK VECTORS ETF TRUST OIL SVCS ETF,-0.2970155440414491,-1146.48,0.16580310880828944,640.0000000000009,3860.000000000022,3114.999999996414,Bearish Call Modified Butterfly,48.32,51.68,0.8069948186519161,-189.9999999999997,1.1102230246251565e-14,10.000000000000004,70.00000000000001,-9.999999999999998,125.0,10.0,Call,127.5,-30.0,Call,131.0,20.0,Call,OIH
-1530.0,VANECK VECTORS ETF TRUST OIL SVCS ETF,-0.2873031825795634,-1715.2,0.2562814070351749,1530.0,5970.000000000023,2004.9999999963848,Bearish Call Modified Butterfly,48.32,51.68,0.33584589614679683,-350.00000000000017,1.1102230246251565e-14,2.7755575615628914e-15,10.000000000000053,2.220446049250313e-14,127.5,10.0,Call,128.0,-30.0,Call,132.0,20.0,Call,OIH
-3750.0,VANECK VECTORS ETF TRUST OIL SVCS ETF,-0.15800195121951185,-1619.52,0.3658536585365846,3750.0,10250.000000000022,7724.999999996555,Bearish Call Modified Butterfly,48.78,51.22,0.7536585365850281,-630.0000000000001,-9.999999999999986,-19.999999999999996,99.99999999999991,-9.999999999999986,121.0,10.0,Call,125.0,-30.0,Call,134.0,20.0,Call,OIH
-5259.999999999999,VANECK VECTORS ETF TRUST OIL SVCS ETF,-0.10223665048543662,-842.43,0.638349514563105,5259.999999999999,8240.000000000022,6734.999999996526,Bearish Call Modified Butterfly,48.78,51.22,0.8173543689316151,-559.9999999999999,1.1102230246251565e-14,-19.999999999999996,140.0000000000001,-30.000000000000004,124.0,10.0,Call,125.5,-30.0,Call,133.0,20.0,Call,OIH
