Cost of Strategy,Description,Exp_Pnl/Max_Loss,Expected PnL,Leg_Profit_Factor,Leg_profit,Max_Loss,Max_Profit,Name,Prob of Loss,Prob of Profit,Profit_Factor,Strategy_Delta,Strategy_Gamma,Strategy_Rho,Strategy_Theta,Strategy_Vega,Strike_1,Strike_1_alloc,Strike_1_type,Strike_2,Strike_2_alloc,Strike_2_type,Strike_3,Strike_3_alloc,Strike_3_type,Underlying
-4540.0,CATERPILLAR INC COM,-0.059196594427244384,-382.41,0.702786377708976,4540.0,6460.000000000022,5510.000000007872,Bearish Call Modified Butterfly,48.28,51.72,0.8529411764718039,-750.0,-9.999999999999986,-19.999999999999996,150.0,-19.999999999999996,140.0,10.0,Call,141.0,-30.0,Call,147.0,20.0,Call,CAT
-5620.0,CATERPILLAR INC COM,-0.06982562620423877,-724.79,0.5414258188824651,5620.0,10380.000000000022,7590.000000007758,Bearish Call Modified Butterfly,48.28,51.72,0.7312138728331158,-939.9999999999999,-10.000000000000009,-19.999999999999996,129.99999999999997,-70.00000000000001,138.0,10.0,Call,140.0,-30.0,Call,149.0,20.0,Call,CAT
-5340.0,CATERPILLAR INC COM,-0.07043302540415687,-609.95,0.6166281755196289,5340.0,8660.000000000022,7310.000000007758,Bearish Call Modified Butterfly,48.97,51.03,0.844110854504358,-859.9999999999998,-10.000000000000009,-19.999999999999996,110.00000000000001,-50.00000000000002,138.0,10.0,Call,140.0,-30.0,Call,148.0,20.0,Call,CAT
-6190.0,CATERPILLAR INC COM,-0.06497275822928474,-572.41,0.7026106696935284,6190.0,8810.000000000022,7160.000000007758,Bearish Call Modified Butterfly,49.67,50.33,0.8127128263345903,-949.9999999999997,0.0,-19.999999999999996,60.00000000000001,-30.000000000000004,139.0,10.0,Call,140.0,-30.0,Call,148.0,20.0,Call,CAT
-2100.0,CATERPILLAR INC COM,-0.20457959183673374,-1002.44,0.4285714285714266,2100.0,4900.000000000023,3070.0000000079854,Bearish Call Modified Butterfly,49.67,50.33,0.6265306122465247,-469.99999999999994,-30.000000000000004,-19.999999999999996,9.999999999999964,-29.99999999999996,141.0,10.0,Call,142.0,-30.0,Call,146.0,20.0,Call,CAT
-2150.0,CATERPILLAR INC COM,-0.12194639175257677,-591.44,0.4432989690721629,2150.0,4850.000000000023,5120.000000007872,Bearish Call Modified Butterfly,49.67,50.33,1.0556701030944016,-410.0000000000001,-19.999999999999996,-19.999999999999996,140.00000000000003,-30.000000000000004,138.0,10.0,Call,141.0,-30.0,Call,146.0,20.0,Call,CAT
-500.00000000000045,CSX CORP COM,-0.1477749999999992,-295.55,0.24999999999999886,500.00000000000045,2000.000000000011,935.0000000005427,Bearish Call Modified Butterfly,37.4,62.6,0.4675000000002688,-349.9999999999999,-60.00000000000001,-20.0,39.99999999999999,-19.999999999999996,77.0,10.0,Call,77.5,-30.0,Call,79.0,20.0,Call,CSX
-220.00000000000057,CSX CORP COM,-0.22757812499999808,-291.3,0.17187499999999897,220.00000000000057,1280.000000000011,655.0000000005429,Bearish Call Modified Butterfly,38.65,61.35,0.5117187500004198,-229.99999999999997,-39.99999999999999,-20.0,39.99999999999999,1.1102230246251565e-14,77.0,10.0,Call,77.5,-30.0,Call,78.5,20.0,Call,CSX
-590.0000000000007,CSX CORP COM,-0.14146887966804916,-340.94,0.24481327800829794,590.0000000000007,2410.000000000011,1525.000000000543,Bearish Call Modified Butterfly,39.92,60.08,0.6327800829877743,-420.0,-80.00000000000003,-20.0,39.99999999999999,-19.999999999999996,76.0,10.0,Call,77.0,-30.0,Call,79.0,20.0,Call,CSX
-800.0000000000005,CSX CORP COM,-0.15967407407407344,-431.12,0.2962962962962953,800.0000000000005,2700.000000000011,1235.0000000005427,Bearish Call Modified Butterfly,41.19,58.81,0.45740740740760655,-489.99999999999994,-80.00000000000003,-20.0,39.99999999999999,-19.999999999999996,76.5,10.0,Call,77.0,-30.0,Call,79.0,20.0,Call,CSX
-310.0000000000008,CSX CORP COM,-0.19921893491124137,-336.68,0.18343195266272122,310.0000000000008,1690.0000000000105,1245.000000000543,Bearish Call Modified Butterfly,41.19,58.81,0.7366863905328611,-300.0000000000001,-60.00000000000001,-20.0,39.99999999999999,1.1102230246251565e-14,76.0,10.0,Call,77.0,-30.0,Call,78.5,20.0,Call,CSX
-1090.0000000000005,CSX CORP COM,-0.10696563573883121,-311.27,0.3745704467353939,1090.0000000000005,2910.000000000011,2025.0000000005427,Bearish Call Modified Butterfly,42.48,57.52,0.6958762886599777,-569.9999999999999,-30.00000000000003,-20.0,49.99999999999998,-19.999999999999996,75.5,10.0,Call,76.5,-30.0,Call,79.0,20.0,Call,CSX
-520.0000000000006,CSX CORP COM,-0.2155858585858574,-426.86,0.2626262626262615,520.0000000000006,1980.000000000011,955.0000000005429,Bearish Call Modified Butterfly,43.78,56.22,0.4823232323235038,-370.0,-60.00000000000001,-20.0,39.99999999999999,1.1102230246251565e-14,76.5,10.0,Call,77.0,-30.0,Call,78.5,20.0,Call,CSX
-880.0,CSX CORP COM,-0.08316666666666638,-259.48,0.28205128205128105,880.0,3120.0000000000114,2815.000000000528,Bearish Call Modified Butterfly,43.78,56.22,0.9022435897437556,-649.9999999999999,-70.00000000000006,-20.0,70.0,-29.999999999999993,74.0,10.0,Call,76.0,-30.0,Call,79.0,20.0,Call,CSX
-1490.000000000001,CSX CORP COM,-0.08076079734219242,-243.09,0.4950166112956797,1490.000000000001,3010.00000000001,1925.0000000005432,Bearish Call Modified Butterfly,43.78,56.22,0.6395348837211086,-629.9999999999998,-20.000000000000064,-20.0,39.99999999999999,-19.999999999999996,76.0,10.0,Call,76.5,-30.0,Call,79.0,20.0,Call,CSX
-570.0000000000005,CSX CORP COM,-0.16033788395904378,-469.79,0.1945392491467571,570.0000000000005,2930.000000000011,2005.0000000005427,Bearish Call Modified Butterfly,43.78,56.22,0.684300341297111,-529.9999999999998,-50.00000000000004,-20.0,49.99999999999998,-29.999999999999993,75.0,10.0,Call,76.5,-30.0,Call,79.0,20.0,Call,CSX
-480.0,CSX CORP COM,-0.07504635761589375,-226.64,0.15894039735099277,480.0,3020.0000000000114,2915.000000000528,Bearish Call Modified Butterfly,43.78,56.22,0.9652317880796414,-569.9999999999999,-100.00000000000004,-20.0,90.00000000000001,-40.0,73.5,10.0,Call,76.0,-30.0,Call,79.0,20.0,Call,CSX
-810.0000000000006,CSX CORP COM,-0.14018721461187145,-307.01,0.36986301369862856,810.0000000000006,2190.000000000011,1745.000000000543,Bearish Call Modified Butterfly,45.08,54.92,0.7968036529682805,-449.9999999999999,-10.000000000000009,-20.0,49.99999999999998,1.1102230246251565e-14,75.5,10.0,Call,76.5,-30.0,Call,78.5,20.0,Call,CSX
-200.00000000000045,CSX CORP COM,-0.3115538461538435,-405.02,0.1538461538461529,200.00000000000045,1300.000000000011,635.0000000005427,Bearish Call Modified Butterfly,45.08,54.92,0.48846153846195184,-230.00000000000006,-20.000000000000018,2.7755575615628914e-15,19.99999999999997,1.1102230246251565e-14,76.5,10.0,Call,77.0,-30.0,Call,78.0,20.0,Call,CSX
-1359.9999999999995,CSX CORP COM,-0.06109554140127366,-191.84,0.43312101910827855,1359.9999999999995,3140.0000000000114,2795.0000000005275,Bearish Call Modified Butterfly,45.08,54.92,0.8901273885351966,-630.0,-60.00000000000006,-20.0,80.0,-40.0,74.5,10.0,Call,76.0,-30.0,Call,79.0,20.0,Call,CSX
-1210.000000000001,CSX CORP COM,-0.10429257641921351,-238.83,0.5283842794759805,1210.000000000001,2290.0000000000105,1645.0000000005432,Bearish Call Modified Butterfly,45.08,54.92,0.7183406113539457,-509.9999999999999,-4.440892098500626e-14,-20.0,39.99999999999999,1.1102230246251565e-14,76.0,10.0,Call,76.5,-30.0,Call,78.5,20.0,Call,CSX
-2140.0,CSX CORP COM,-0.04815773809523794,-161.81,0.6369047619047599,2140.0,3360.000000000011,2575.000000000528,Bearish Call Modified Butterfly,46.4,53.6,0.7663690476192022,-780.0,-30.00000000000003,-20.0,49.99999999999998,-19.999999999999996,75.5,10.0,Call,76.0,-30.0,Call,79.0,20.0,Call,CSX
-490.00000000000045,CSX CORP COM,-0.18884768211920394,-285.16,0.3245033112582761,490.00000000000045,1510.000000000011,1425.0000000005427,Bearish Call Modified Butterfly,46.4,53.6,0.9437086092718758,-309.99999999999994,29.999999999999982,2.7755575615628914e-15,29.99999999999996,1.1102230246251565e-14,75.5,10.0,Call,76.5,-30.0,Call,78.0,20.0,Call,CSX
-1620.0,CSX CORP COM,-0.09477218934911212,-320.33,0.4792899408284008,1620.0,3380.000000000011,2555.000000000528,Bearish Call Modified Butterfly,46.4,53.6,0.7559171597634674,-740.0,-50.00000000000004,-20.0,49.99999999999998,-29.999999999999993,75.0,10.0,Call,76.0,-30.0,Call,79.0,20.0,Call,CSX
-1079.9999999999995,CSX CORP COM,-0.0775123966942145,-187.58,0.4462809917355348,1079.9999999999995,2420.000000000012,2515.0000000005275,Bearish Call Modified Butterfly,46.4,53.6,1.0392561983473203,-510.00000000000006,-40.000000000000036,-20.0,80.0,-19.999999999999996,74.5,10.0,Call,76.0,-30.0,Call,78.5,20.0,Call,CSX
-600.0000000000001,CSX CORP COM,-0.10634166666666617,-255.22,0.24999999999999886,600.0000000000001,2400.0000000000114,2535.000000000528,Bearish Call Modified Butterfly,46.4,53.6,1.056250000000215,-530.0,-50.00000000000004,-20.0,70.0,-9.999999999999986,74.0,10.0,Call,76.0,-30.0,Call,78.5,20.0,Call,CSX
-1860.0,CSX CORP COM,-0.05967803030303006,-157.55,0.7045454545454516,1860.0,2640.000000000011,2295.000000000528,Bearish Call Modified Butterfly,47.71,52.29,0.8693181818183782,-660.0,-10.000000000000009,-20.0,49.99999999999998,1.1102230246251565e-14,75.5,10.0,Call,76.0,-30.0,Call,78.5,20.0,Call,CSX
-890.0000000000009,CSX CORP COM,-0.13477018633540286,-216.98,0.5527950310558976,890.0000000000009,1610.0000000000105,1325.0000000005432,Bearish Call Modified Butterfly,47.71,52.29,0.8229813664599593,-369.99999999999994,39.99999999999994,2.7755575615628914e-15,19.99999999999997,1.1102230246251565e-14,76.0,10.0,Call,76.5,-30.0,Call,78.0,20.0,Call,CSX
-1340.0,CSX CORP COM,-0.11882330827067618,-316.07,0.5037593984962384,1340.0,2660.0000000000114,2275.000000000528,Bearish Call Modified Butterfly,47.71,52.29,0.8552631578949317,-620.0,-30.00000000000003,-20.0,49.99999999999998,-9.999999999999986,75.0,10.0,Call,76.0,-30.0,Call,78.5,20.0,Call,CSX
-280.0,CSX CORP COM,-0.135686046511627,-233.38,0.16279069767441753,280.0,1720.0000000000114,2215.000000000528,Bearish Call Modified Butterfly,47.71,52.29,1.287790697674717,-390.00000000000006,-10.000000000000053,2.7755575615628914e-15,49.99999999999998,-9.999999999999986,74.0,10.0,Call,76.0,-30.0,Call,78.0,20.0,Call,CSX
-1320.0,CSX CORP COM,-0.10383152173913013,-382.1,0.35869565217391197,1320.0,3680.000000000011,3255.000000000514,Bearish Call Modified Butterfly,47.71,52.29,0.8845108695653544,-749.9999999999995,-69.99999999999997,-20.0,60.00000000000001,-40.0,73.5,10.0,Call,75.5,-30.0,Call,79.0,20.0,Call,CSX
-759.9999999999995,CSX CORP COM,-0.09525287356321775,-165.74,0.43678160919539905,759.9999999999995,1740.0000000000118,2195.0000000005275,Bearish Call Modified Butterfly,49.04,50.96,1.2614942528738577,-370.0000000000001,-4.440892098500626e-14,2.7755575615628914e-15,59.999999999999986,-19.999999999999996,74.5,10.0,Call,76.0,-30.0,Call,78.0,20.0,Call,CSX
-2199.9999999999995,CSX CORP COM,-0.09139473684210499,-347.3,0.5789473684210508,2199.9999999999995,3800.0000000000114,3135.0000000005134,Bearish Call Modified Butterfly,49.04,50.96,0.8250000000001326,-809.9999999999998,-29.999999999999982,-20.0,50.00000000000002,-40.0,74.5,10.0,Call,75.5,-30.0,Call,79.0,20.0,Call,CSX
-1720.0,CSX CORP COM,-0.10977248677248645,-414.94,0.4550264550264537,1720.0,3780.000000000011,3155.000000000514,Bearish Call Modified Butterfly,49.04,50.96,0.8346560846562182,-829.9999999999998,-39.99999999999999,-20.0,40.000000000000014,-29.999999999999993,74.0,10.0,Call,75.5,-30.0,Call,79.0,20.0,Call,CSX
-329.99999999999994,CHEVRON CORPORATION COM,-0.14813824884792548,-321.46,0.15207373271889318,329.99999999999994,2170.0000000000114,1314.9999999993884,Bullish Put Modified Butterfly,36.81,63.19,0.6059907834098532,-210.00000000000023,-59.99999999999998,-9.999999999999998,40.0,-20.0,85.0,20.0,Call,85.5,-30.0,Call,89.0,10.0,Call,CVX
-520.0,CHEVRON CORPORATION COM,-0.1393064516129026,-345.48,0.20967741935483775,520.0,2480.0000000000114,1504.9999999994025,Bullish Put Modified Butterfly,39.7,60.3,0.6068548387094337,-289.9999999999998,-29.999999999999993,-9.999999999999998,40.0,-20.0,84.5,20.0,Call,85.0,-30.0,Call,89.0,10.0,Call,CVX
-449.99999999999994,CHEVRON CORPORATION COM,-0.15157073170731625,-310.72,0.21951219512194997,449.99999999999994,2050.0000000000114,1434.9999999994025,Bullish Put Modified Butterfly,40.69,59.31,0.6999999999997046,-259.9999999999997,-19.999999999999996,-9.999999999999998,29.999999999999993,-20.0,84.5,20.0,Call,85.0,-30.0,Call,88.5,10.0,Call,CVX
-350.0,CHEVRON CORPORATION COM,-0.1740787878787867,-287.23,0.21212121212121066,350.0,1650.0000000000114,1334.9999999994025,Bullish Put Modified Butterfly,41.68,58.32,0.8090909090905414,-219.99999999999974,-10.000000000000009,-9.999999999999998,19.999999999999996,-9.999999999999998,84.5,20.0,Call,85.0,-30.0,Call,88.0,10.0,Call,CVX
-639.9999999999991,CHEVRON CORPORATION COM,-0.16294405594405523,-466.02,0.2237762237762225,639.9999999999991,2860.0000000000123,1624.9999999994159,Bullish Put Modified Butterfly,43.67,56.33,0.5681818181816115,-360.00000000000006,-50.000000000000014,-9.999999999999998,40.0,-40.0,84.0,20.0,Call,84.5,-30.0,Call,89.0,10.0,Call,CVX
-200.0,CHEVRON CORPORATION COM,-0.2255769230769211,-293.25,0.1538461538461525,200.0,1300.0000000000114,1184.9999999994025,Bullish Put Modified Butterfly,43.67,56.33,0.9115384615379939,-169.99999999999974,0.0,-9.999999999999998,10.000000000000009,-9.999999999999998,84.5,20.0,Call,85.0,-30.0,Call,87.5,10.0,Call,CVX
-569.9999999999991,CHEVRON CORPORATION COM,-0.17747325102880568,-431.26,0.23456790123456633,569.9999999999991,2430.0000000000123,1554.9999999994159,Bullish Put Modified Butterfly,44.68,55.32,0.6399176954730074,-330.0,-40.000000000000014,-9.999999999999998,29.999999999999993,-40.0,84.0,20.0,Call,84.5,-30.0,Call,88.5,10.0,Call,CVX
-469.9999999999991,CHEVRON CORPORATION COM,-0.20087684729063918,-407.78,0.23152709359605728,469.9999999999991,2030.0000000000123,1454.9999999994159,Bullish Put Modified Butterfly,45.69,54.31,0.7167487684726144,-290.00000000000006,-30.00000000000003,-9.999999999999998,19.999999999999996,-29.999999999999993,84.0,20.0,Call,84.5,-30.0,Call,88.0,10.0,Call,CVX
-319.9999999999991,CHEVRON CORPORATION COM,-0.24630357142856965,-413.79,0.19047619047618855,319.9999999999991,1680.0000000000123,1304.9999999994159,Bullish Put Modified Butterfly,46.71,53.29,0.7767857142853609,-240.00000000000003,-20.000000000000018,-9.999999999999998,10.000000000000009,-29.999999999999993,84.0,20.0,Call,84.5,-30.0,Call,87.5,10.0,Call,CVX
-740.0,CHEVRON CORPORATION COM,-0.12209057971014443,-336.97,0.2681159420289844,740.0,2760.0000000000114,2724.999999999431,Bullish Put Modified Butterfly,47.73,52.27,0.9873188405794999,-389.99999999999966,-19.99999999999997,-9.999999999999998,59.99999999999995,-30.0,82.0,20.0,Call,83.0,-30.0,Call,88.5,10.0,Call,CVX
-810.0,CHEVRON CORPORATION COM,-0.11652664576802467,-371.72,0.25391849529780475,810.0,3190.0000000000114,2794.999999999431,Bullish Put Modified Butterfly,47.73,52.27,0.8761755485891602,-419.99999999999966,-29.99999999999997,-9.999999999999998,69.99999999999996,-30.0,82.0,20.0,Call,83.0,-30.0,Call,89.0,10.0,Call,CVX
-640.0,CHEVRON CORPORATION COM,-0.13283050847457564,-313.48,0.27118644067796477,640.0,2360.0000000000114,2624.999999999431,Bullish Put Modified Butterfly,48.75,51.25,1.112288135592974,-349.99999999999966,-9.999999999999986,-9.999999999999998,49.99999999999996,-19.999999999999996,82.0,20.0,Call,83.0,-30.0,Call,88.0,10.0,Call,CVX
-1540.0000000000002,DR HORTON INC COM,-0.05788854489164077,-373.96,0.2383900928792566,1540.0000000000002,6460.000000000011,2499.999999998957,Bearish Call Modified Butterfly,34.6,65.4,0.3869969040246057,-650.0,-119.99999999999997,-20.0,100.0,-39.99999999999999,71.0,10.0,Call,72.0,-30.0,Call,76.5,20.0,Call,DHI
-1120.0,DR HORTON INC COM,-0.07721159874608137,-492.61,0.17554858934169248,1120.0,6380.000000000011,2579.9999999989564,Bearish Call Modified Butterfly,34.6,65.4,0.40438871473337806,-599.9999999999998,-129.99999999999997,-20.0,100.0,-39.99999999999999,70.5,10.0,Call,72.0,-30.0,Call,76.5,20.0,Call,DHI
-960.0,DR HORTON INC COM,-0.09498014440433196,-526.19,0.17328519855595634,960.0,5540.000000000011,2419.9999999989564,Bearish Call Modified Butterfly,34.6,65.4,0.43682310469295155,-559.9999999999998,-109.99999999999999,-20.0,80.0,-39.99999999999999,70.5,10.0,Call,72.0,-30.0,Call,76.0,20.0,Call,DHI
-1380.0000000000002,DR HORTON INC COM,-0.07251779359430591,-407.55,0.24555160142348711,1380.0000000000002,5620.000000000011,2339.999999998957,Bearish Call Modified Butterfly,35.55,64.45,0.4163701067613794,-610.0,-99.99999999999997,-20.0,80.0,-39.99999999999999,71.0,10.0,Call,72.0,-30.0,Call,76.0,20.0,Call,DHI
-780.0000000000001,DR HORTON INC COM,-0.09871236559139755,-367.21,0.20967741935483813,780.0000000000001,3720.000000000011,2239.9999999989564,Bearish Call Modified Butterfly,35.55,64.45,0.6021505376341263,-499.99999999999983,-69.99999999999997,-20.0,80.0,-19.999999999999996,70.5,10.0,Call,72.0,-30.0,Call,75.0,20.0,Call,DHI
-1200.0000000000005,DR HORTON INC COM,-0.06541315789473666,-248.57,0.3157894736842098,1200.0000000000005,3800.0000000000105,2159.999999998957,Bearish Call Modified Butterfly,36.51,63.49,0.5684210526313028,-550.0,-59.999999999999964,-20.0,80.0,-19.999999999999996,71.0,10.0,Call,72.0,-30.0,Call,75.0,20.0,Call,DHI
-280.00000000000045,DR HORTON INC COM,-0.2247848837209288,-386.63,0.16279069767441784,280.00000000000045,1720.000000000011,1239.9999999989568,Bearish Call Modified Butterfly,40.44,59.56,0.7209302325575284,-229.99999999999997,4.440892098500626e-14,-20.0,20.000000000000018,1.1102230246251565e-14,71.0,10.0,Call,72.0,-30.0,Call,73.5,20.0,Call,DHI
-1690.0,DR HORTON INC COM,-0.10506145966709332,-820.53,0.21638924455825834,1690.0,7810.000000000011,3149.999999999013,Bearish Call Modified Butterfly,41.45,58.55,0.4033290653007694,-830.0000000000001,-140.0,-20.0,120.00000000000001,-49.999999999999986,69.5,10.0,Call,71.0,-30.0,Call,76.5,20.0,Call,DHI
-2100.0,DR HORTON INC COM,-0.09633291139240492,-761.03,0.2658227848101262,2100.0,7900.000000000011,3059.999999999013,Bearish Call Modified Butterfly,41.45,58.55,0.3873417721517733,-890.0,-140.0,-20.0,100.0,-49.999999999999986,70.0,10.0,Call,71.0,-30.0,Call,76.5,20.0,Call,DHI
-1350.0,DR HORTON INC COM,-0.13497669902912593,-695.13,0.2621359223300965,1350.0,5150.000000000011,2809.999999999013,Bearish Call Modified Butterfly,42.46,57.54,0.5456310679609723,-730.0000000000001,-79.99999999999999,-20.0,100.00000000000003,-29.999999999999993,69.5,10.0,Call,71.0,-30.0,Call,75.0,20.0,Call,DHI
-1940.0,DR HORTON INC COM,-0.11255099150141626,-794.61,0.27478753541076445,1940.0,7060.000000000011,2899.999999999013,Bearish Call Modified Butterfly,42.46,57.54,0.41076487252110605,-850.0,-120.0,-20.0,80.0,-49.999999999999986,70.0,10.0,Call,71.0,-30.0,Call,76.0,20.0,Call,DHI
-1530.0,DR HORTON INC COM,-0.12254088952654213,-854.11,0.2195121951219509,1530.0,6970.000000000011,2989.999999999013,Bearish Call Modified Butterfly,42.46,57.54,0.42898134863687354,-790.0,-120.0,-20.0,100.00000000000003,-49.999999999999986,69.5,10.0,Call,71.0,-30.0,Call,76.0,20.0,Call,DHI
-2370.0,DR HORTON INC COM,-0.0969284712482467,-691.1,0.3323983169705465,2370.0,7130.000000000011,2829.999999999013,Bearish Call Modified Butterfly,42.46,57.54,0.39691444600266607,-889.9999999999999,-109.99999999999999,-20.0,80.0,-39.99999999999999,70.5,10.0,Call,71.0,-30.0,Call,76.0,20.0,Call,DHI
-2530.0,DR HORTON INC COM,-0.08249811794228346,-657.51,0.31744040150564573,2530.0,7970.000000000011,2989.999999999013,Bearish Call Modified Butterfly,42.46,57.54,0.37515683814291206,-929.9999999999999,-129.99999999999997,-20.0,100.0,-39.99999999999999,70.5,10.0,Call,71.0,-30.0,Call,76.5,20.0,Call,DHI
-2800.000000000001,DR HORTON INC COM,-0.0749499999999999,-614.59,0.341463414634146,2800.000000000001,8200.000000000011,3759.999999999014,Bearish Call Modified Butterfly,43.47,56.53,0.45853658536573283,-980.0000000000001,-110.00000000000001,-20.0,120.00000000000001,-49.999999999999986,69.5,10.0,Call,70.5,-30.0,Call,76.5,20.0,Call,DHI
-2190.0,DR HORTON INC COM,-0.10021092278719376,-532.12,0.4124293785310726,2190.0,5310.000000000011,2649.999999999013,Bearish Call Modified Butterfly,43.47,56.53,0.49905838041412576,-829.9999999999999,-69.99999999999997,-20.0,80.0,-19.999999999999996,70.5,10.0,Call,71.0,-30.0,Call,75.0,20.0,Call,DHI
-3210.000000000001,DR HORTON INC COM,-0.06695898673100112,-555.09,0.38721351025331685,3210.000000000001,8290.000000000011,3669.999999999014,Bearish Call Modified Butterfly,43.47,56.53,0.4427020506633304,-1040.0,-110.00000000000001,-20.0,100.0,-49.999999999999986,70.0,10.0,Call,70.5,-30.0,Call,76.5,20.0,Call,DHI
-1760.0,DR HORTON INC COM,-0.12130343511450356,-635.63,0.33587786259541913,1760.0,5240.000000000011,2719.999999999013,Bearish Call Modified Butterfly,43.47,56.53,0.5190839694654594,-790.0,-79.99999999999999,-20.0,80.0,-29.999999999999993,70.0,10.0,Call,71.0,-30.0,Call,75.0,20.0,Call,DHI
-3050.000000000001,DR HORTON INC COM,-0.07901744966442942,-588.68,0.409395973154362,3050.000000000001,7450.00000000001,3509.999999999014,Bearish Call Modified Butterfly,44.5,55.5,0.47114093959718245,-1000.0,-90.00000000000001,-20.0,80.0,-49.999999999999986,70.0,10.0,Call,70.5,-30.0,Call,76.0,20.0,Call,DHI
-2640.000000000001,DR HORTON INC COM,-0.08806793478260858,-648.18,0.3586956521739127,2640.000000000001,7360.00000000001,3599.999999999014,Bearish Call Modified Butterfly,44.5,55.5,0.4891304347824741,-940.0,-90.00000000000001,-20.0,100.00000000000003,-49.999999999999986,69.5,10.0,Call,70.5,-30.0,Call,76.0,20.0,Call,DHI
-1950.000000000001,DR HORTON INC COM,-0.12766783625730976,-1091.56,0.2280701754385963,1950.000000000001,8550.000000000011,3409.999999999014,Bearish Call Modified Butterfly,44.5,55.5,0.39883040935660935,-970.0000000000001,-129.99999999999997,-20.0,110.00000000000001,-49.999999999999986,69.0,10.0,Call,70.5,-30.0,Call,76.5,20.0,Call,DHI
-2460.000000000001,DR HORTON INC COM,-0.08830324909747277,-489.2,0.44404332129963836,2460.000000000001,5540.00000000001,3419.999999999014,Bearish Call Modified Butterfly,44.5,55.5,0.6173285198554166,-880.0000000000001,-50.0,-20.0,100.00000000000003,-29.999999999999993,69.5,10.0,Call,70.5,-30.0,Call,75.0,20.0,Call,DHI
-2870.000000000001,DR HORTON INC COM,-0.07632326820603894,-429.7,0.5097690941385428,2870.000000000001,5630.00000000001,3329.999999999014,Bearish Call Modified Butterfly,45.53,54.47,0.5914742451152768,-940.0,-50.0,-20.0,80.0,-29.999999999999993,70.0,10.0,Call,70.5,-30.0,Call,75.0,20.0,Call,DHI
-1790.000000000001,DR HORTON INC COM,-0.14593255512321643,-1125.14,0.23216601815823587,1790.000000000001,7710.00000000001,3249.999999999014,Bearish Call Modified Butterfly,45.53,54.47,0.42153047989611026,-930.0000000000001,-109.99999999999999,-20.0,90.00000000000001,-49.999999999999986,69.0,10.0,Call,70.5,-30.0,Call,76.0,20.0,Call,DHI
-3850.0,DR HORTON INC COM,-0.06289595375722534,-544.05,0.4450867052023116,3850.0,8650.000000000011,4309.999999999013,Bearish Call Modified Butterfly,45.53,54.47,0.4982658959536425,-1100.0,-79.99999999999999,-20.0,120.00000000000001,-19.999999999999986,69.5,10.0,Call,70.0,-30.0,Call,76.5,20.0,Call,DHI
-3690.0,DR HORTON INC COM,-0.07396030729833536,-577.63,0.47247119078104927,3690.0,7810.000000000011,4149.999999999013,Bearish Call Modified Butterfly,46.56,53.44,0.5313700384121648,-1060.0,-59.999999999999986,-20.0,100.00000000000003,-19.999999999999986,69.5,10.0,Call,70.0,-30.0,Call,76.0,20.0,Call,DHI
-1610.000000000001,DR HORTON INC COM,-0.16403565365025438,-966.17,0.2733446519524615,1610.000000000001,5890.00000000001,3069.999999999014,Bearish Call Modified Butterfly,46.56,53.44,0.5212224108657061,-870.0000000000001,-69.99999999999997,-20.0,90.00000000000001,-29.999999999999993,69.0,10.0,Call,70.5,-30.0,Call,75.0,20.0,Call,DHI
-3000.0,DR HORTON INC COM,-0.11344555555555541,-1021.01,0.3333333333333329,3000.0,9000.000000000011,3959.999999999013,Bearish Call Modified Butterfly,47.6,52.4,0.4399999999998898,-1090.0,-99.99999999999996,-20.0,110.00000000000001,-19.999999999999986,69.0,10.0,Call,70.0,-30.0,Call,76.5,20.0,Call,DHI
-3510.0,DR HORTON INC COM,-0.06989148580968267,-418.65,0.5859766277128536,3510.0,5990.000000000011,3969.999999999013,Bearish Call Modified Butterfly,47.6,52.4,0.662771285475627,-1000.0,-19.99999999999997,-20.0,100.00000000000003,1.1102230246251565e-14,69.5,10.0,Call,70.0,-30.0,Call,75.0,20.0,Call,DHI
-2840.0,DR HORTON INC COM,-0.12924019607843118,-1054.6,0.34803921568627405,2840.0,8160.000000000011,3799.999999999013,Bearish Call Modified Butterfly,48.64,51.36,0.46568627450968236,-1050.0,-79.99999999999996,-20.0,90.00000000000001,-19.999999999999986,69.0,10.0,Call,70.0,-30.0,Call,76.0,20.0,Call,DHI
-2660.0,DR HORTON INC COM,-0.1412649842271291,-895.62,0.4195583596214504,2660.0,6340.000000000011,3619.999999999013,Bearish Call Modified Butterfly,48.64,51.36,0.5709779179809159,-990.0,-39.99999999999994,-20.0,90.00000000000001,1.1102230246251565e-14,69.0,10.0,Call,70.0,-30.0,Call,75.0,20.0,Call,DHI
-680.0,DR HORTON INC COM,-0.2524655172413781,-585.72,0.29310344827586066,680.0,2320.0000000000114,1639.9999999990132,Bearish Call Modified Butterfly,48.64,51.36,0.7068965517237091,-390.00000000000006,0.0,-20.0,20.000000000000018,-9.999999999999993,70.0,10.0,Call,71.0,-30.0,Call,73.0,20.0,Call,DHI
-1270.0000000000002,DR HORTON INC COM,-0.2074860681114544,-670.18,0.39318885448916285,1270.0000000000002,3230.000000000011,1729.9999999990134,Bearish Call Modified Butterfly,48.64,51.36,0.5356037151699714,-509.9999999999999,-9.999999999999964,-20.0,20.000000000000018,1.1102230246251565e-14,70.5,10.0,Call,71.0,-30.0,Call,73.5,20.0,Call,DHI
