Underlying,Description,Name,Expected PnL,Cost of Strategy,Leg_profit,Max_Profit,Max_Loss,Prob of Profit,Prob of Loss,Exp_Pnl/Max_Loss,Profit_Factor,Leg_Profit_Factor,Strike_1_type,Strike_1,Strike_1_alloc,Strike_2_type,Strike_2,Strike_2_alloc,Strike_3_type,Strike_3,Strike_3_alloc,Strategy_Delta,Strategy_Gamma,Strategy_Theta,Strategy_Vega,Strategy_Rho
BMY,BRISTOL-MYERS SQUIBB CO COM,Bearish Call Modified Butterfly,-176.08,-690.0,690.0,1675.00000000044,2310.0000000000114,59.43,40.57,-0.07622510822510785,0.725108225108412,0.29870129870129725,Call,61.0,10.0,Call,62.0,-30.0,Call,64.0,20.0,-599.9999999999999,-140.00000000000003,50.000000000000014,-19.999999999999986,-20.0
