,Underlying,Name,Expected PnL,Cost of Strategy,Max_Profit,Max_Loss,Prob of Profit,Prob of Loss,Exp_Pnl/Max_Loss,Strategy_Delta,Strategy_Gamma,Strategy_Theta,Strategy_Vega,Strategy_Rho,C_29.0,C_29.5,C_30.0,C_30.5,C_31.0,P_-1000000.0,P_29.5,P_30.0,P_30.5,P_31.0
51,T,Bear Call Spread,18.64,182.0,2361.5190737433195,200.6568908556147,33.37,66.6,0.09289489097791641,119.0,57.00000000000001,-9.0,6.0,0.0,0.0,0.0,-1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
36,T,Bear Call Spread,20.28,153.0,2340.5190737433195,221.6568908556147,33.37,66.6,0.09149275676347103,110.00000000000001,58.00000000000001,-9.0,6.0,-1.0,0.0,-1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
13,T,Bear Call Spread,21.15,119.0,2324.5190737433195,237.6568908556147,33.37,66.6,0.0889938428625215,102.0,60.0,-9.0,6.0,-1.0,-1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
60,T,Bear Call Spread,15.99,68.0,2175.5190737433195,188.89540609625686,20.2,79.77,0.08465002050844929,64.00000000000001,51.99999999999999,-9.0,6.000000000000001,0.0,0.0,0.0,-2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
47,T,Bear Call Spread,19.26,10.000000000000028,2133.5190737433195,230.8954060962569,20.2,79.77,0.08341439236764542,46.00000000000002,53.99999999999999,-9.0,6.000000000000001,-2.0,0.0,-2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
69,T,Bear Call Spread,7.39,51.0,1428.0127158288797,90.31378171122972,20.2,79.77,0.08182582835063719,41.000000000000014,32.999999999999986,-6.0,4.000000000000001,0.0,0.0,0.0,0.0,-3.0,5.0,0.0,0.0,0.0,0.0,0.0
25,T,Bear Call Spread,21.0,-58.0,2101.5190737433195,262.89540609625686,53.94,46.04,0.07987967652926972,30.00000000000003,57.999999999999986,-9.0,6.000000000000001,-2.0,-2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
35,T,Bear Call Spread,12.14,86.00000000000004,1543.0127158288797,165.1045939037432,33.37,66.6,0.07352914726938295,67.0,39.00000000000001,-6.0,3.9999999999999996,-1.0,0.0,-1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
50,T,Bear Call Spread,10.51,115.00000000000003,1564.0127158288797,144.10459390374317,33.37,66.6,0.07293313637884655,76.0,38.00000000000001,-6.0,3.9999999999999996,0.0,0.0,0.0,-1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
12,T,Bear Call Spread,13.01,52.00000000000003,1527.0127158288797,181.10459390374317,33.37,66.6,0.07183694085040601,59.00000000000001,41.0,-6.0,3.9999999999999996,-1.0,-1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
31,T,Bear Call Spread,22.23,350.00000000000006,3258.0254316577593,365.5522969518714,33.37,66.6,0.0608120922378633,203.00000000000003,77.0,-12.0,8.0,-1.0,0.0,-1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,T,Bear Call Spread,23.1,316.00000000000006,3242.0254316577593,381.5522969518714,33.37,66.6,0.06054215944849576,195.00000000000003,78.99999999999999,-12.0,8.0,-1.0,-1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,T,Bear Call Spread,16.15,105.00000000000003,2288.5190737433195,273.65689085561473,33.37,66.6,0.05901550642304479,90.99999999999999,59.0,-9.0,6.000000000000001,-2.0,0.0,-2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
17,T,Bear Call Spread,17.89,37.0,2256.5190737433195,305.65689085561473,20.2,79.77,0.05852967996213383,75.0,62.999999999999986,-9.0,6.000000000000001,-2.0,-2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
46,T,Bear Call Spread,10.5,-37.99999999999997,1367.0127158288797,182.8954060962569,70.66,29.31,0.0574098618664807,12.00000000000001,36.0,-6.0,4.0,-2.0,0.0,-2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
41,T,Bear Call Spread,5.25,-18.999999999999986,683.5063579144398,91.44770304812845,70.66,29.31,0.0574098618664807,6.000000000000005,18.0,-3.0,2.0,-1.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
24,T,Bear Call Spread,12.25,-106.0,1335.0127158288797,214.89540609625686,53.94,46.04,0.05700447591007566,-3.9999999999999813,40.0,-6.0,4.0,-2.0,-2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
19,T,Bear Call Spread,6.12,-53.0,667.5063579144398,107.44770304812843,53.94,46.04,0.056957941644026615,-1.9999999999999907,20.0,-3.0,2.0,-1.0,-1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
30,T,Bear Call Spread,15.33,257.0,2436.5190737433195,272.55229695187137,33.37,66.6,0.05624608624269656,150.0,58.00000000000001,-9.0,6.0,-1.0,0.0,-1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,T,Bear Call Spread,16.21,223.0,2420.5190737433195,288.55229695187137,33.37,66.6,0.05617699173160185,142.00000000000003,60.0,-9.0,6.0,-1.0,-1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,T,Bear Call Spread,12.88,163.0,2330.5190737433195,231.6568908556147,33.37,66.6,0.05559946847438157,108.99999999999999,56.99999999999999,-9.0,6.000000000000001,0.0,0.0,0.0,-2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
59,T,Bear Call Spread,7.24,20.0,1409.0127158288797,140.89540609625686,20.2,79.77,0.05138563563281673,30.000000000000004,34.0,-6.0,4.0,0.0,0.0,0.0,-2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
55,T,Bear Call Spread,3.62,10.0,704.5063579144398,70.44770304812843,20.2,79.77,0.05138563563281673,15.000000000000002,17.0,-3.0,2.0,0.0,0.0,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
5,T,Bear Call Spread,9.31,130.0,1599.0127158288797,195.55229695187137,33.37,66.6,0.04760874786498337,89.00000000000001,41.0,-6.0,3.9999999999999996,-1.0,-1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,T,Bear Call Spread,8.43,164.0,1615.0127158288797,179.55229695187137,33.37,66.6,0.04695010948403319,97.00000000000001,39.00000000000001,-6.0,3.9999999999999996,-1.0,0.0,-1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,T,Bear Call Spread,11.71,167.00000000000006,2376.5190737433195,298.1045939037428,33.37,66.6,0.03928151474170549,125.00000000000004,62.999999999999986,-9.0,6.000000000000001,-2.0,-2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,T,Bear Call Spread,9.76,-30.0,1459.0127158288797,249.10459390374314,53.94,46.04,0.03918032922255691,32.00000000000001,44.0,-6.0,4.0,-2.0,-2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
11,T,Bear Call Spread,4.88,-15.0,729.5063579144398,124.55229695187157,53.94,46.04,0.03918032922255691,16.000000000000004,22.0,-3.0,2.0,-1.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
33,T,Bear Call Spread,9.97,235.00000000000009,2408.5190737433195,266.10459390374285,33.37,66.6,0.03746647081037021,141.00000000000003,59.0,-9.0,6.000000000000001,-2.0,0.0,-2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,T,Bear Call Spread,4.01,19.000000000000014,745.5063579144398,108.55229695187158,20.2,79.77,0.03694071993499961,24.0,20.0,-3.0,2.0,-1.0,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
38,T,Bear Call Spread,8.01,38.00000000000003,1491.0127158288797,217.10459390374317,20.2,79.77,0.03689465918695098,48.0,40.0,-6.0,4.0,-2.0,0.0,-2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
27,T,Bear Call Spread,9.61,-207.0,1236.0127158288797,282.3137817112297,61.45,38.53,0.03404013768562592,-39.99999999999994,41.99999999999999,-6.0,4.000000000000001,-3.0,-3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
2,T,Bear Call Spread,14.93,461.0,3347.0254316577593,461.0,33.37,66.6,0.03238611713665943,240.00000000000003,73.99999999999999,-12.0,8.0,4.0,-1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,T,Bear Call Spread,2.0,18.0,696.5063579144398,62.65689085561486,20.2,79.77,0.031919873020969956,16.000000000000004,16.000000000000004,-3.0,1.9999999999999998,0.0,0.0,0.0,0.0,-2.0,3.0,0.0,0.0,0.0,0.0,0.0
48,T,Bear Call Spread,7.0,-105.0,1284.0127158288797,234.3137817112297,61.45,38.53,0.029874469819393124,-15.99999999999997,35.999999999999986,-6.0,4.000000000000001,-3.0,0.0,-3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
1,T,Bear Call Spread,9.67,339.0,2504.5190737433195,342.3431091443859,33.37,66.6,0.02824651567887,178.0,55.99999999999999,-9.0,6.0,3.0,-1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,T,Bear Call Spread,4.75,96.0,1533.0127158288797,175.10459390374314,33.37,66.6,0.02712664410512911,65.99999999999999,38.0,-6.0,4.0,0.0,0.0,0.0,-2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
49,T,Bear Call Spread,2.37,48.0,766.5063579144398,87.55229695187157,33.37,66.6,0.027069535380697257,32.99999999999999,19.0,-3.0,2.0,0.0,0.0,0.0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
4,T,Bear Call Spread,2.41,37.0,777.5063579144398,102.55229695187137,33.37,66.6,0.023500204984497158,36.00000000000001,22.0,-3.0,2.0,-1.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,T,Bear Call Spread,4.81,74.0,1555.0127158288797,205.10459390374274,33.37,66.6,0.023451449372496123,72.00000000000001,44.0,-6.0,4.0,-2.0,-2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,T,Bear Call Spread,6.5,-112.0,1391.0127158288797,317.10459390374314,53.94,46.04,0.020497968572391827,5.000000000000027,47.0,-6.0,4.000000000000001,-3.0,-3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
0,T,Bear Call Spread,4.4,217.0,1662.0127158288797,235.89540609625726,33.37,66.6,0.018652334408770038,115.99999999999999,38.0,-6.0,3.9999999999999996,1.9999999999999998,-1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,T,Bear Call Spread,3.49,-154.0,568.5063579144398,190.65689085561485,55.84,44.14,0.018305134340216373,-37.999999999999986,22.000000000000004,-3.0,1.9999999999999998,-2.0,-2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
28,T,Bear Call Spread,1.54,71.00000000000001,793.5063579144398,86.55229695187138,33.37,66.6,0.017792710930090494,44.00000000000001,20.0,-3.0,2.0,-1.0,0.0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,T,Bear Call Spread,3.07,142.00000000000003,1587.0127158288797,173.10459390374277,33.37,66.6,0.01773494238810968,88.00000000000001,40.0,-6.0,4.0,-2.0,0.0,-2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,T,Bear Call Spread,3.89,-10.0,1439.0127158288797,269.10459390374314,53.94,46.04,0.01445534594400654,29.000000000000004,40.99999999999999,-6.0,4.000000000000001,-3.0,0.0,-3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
61,T,Bear Call Spread,2.1,-18.0,1347.0127158288797,171.31378171122972,70.66,29.31,0.01225820817813599,11.00000000000001,32.999999999999986,-6.0,4.000000000000001,0.0,0.0,0.0,-3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
45,T,Bear Call Spread,1.75,-85.99999999999997,600.5063579144398,158.65689085561488,61.45,38.53,0.011030091353501822,-21.999999999999996,18.000000000000004,-3.0,1.9999999999999998,-2.0,0.0,-2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
3,T,Bear Call Spread,3.54,312.0,2481.5190737433195,365.3431091443859,33.37,66.6,0.009689521743794461,170.00000000000003,57.999999999999986,-9.0,6.000000000000001,3.0000000000000004,-2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,T,Bear Call Spread,1.62,-96.99999999999997,661.5063579144398,192.55229695187157,44.72,55.25,0.008413298753870067,-10.999999999999988,25.000000000000007,-3.0,1.9999999999999998,-2.0,-2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
26,T,Bear Call Spread,0.86,-255.0,469.50635791443983,289.65689085561485,52.84,47.14,0.002969030004636361,-73.99999999999996,24.0,-3.0,2.0000000000000004,-3.0,-3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
10,T,Bear Call Spread,0.32,18.000000000000057,1511.0127158288797,214.65689085561417,20.2,79.77,0.001490751117862987,55.00000000000007,47.0,-6.0,4.000000000000001,-3.0,-3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,T,Bull Put Spread,8.75,259.00000000000006,3195.0254316577602,298.55229695187165,33.74,66.24,0.029308098076400165,-167.99999999999997,81.0,-12.0,8.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,-1.0
2,T,Bull Put Spread,8.38,291.00000000000006,3213.0254316577602,291.00000000000006,33.74,66.24,0.028797250859106525,-176.99999999999994,80.0,-12.0,8.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,-1.0,0.0
