,C_1000000.0,C_134.0,C_135.0,C_136.0,C_137.0,C_138.0,C_139.0,C_140.0,C_141.0,C_142.0,C_143.0,C_144.0,C_145.0,C_146.0,C_34.0,C_35.0,C_35.5,C_36.0,Cost of Strategy,Exp_Pnl/Max_Loss,Expected PnL,Max_Loss,Max_Profit,Name,P_134.0,P_135.0,P_136.0,P_137.0,P_138.0,P_139.0,P_140.0,P_141.0,P_142.0,P_143.0,P_144.0,P_145.0,P_146.0,P_34.0,P_35.0,P_35.5,P_36.0,P_37.0,P_37.5,Prob of Loss,Prob of Profit,Strategy_Delta,Strategy_Gamma,Strategy_Rho,Strategy_Theta,Strategy_Vega,Underlying
178,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,75.0,0.32626666666666665,24.47,75.0,1313.0141510467347,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,35.0,12.0,0.0,-4.0,2.0,TAP
179,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,75.0,0.32626666666666665,24.47,75.0,1313.0141510467347,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,35.0,12.0,0.0,-4.0,2.0,TAP
180,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,75.0,0.32626666666666665,24.47,75.0,1313.0141510467347,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,35.0,12.0,0.0,-4.0,2.0,TAP
181,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,75.0,0.32626666666666665,24.47,75.0,1313.0141510467347,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,35.0,12.0,0.0,-4.0,2.0,TAP
182,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,75.0,0.32626666666666665,24.47,75.0,1313.0141510467347,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,35.0,12.0,0.0,-4.0,2.0,TAP
203,-1.0,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,75.0,0.32626666666666665,24.47,75.0,1313.0141510467347,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,35.0,12.0,0.0,-4.0,2.0,TAP
204,-2.0,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,75.0,0.32626666666666665,24.47,75.0,1313.0141510467347,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,35.0,12.0,0.0,-4.0,2.0,TAP
205,-3.0,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,75.0,0.32626666666666665,24.47,75.0,1313.0141510467347,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,35.0,12.0,0.0,-4.0,2.0,TAP
206,-4.0,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,75.0,0.32626666666666665,24.47,75.0,1313.0141510467347,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,35.0,12.0,0.0,-4.0,2.0,TAP
207,-5.0,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,75.0,0.32626666666666665,24.47,75.0,1313.0141510467347,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,35.0,12.0,0.0,-4.0,2.0,TAP
198,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,5.0,375.0,0.32624000000000003,122.34,375.0,6565.070755233674,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,175.0,60.0,0.0,-20.0,10.0,TAP
199,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,5.0,375.0,0.32624000000000003,122.34,375.0,6565.070755233674,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,175.0,60.0,0.0,-20.0,10.0,TAP
200,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,5.0,375.0,0.32624000000000003,122.34,375.0,6565.070755233674,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,175.0,60.0,0.0,-20.0,10.0,TAP
201,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,5.0,375.0,0.32624000000000003,122.34,375.0,6565.070755233674,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,175.0,60.0,0.0,-20.0,10.0,TAP
202,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,5.0,375.0,0.32624000000000003,122.34,375.0,6565.070755233674,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,175.0,60.0,0.0,-20.0,10.0,TAP
223,-1.0,,,,,,,,,,,,,,0.0,0.0,0.0,5.0,375.0,0.32624000000000003,122.34,375.0,6565.070755233674,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,175.0,60.0,0.0,-20.0,10.0,TAP
224,-2.0,,,,,,,,,,,,,,0.0,0.0,0.0,5.0,375.0,0.32624000000000003,122.34,375.0,6565.070755233674,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,175.0,60.0,0.0,-20.0,10.0,TAP
225,-3.0,,,,,,,,,,,,,,0.0,0.0,0.0,5.0,375.0,0.32624000000000003,122.34,375.0,6565.070755233674,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,175.0,60.0,0.0,-20.0,10.0,TAP
226,-4.0,,,,,,,,,,,,,,0.0,0.0,0.0,5.0,375.0,0.32624000000000003,122.34,375.0,6565.070755233674,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,175.0,60.0,0.0,-20.0,10.0,TAP
227,-5.0,,,,,,,,,,,,,,0.0,0.0,0.0,5.0,375.0,0.32624000000000003,122.34,375.0,6565.070755233674,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,175.0,60.0,0.0,-20.0,10.0,TAP
193,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,4.0,300.0,0.3262333333333334,97.87,300.0,5252.056604186939,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,140.0,48.0,0.0,-16.0,8.0,TAP
194,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,4.0,300.0,0.3262333333333334,97.87,300.0,5252.056604186939,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,140.0,48.0,0.0,-16.0,8.0,TAP
195,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,4.0,300.0,0.3262333333333334,97.87,300.0,5252.056604186939,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,140.0,48.0,0.0,-16.0,8.0,TAP
196,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,4.0,300.0,0.3262333333333334,97.87,300.0,5252.056604186939,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,140.0,48.0,0.0,-16.0,8.0,TAP
197,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,4.0,300.0,0.3262333333333334,97.87,300.0,5252.056604186939,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,140.0,48.0,0.0,-16.0,8.0,TAP
218,-1.0,,,,,,,,,,,,,,0.0,0.0,0.0,4.0,300.0,0.3262333333333334,97.87,300.0,5252.056604186939,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,140.0,48.0,0.0,-16.0,8.0,TAP
219,-2.0,,,,,,,,,,,,,,0.0,0.0,0.0,4.0,300.0,0.3262333333333334,97.87,300.0,5252.056604186939,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,140.0,48.0,0.0,-16.0,8.0,TAP
220,-3.0,,,,,,,,,,,,,,0.0,0.0,0.0,4.0,300.0,0.3262333333333334,97.87,300.0,5252.056604186939,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,140.0,48.0,0.0,-16.0,8.0,TAP
221,-4.0,,,,,,,,,,,,,,0.0,0.0,0.0,4.0,300.0,0.3262333333333334,97.87,300.0,5252.056604186939,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,140.0,48.0,0.0,-16.0,8.0,TAP
222,-5.0,,,,,,,,,,,,,,0.0,0.0,0.0,4.0,300.0,0.3262333333333334,97.87,300.0,5252.056604186939,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,140.0,48.0,0.0,-16.0,8.0,TAP
188,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,3.0,225.0,0.32622222222222225,73.4,225.0,3939.042453140204,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,104.99999999999999,36.0,0.0,-12.0,6.0,TAP
189,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,3.0,225.0,0.32622222222222225,73.4,225.0,3939.042453140204,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,104.99999999999999,36.0,0.0,-12.0,6.0,TAP
190,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,3.0,225.0,0.32622222222222225,73.4,225.0,3939.042453140204,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,104.99999999999999,36.0,0.0,-12.0,6.0,TAP
191,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,3.0,225.0,0.32622222222222225,73.4,225.0,3939.042453140204,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,104.99999999999999,36.0,0.0,-12.0,6.0,TAP
192,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,3.0,225.0,0.32622222222222225,73.4,225.0,3939.042453140204,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,104.99999999999999,36.0,0.0,-12.0,6.0,TAP
213,-1.0,,,,,,,,,,,,,,0.0,0.0,0.0,3.0,225.0,0.32622222222222225,73.4,225.0,3939.042453140204,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,104.99999999999999,36.0,0.0,-12.0,6.0,TAP
214,-2.0,,,,,,,,,,,,,,0.0,0.0,0.0,3.0,225.0,0.32622222222222225,73.4,225.0,3939.042453140204,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,104.99999999999999,36.0,0.0,-12.0,6.0,TAP
215,-3.0,,,,,,,,,,,,,,0.0,0.0,0.0,3.0,225.0,0.32622222222222225,73.4,225.0,3939.042453140204,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,104.99999999999999,36.0,0.0,-12.0,6.0,TAP
216,-4.0,,,,,,,,,,,,,,0.0,0.0,0.0,3.0,225.0,0.32622222222222225,73.4,225.0,3939.042453140204,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,104.99999999999999,36.0,0.0,-12.0,6.0,TAP
217,-5.0,,,,,,,,,,,,,,0.0,0.0,0.0,3.0,225.0,0.32622222222222225,73.4,225.0,3939.042453140204,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,104.99999999999999,36.0,0.0,-12.0,6.0,TAP
183,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,2.0,150.0,0.3262,48.93,150.0,2626.0283020934694,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,70.0,24.0,0.0,-8.0,4.0,TAP
184,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,2.0,150.0,0.3262,48.93,150.0,2626.0283020934694,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,70.0,24.0,0.0,-8.0,4.0,TAP
185,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,2.0,150.0,0.3262,48.93,150.0,2626.0283020934694,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,70.0,24.0,0.0,-8.0,4.0,TAP
186,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,2.0,150.0,0.3262,48.93,150.0,2626.0283020934694,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,70.0,24.0,0.0,-8.0,4.0,TAP
187,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,2.0,150.0,0.3262,48.93,150.0,2626.0283020934694,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,70.0,24.0,0.0,-8.0,4.0,TAP
208,-1.0,,,,,,,,,,,,,,0.0,0.0,0.0,2.0,150.0,0.3262,48.93,150.0,2626.0283020934694,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,70.0,24.0,0.0,-8.0,4.0,TAP
209,-2.0,,,,,,,,,,,,,,0.0,0.0,0.0,2.0,150.0,0.3262,48.93,150.0,2626.0283020934694,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,70.0,24.0,0.0,-8.0,4.0,TAP
210,-3.0,,,,,,,,,,,,,,0.0,0.0,0.0,2.0,150.0,0.3262,48.93,150.0,2626.0283020934694,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,70.0,24.0,0.0,-8.0,4.0,TAP
211,-4.0,,,,,,,,,,,,,,0.0,0.0,0.0,2.0,150.0,0.3262,48.93,150.0,2626.0283020934694,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,70.0,24.0,0.0,-8.0,4.0,TAP
212,-5.0,,,,,,,,,,,,,,0.0,0.0,0.0,2.0,150.0,0.3262,48.93,150.0,2626.0283020934694,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,70.0,24.0,0.0,-8.0,4.0,TAP
143,0.0,,,,,,,,,,,,,,0.0,0.0,4.0,0.0,380.0,0.21823684210526317,82.93,380.0,5372.056604186939,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,164.0,52.0,0.0,-20.0,12.0,TAP
144,0.0,,,,,,,,,,,,,,0.0,0.0,4.0,0.0,380.0,0.21823684210526317,82.93,380.0,5372.056604186939,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,164.0,52.0,0.0,-20.0,12.0,TAP
145,0.0,,,,,,,,,,,,,,0.0,0.0,4.0,0.0,380.0,0.21823684210526317,82.93,380.0,5372.056604186939,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,164.0,52.0,0.0,-20.0,12.0,TAP
146,0.0,,,,,,,,,,,,,,0.0,0.0,4.0,0.0,380.0,0.21823684210526317,82.93,380.0,5372.056604186939,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,164.0,52.0,0.0,-20.0,12.0,TAP
147,0.0,,,,,,,,,,,,,,0.0,0.0,4.0,0.0,380.0,0.21823684210526317,82.93,380.0,5372.056604186939,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,164.0,52.0,0.0,-20.0,12.0,TAP
168,-1.0,,,,,,,,,,,,,,0.0,0.0,4.0,0.0,380.0,0.21823684210526317,82.93,380.0,5372.056604186939,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,164.0,52.0,0.0,-20.0,12.0,TAP
169,-2.0,,,,,,,,,,,,,,0.0,0.0,4.0,0.0,380.0,0.21823684210526317,82.93,380.0,5372.056604186939,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,164.0,52.0,0.0,-20.0,12.0,TAP
170,-3.0,,,,,,,,,,,,,,0.0,0.0,4.0,0.0,380.0,0.21823684210526317,82.93,380.0,5372.056604186939,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,164.0,52.0,0.0,-20.0,12.0,TAP
171,-4.0,,,,,,,,,,,,,,0.0,0.0,4.0,0.0,380.0,0.21823684210526317,82.93,380.0,5372.056604186939,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,164.0,52.0,0.0,-20.0,12.0,TAP
172,-5.0,,,,,,,,,,,,,,0.0,0.0,4.0,0.0,380.0,0.21823684210526317,82.93,380.0,5372.056604186939,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,164.0,52.0,0.0,-20.0,12.0,TAP
148,0.0,,,,,,,,,,,,,,0.0,0.0,5.0,0.0,475.0,0.21823157894736842,103.66,475.0,6715.070755233674,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,204.99999999999997,65.0,0.0,-25.0,15.0,TAP
149,0.0,,,,,,,,,,,,,,0.0,0.0,5.0,0.0,475.0,0.21823157894736842,103.66,475.0,6715.070755233674,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,204.99999999999997,65.0,0.0,-25.0,15.0,TAP
150,0.0,,,,,,,,,,,,,,0.0,0.0,5.0,0.0,475.0,0.21823157894736842,103.66,475.0,6715.070755233674,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,204.99999999999997,65.0,0.0,-25.0,15.0,TAP
151,0.0,,,,,,,,,,,,,,0.0,0.0,5.0,0.0,475.0,0.21823157894736842,103.66,475.0,6715.070755233674,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,204.99999999999997,65.0,0.0,-25.0,15.0,TAP
152,0.0,,,,,,,,,,,,,,0.0,0.0,5.0,0.0,475.0,0.21823157894736842,103.66,475.0,6715.070755233674,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,204.99999999999997,65.0,0.0,-25.0,15.0,TAP
173,-1.0,,,,,,,,,,,,,,0.0,0.0,5.0,0.0,475.0,0.21823157894736842,103.66,475.0,6715.070755233674,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,204.99999999999997,65.0,0.0,-25.0,15.0,TAP
174,-2.0,,,,,,,,,,,,,,0.0,0.0,5.0,0.0,475.0,0.21823157894736842,103.66,475.0,6715.070755233674,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,204.99999999999997,65.0,0.0,-25.0,15.0,TAP
175,-3.0,,,,,,,,,,,,,,0.0,0.0,5.0,0.0,475.0,0.21823157894736842,103.66,475.0,6715.070755233674,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,204.99999999999997,65.0,0.0,-25.0,15.0,TAP
176,-4.0,,,,,,,,,,,,,,0.0,0.0,5.0,0.0,475.0,0.21823157894736842,103.66,475.0,6715.070755233674,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,204.99999999999997,65.0,0.0,-25.0,15.0,TAP
177,-5.0,,,,,,,,,,,,,,0.0,0.0,5.0,0.0,475.0,0.21823157894736842,103.66,475.0,6715.070755233674,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,204.99999999999997,65.0,0.0,-25.0,15.0,TAP
138,0.0,,,,,,,,,,,,,,0.0,0.0,3.0,0.0,284.99999999999994,0.21821052631578952,62.19,284.99999999999994,4029.042453140204,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,123.0,39.0,0.0,-15.000000000000002,9.0,TAP
139,0.0,,,,,,,,,,,,,,0.0,0.0,3.0,0.0,284.99999999999994,0.21821052631578952,62.19,284.99999999999994,4029.042453140204,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,123.0,39.0,0.0,-15.000000000000002,9.0,TAP
140,0.0,,,,,,,,,,,,,,0.0,0.0,3.0,0.0,284.99999999999994,0.21821052631578952,62.19,284.99999999999994,4029.042453140204,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,123.0,39.0,0.0,-15.000000000000002,9.0,TAP
141,0.0,,,,,,,,,,,,,,0.0,0.0,3.0,0.0,284.99999999999994,0.21821052631578952,62.19,284.99999999999994,4029.042453140204,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,123.0,39.0,0.0,-15.000000000000002,9.0,TAP
142,0.0,,,,,,,,,,,,,,0.0,0.0,3.0,0.0,284.99999999999994,0.21821052631578952,62.19,284.99999999999994,4029.042453140204,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,123.0,39.0,0.0,-15.000000000000002,9.0,TAP
163,-1.0,,,,,,,,,,,,,,0.0,0.0,3.0,0.0,284.99999999999994,0.21821052631578952,62.19,284.99999999999994,4029.042453140204,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,123.0,39.0,0.0,-15.000000000000002,9.0,TAP
164,-2.0,,,,,,,,,,,,,,0.0,0.0,3.0,0.0,284.99999999999994,0.21821052631578952,62.19,284.99999999999994,4029.042453140204,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,123.0,39.0,0.0,-15.000000000000002,9.0,TAP
165,-3.0,,,,,,,,,,,,,,0.0,0.0,3.0,0.0,284.99999999999994,0.21821052631578952,62.19,284.99999999999994,4029.042453140204,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,123.0,39.0,0.0,-15.000000000000002,9.0,TAP
166,-4.0,,,,,,,,,,,,,,0.0,0.0,3.0,0.0,284.99999999999994,0.21821052631578952,62.19,284.99999999999994,4029.042453140204,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,123.0,39.0,0.0,-15.000000000000002,9.0,TAP
167,-5.0,,,,,,,,,,,,,,0.0,0.0,3.0,0.0,284.99999999999994,0.21821052631578952,62.19,284.99999999999994,4029.042453140204,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,123.0,39.0,0.0,-15.000000000000002,9.0,TAP
133,0.0,,,,,,,,,,,,,,0.0,0.0,2.0,0.0,190.0,0.21821052631578947,41.46,190.0,2686.0283020934694,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,82.0,26.0,0.0,-10.0,6.0,TAP
134,0.0,,,,,,,,,,,,,,0.0,0.0,2.0,0.0,190.0,0.21821052631578947,41.46,190.0,2686.0283020934694,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,82.0,26.0,0.0,-10.0,6.0,TAP
135,0.0,,,,,,,,,,,,,,0.0,0.0,2.0,0.0,190.0,0.21821052631578947,41.46,190.0,2686.0283020934694,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,82.0,26.0,0.0,-10.0,6.0,TAP
136,0.0,,,,,,,,,,,,,,0.0,0.0,2.0,0.0,190.0,0.21821052631578947,41.46,190.0,2686.0283020934694,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,82.0,26.0,0.0,-10.0,6.0,TAP
137,0.0,,,,,,,,,,,,,,0.0,0.0,2.0,0.0,190.0,0.21821052631578947,41.46,190.0,2686.0283020934694,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,82.0,26.0,0.0,-10.0,6.0,TAP
158,-1.0,,,,,,,,,,,,,,0.0,0.0,2.0,0.0,190.0,0.21821052631578947,41.46,190.0,2686.0283020934694,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,82.0,26.0,0.0,-10.0,6.0,TAP
159,-2.0,,,,,,,,,,,,,,0.0,0.0,2.0,0.0,190.0,0.21821052631578947,41.46,190.0,2686.0283020934694,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,82.0,26.0,0.0,-10.0,6.0,TAP
160,-3.0,,,,,,,,,,,,,,0.0,0.0,2.0,0.0,190.0,0.21821052631578947,41.46,190.0,2686.0283020934694,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,82.0,26.0,0.0,-10.0,6.0,TAP
161,-4.0,,,,,,,,,,,,,,0.0,0.0,2.0,0.0,190.0,0.21821052631578947,41.46,190.0,2686.0283020934694,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,82.0,26.0,0.0,-10.0,6.0,TAP
162,-5.0,,,,,,,,,,,,,,0.0,0.0,2.0,0.0,190.0,0.21821052631578947,41.46,190.0,2686.0283020934694,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,82.0,26.0,0.0,-10.0,6.0,TAP
128,0.0,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,95.0,0.21821052631578947,20.73,95.0,1343.0141510467347,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,41.0,13.0,0.0,-5.0,3.0,TAP
129,0.0,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,95.0,0.21821052631578947,20.73,95.0,1343.0141510467347,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,41.0,13.0,0.0,-5.0,3.0,TAP
130,0.0,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,95.0,0.21821052631578947,20.73,95.0,1343.0141510467347,Bull Call Spread,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.45,32.51,41.0,13.0,0.0,-5.0,3.0,TAP
