Name,total_calls,termination,Prob Bearish,Prob Bullish,Direction_Price,F1,Stock_Last,F2,sigma1,Impl_Vol,sigma2
ACN,12,True,1.0,0.0,Bullish,232.06511563108293,231.56,246.83408030559804,0.21348297174632427,0.2827,0.01
ADP,21,True,0.2666239724830574,0.7333760275169425,Bearish,134.4346910711401,137.99,139.14619700929035,0.4673878384496238,0.2994,0.1933057504593748
ADSK,20,True,0.2575204758364029,0.7424795241635971,Bearish,218.8413931736095,236.24,242.38505368557463,0.3879100456198204,0.4679,0.2663641332750255
AFL,12,True,0.24272531477982034,0.7572746852201797,Bearish,35.05126710377711,36.52,36.75999541566295,0.5243586198264852,0.33740000000000003,0.18947089579269336
ALB,3,True,0.6287186867718512,0.37128131322814883,Bullish,82.88069700157467,84.44,87.3838750653779,0.4402169337444136,0.4138,0.20694215794766674
AMAT,25,True,0.5,0.5,Bearish,63.45090443110292,63.57,63.45090443110292,0.49813460378698426,0.45270000000000005,0.49813460378698426
AMGN,12,True,0.4422837302027563,0.5577162697972438,Bearish,236.62185506198753,240.69,241.3004534818277,0.38186030697714873,0.2725,0.14204393250323089
AMP,5,True,0.8466761115812105,0.15332388841878952,Bullish,158.46464317076934,159.84,164.82455794653447,0.35309427750418937,0.3724,0.01
AXP,27,True,0.5647288569412799,0.43527114305872006,Bullish,98.541066082139,99.16,100.0632625345197,0.4510756332312556,0.37,0.19011430100823834
BAX,19,True,0.5120901130508982,0.48790988694910176,Bullish,79.68376490270208,80.73,81.74596386012605,0.3168694292767502,0.2644,0.14861737948509135
BDX,15,True,0.8634675251175455,0.13653247488245446,Bullish,255.62934515326427,256.41,261.97831412383727,0.299869004121932,0.28859999999999997,0.01
CAT,21,True,0.14993537336513565,0.8500646266348644,Bearish,129.99851377423914,134.92,135.79948425818154,0.5526951615252141,0.3292,0.2379137968811219
CBOE,22,True,0.04305353134102038,0.9569464686589796,Bearish,75.02230341191746,88.06,88.55513567128632,0.5258488043707682,0.304,0.2485030190957854
CERN,3,True,0.6434850652167354,0.35651493478326457,Bullish,68.84867922222348,70.04,72.0141037244048,0.2858361079628362,0.2743,0.12509314327179621
CME,10,True,0.35924369406980605,0.640756305930194,Bearish,161.25573620269557,167.14,170.26876942783824,0.29331437413490447,0.30210000000000004,0.16425526807284926
COF,29,True,0.5,0.5,Bearish,65.81788038096188,65.75,65.81788038096188,0.4598960316813679,0.4982,0.4598960316813679
CSX,22,True,0.11495258321399905,0.885047416786001,Bearish,65.22267386716456,72.93,73.94407738010037,0.02910861513304341,0.3236,0.19970990706281952
CVX,28,True,0.10173849881385574,0.8982615011861442,Bearish,77.9591011425455,86.8,86.6907643477515,0.99,0.3655,0.28045284856868097
D,3,True,0.3285544341012361,0.6714455658987639,Bearish,79.75205470352462,80.62,80.98148423573795,0.3362591110685328,0.2398,0.1479716045618325
DPZ,10,True,0.6039043060551248,0.3960956939448752,Bullish,383.52480003352025,389.12,397.5367420147695,0.3563833956362632,0.32880000000000004,0.1508604584107038
DRI,4,True,1.0,0.0,Bullish,79.17521411532721,79.06,107.93943941687391,0.48762725421921305,0.534,0.2798824861383702
DTE,4,True,0.7994410337490094,0.20055896625099057,Bullish,121.17990252685725,118.86,106.96876859588916,0.010003863683824298,0.33799999999999997,0.7641113895010583
EMR,12,True,0.18125663214258184,0.8187433678574182,Bearish,61.55662290296553,66.37,66.92305515017947,0.369261850632141,0.3218,0.24835964062531068
EXR,3,True,0.5686947892255788,0.4313052107744212,Bullish,102.68387800292751,103.76,105.37574055207979,0.35911956901551667,0.3064,0.1790476821498201
FBHS,8,True,0.34404349179163424,0.6559565082083658,Bearish,77.7340957173162,79.81,80.92994749589285,0.596190138303982,0.4346,0.25131067551844805
FE,6,True,0.07104778631028678,0.9289522136897133,Bearish,28.524732847207865,29.44,29.49509817366499,0.99,0.4044,0.3477584764523633
FITB,5,True,1.0,0.0,Bullish,20.4229157664691,20.45,27.918228519531876,0.5133364034204011,0.48479999999999995,0.2798828074324266
GWW,5,True,0.7104317995641591,0.28956820043584086,Bullish,345.8323700037315,349.38,356.5048563797034,0.3318499270175797,0.2888,0.01
HFC,14,True,0.21482832078427566,0.7851716792157244,Bearish,23.375475806208218,25.5,25.796073652931323,0.99,0.5807,0.4370241976923504
HLT,7,True,1.0,0.0,Bullish,83.61420481279988,83.7,114.27342158144239,0.4459512126833496,0.43520000000000003,0.2798825300981589
HOG,13,True,0.5,0.5,Bearish,26.268229549924133,26.21,26.268229549924133,0.47462371695067446,0.5083,0.47462371695067446
HSY,14,True,0.43774130466230765,0.5622586953376923,Bearish,141.63743399672043,143.92,144.85694669105615,0.311645535654798,0.2261,0.10929721156524395
IFF,5,True,0.2675002084231938,0.7324997915768062,Bearish,117.52522354056129,126.8,130.2155438100301,0.45496544651509374,0.384,0.314066939059869
INTC,16,True,0.06006831902575267,0.9399316809742473,Bearish,46.648684153696486,48.03,48.08394246464992,0.99,0.35729999999999995,0.26167771696862807
ITW,10,True,0.547562704464629,0.45243729553537104,Bullish,188.08795113333858,190.55,193.68733435109925,0.3210934015527175,0.2611,0.1007437688416363
LB,12,True,0.5641309223117236,0.43586907768827643,Bullish,25.26404281854924,26.04,26.991705878200438,0.99,0.7576,0.49400920255775693
LEN,27,True,0.12324928940733369,0.8767507105926663,Bearish,68.54701771576222,73.24,73.85946733919826,0.7700034657642181,0.4569,0.3464559002698553
LH,5,True,0.42005857603357605,0.579941423966424,Bearish,187.42254168009055,193.11,196.9990255084506,0.36079548787968707,0.3308,0.2172059812090617
LNC,4,True,0.8074114784699231,0.19258852153007688,Bullish,37.9336462645858,38.36,39.88441575927664,0.5825947161381331,0.5425,0.010334476040286806
LRCX,27,True,0.5,0.5,Bearish,372.2355366196796,372.44,372.2355366196796,0.42388965179847893,0.43560000000000004,0.42388965179847893
MA,18,True,0.027326562642438462,0.9726734373575615,Bearish,304.9108149744592,328.02,328.6568784626746,0.99,0.285,0.24593602850200286
MAR,38,True,0.7228133468451143,0.27718665315488566,Bullish,93.28175705043782,93.78,95.04831588226276,0.6848324678545472,0.6069,0.23346396358282384
MAS,2,True,0.6260040414381359,0.3739959585618641,Bullish,57.65263905976959,58.17,59.05423963893364,0.32453267653458173,0.32189999999999996,0.01
MCD,10,True,0.15121035714615683,0.8487896428538432,Bearish,197.98537304986868,204.6,205.78293057610284,0.40233826148327145,0.2463,0.1593644371346838
MET,15,True,0.08652317218511071,0.9134768278148893,Bearish,33.44431381458059,38.72,39.172522108180104,0.01,0.3786,0.29036724876851494
MS,17,True,0.8434369121491987,0.1565630878508013,Bullish,50.21961238441954,50.35,51.17989186432657,0.3634809261329092,0.3494,0.08586097093776035
MSI,5,True,0.5969734142019788,0.4030265857980212,Bullish,141.7966370944085,144.26,147.65458036644233,0.5183777924050674,0.3381,0.01
MYL,8,True,0.5,0.5,Bearish,16.35494448551511,16.355,16.35494448551511,0.48640994778657753,0.5143,0.48640994778657753
NEE,4,True,0.5630274509330572,0.43697254906694283,Bullish,284.2905349127267,287.78,292.24261710365056,0.2981806160277115,0.2766,0.1310517813296907
NKE,22,True,0.12743737922565967,0.8725626207743403,Bearish,99.64537089449162,101.86,102.21038550986123,0.6020790209632546,0.2883,0.21371395364422105
ODFL,5,True,0.6707214938235279,0.32927850617647214,Bullish,184.64108577564852,185.98,188.8658006369017,0.3607874760841081,0.326,0.01
OMC,4,True,0.8487659456427855,0.1512340543572145,Bullish,53.095173039972444,53.27,53.88190457063307,0.4423815805808467,0.3978,0.06351835678742897
PEAK,6,True,0.29675450541334125,0.7032454945866587,Bearish,27.571681706691,28.61,28.459517753742276,0.99,0.40700000000000003,0.17373460961312454
PG,13,True,0.023621854288133154,0.9763781457118669,Bearish,121.94423725674302,133.55,133.86786655621754,0.99,0.20199999999999999,0.15600280560330623
PHM,16,True,0.7400023891331726,0.2599976108668274,Bullish,44.0999769856202,44.26,44.77998296416888,0.4466823734007264,0.4057,0.14994839976349794
PM,18,True,0.12436876062777281,0.8756312393722272,Bearish,70.83998511108858,77.5,78.46204565622418,0.025907338818927216,0.2608,0.1751064725813585
PNC,22,True,0.0850664787573782,0.9149335212426218,Bearish,98.1939523413862,109.7,110.93312066945725,0.5161317126852782,0.3778,0.31462051192310275
PSX,25,True,0.24342210344656087,0.7565778965534391,Bearish,59.783116730056925,62.87,62.914950007608965,0.9250899200272956,0.45640000000000003,0.3046875896887173
RE,4,True,0.7195057482317038,0.28049425176829623,Bullish,230.82251597566278,232.19,237.47603815525054,0.1876839961571041,0.3432,0.6235613665417027
SO,13,True,0.24060110760838868,0.7593988923916113,Bearish,52.94974429778484,54.69,54.65519835667997,0.5280254774033823,0.25920000000000004,0.13056252432761908
STT,5,True,0.6587104333992588,0.34128956660074117,Bullish,69.24033603417702,69.57,69.96628594450186,0.44653852609709727,0.377,0.10086959949175248
SWK,18,True,0.5565613302394532,0.4434386697605468,Bullish,153.63751429909118,157.26,161.7153568214859,0.4487330684061852,0.3837,0.20287460736752475
SYK,5,True,0.38269216607778656,0.6173078339222134,Bearish,182.66206965922945,191.54,197.68522116683098,0.3337199012571695,0.3429,0.2176855637692678
SYY,24,True,0.06365727539132973,0.9363427246086703,Bearish,50.26233750946557,57.8,58.34402082092495,0.99,0.4943,0.4817386960116984
T,7,True,0.43814441800227816,0.5618555819977218,Bearish,29.609199474516384,30.02,30.326842422150758,0.288286881852422,0.26789999999999997,0.10990287708655173
TIF,18,True,0.7834162575499658,0.2165837424500342,Bullish,124.82770033633601,124.82,127.51522037858503,0.01,0.31170000000000003,0.7953321853880946
TSCO,18,True,0.4111183036604203,0.5888816963395798,Bearish,144.74476570148772,148.1,150.41555064640153,0.44914659537159024,0.33140000000000003,0.1575237453524305
UNH,18,True,0.2528193728773312,0.7471806271226689,Bearish,300.4912418443475,317.03,322.8365498109284,0.2911692740188504,0.32289999999999996,0.18224180630140094
USB,14,True,0.7634693210583963,0.23653067894160373,Bullish,37.25219137356315,37.46,37.933716047722626,0.4280527149872364,0.3917,0.156833837539291
WBA,13,True,0.246700722150109,0.753299277849891,Bearish,38.705713571429825,41.52,41.98894438477239,0.33373253648333306,0.35340000000000005,0.2796977390213206
WDC,14,True,0.9813531474074492,0.018646852592550833,Bullish,36.74952744833603,36.995,50.50692206528672,0.40480074237199265,0.4733,0.2798827888500047
WRK,2,True,0.5,0.5,Bearish,28.87611246731132,29.07,28.87611246731132,0.46049979275552927,0.4974,0.46049979275552927
