,Underlying,Name,Expected PnL,Cost of Strategy,Max_Profit,Max_Loss,Prob of Profit,Prob of Loss,Exp_Pnl/Max_Loss,Strategy_Delta,Strategy_Gamma,Strategy_Theta,Strategy_Vega,Strategy_Rho,C_34.0,C_35.0,C_35.5,C_36.0,C_1000000.0,P_34.0,P_35.0,P_35.5,P_36.0,P_37.0,P_37.5
21,TAP,Short Iron Condor,62.5,725.0,4827.056604186939,705.5300397491408,71.29,28.67,0.08858588079711331,45.00000000000003,52.99999999999999,-16.0,8.0,0.0,0.0,0.0,0.0,4.0,-4.0,-5.0,0.0,5.0,0.0,0.0,0.0
10,TAP,Short Iron Condor,45.11,565.0,3599.042453140204,549.4240317993126,71.29,28.67,0.08210416252137524,29.000000000000014,40.0,-12.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,-4.0,0.0,4.0,0.0,0.0,0.0
18,TAP,Short Iron Condor,45.11,565.0,3599.042453140204,549.4240317993126,71.29,28.67,0.08210416252137524,29.000000000000014,40.0,-12.0,6.0,0.0,0.0,0.0,0.0,3.0,-3.0,-4.0,0.0,4.0,0.0,0.0,0.0
8,TAP,Short Iron Condor,27.71,405.00000000000006,2371.0283020934694,393.3180238494845,71.29,28.67,0.07045189470036618,13.000000000000014,26.999999999999996,-8.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,-3.0,0.0,3.0,0.0,0.0,0.0
16,TAP,Short Iron Condor,27.71,405.00000000000006,2371.0283020934694,393.3180238494845,71.29,28.67,0.07045189470036618,13.000000000000014,26.999999999999996,-8.0,4.0,0.0,0.0,0.0,0.0,2.0,-2.0,-3.0,0.0,3.0,0.0,0.0,0.0
12,TAP,Short Iron Condor,38.04,650.0,3514.042453140204,630.5300397491408,71.29,28.67,0.0603301946012507,10.000000000000014,40.99999999999999,-12.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,-5.0,0.0,5.0,0.0,0.0,0.0
20,TAP,Short Iron Condor,38.04,650.0,3514.042453140204,630.5300397491408,71.29,28.67,0.0603301946012507,10.000000000000014,40.99999999999999,-12.0,6.0,0.0,0.0,0.0,0.0,3.0,-3.0,-5.0,0.0,5.0,0.0,0.0,0.0
9,TAP,Short Iron Condor,20.64,490.0,2286.0283020934694,474.4240317993126,71.29,28.67,0.043505384669744095,-5.999999999999972,28.0,-8.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,-4.0,0.0,4.0,0.0,0.0,0.0
17,TAP,Short Iron Condor,20.64,490.0,2286.0283020934694,474.4240317993126,71.29,28.67,0.043505384669744095,-5.999999999999972,28.0,-8.0,4.0,0.0,0.0,0.0,0.0,2.0,-2.0,-4.0,0.0,4.0,0.0,0.0,0.0
6,TAP,Short Iron Condor,10.32,245.0,1143.0141510467347,237.2120158996563,71.29,28.67,0.043505384669744095,-2.999999999999986,14.0,-4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.0,0.0,2.0,0.0,0.0,0.0
14,TAP,Short Iron Condor,10.32,245.0,1143.0141510467347,237.2120158996563,71.29,28.67,0.043505384669744095,-2.999999999999986,14.0,-4.0,2.0,0.0,0.0,0.0,0.0,1.0,-1.0,-2.0,0.0,2.0,0.0,0.0,0.0
0,TAP,Short Iron Condor,7.55,195.0,1193.0141510467347,195.0,71.29,28.67,0.038717948717948716,11.0,14.0,-4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.0,2.0,0.0,0.0,0.0,0.0
3,TAP,Short Iron Condor,7.55,195.0,1193.0141510467347,195.0,71.29,28.67,0.038717948717948716,11.0,14.0,-4.0,2.0,0.0,0.0,0.0,0.0,1.0,-1.0,-2.0,2.0,0.0,0.0,0.0,0.0
1,TAP,Short Iron Condor,15.09,390.0,2386.0283020934694,390.0,71.29,28.67,0.03869230769230769,22.0,28.0,-8.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,-4.0,4.0,0.0,0.0,0.0,0.0
4,TAP,Short Iron Condor,15.09,390.0,2386.0283020934694,390.0,71.29,28.67,0.03869230769230769,22.0,28.0,-8.0,4.0,0.0,0.0,0.0,0.0,2.0,-2.0,-4.0,4.0,0.0,0.0,0.0,0.0
11,TAP,Short Iron Condor,13.57,575.0,2201.0283020934694,555.5300397491408,62.45,37.5,0.024427121899884604,-24.99999999999997,28.999999999999993,-8.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,-5.0,0.0,5.0,0.0,0.0,0.0
19,TAP,Short Iron Condor,13.57,575.0,2201.0283020934694,555.5300397491408,62.45,37.5,0.024427121899884604,-24.99999999999997,28.999999999999993,-8.0,4.0,0.0,0.0,0.0,0.0,2.0,-2.0,-5.0,0.0,5.0,0.0,0.0,0.0
2,TAP,Short Iron Condor,6.63,450.0,2326.0283020934694,450.0,71.29,28.67,0.014733333333333333,9.999999999999993,28.999999999999993,-8.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,-5.0,5.0,0.0,0.0,0.0,0.0
5,TAP,Short Iron Condor,6.63,450.0,2326.0283020934694,450.0,71.29,28.67,0.014733333333333333,9.999999999999993,28.999999999999993,-8.0,4.0,0.0,0.0,0.0,0.0,2.0,-2.0,-5.0,5.0,0.0,0.0,0.0,0.0
7,TAP,Short Iron Condor,3.25,330.00000000000006,1058.0141510467347,318.3180238494845,62.45,37.5,0.010209915105331108,-21.999999999999986,14.999999999999996,-4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.0,0.0,3.0,0.0,0.0,0.0
15,TAP,Short Iron Condor,3.25,330.00000000000006,1058.0141510467347,318.3180238494845,62.45,37.5,0.010209915105331108,-21.999999999999986,14.999999999999996,-4.0,2.0,0.0,0.0,0.0,0.0,1.0,-1.0,-3.0,0.0,3.0,0.0,0.0,0.0
