,Underlying,Name,Expected PnL,Cost of Strategy,Max_Profit,Max_Loss,Prob of Profit,Prob of Loss,Exp_Pnl/Max_Loss,Strategy_Delta,Strategy_Gamma,Strategy_Theta,Strategy_Vega,Strategy_Rho,C_29.0,C_29.5,C_30.0,C_30.5,C_31.0,P_-1000000.0,P_29.5,P_30.0,P_30.5,P_31.0
15,T,Bear Call Spread,2.1,-18.0,1347.0127158288797,171.31378171122972,70.66,29.31,0.01225820817813599,11.00000000000001,32.999999999999986,-6.0,4.000000000000001,0.0,0.0,0.0,-3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
12,T,Bear Call Spread,1.75,-85.99999999999997,600.5063579144398,158.65689085561488,61.45,38.53,0.011030091353501822,-21.999999999999996,18.000000000000004,-3.0,1.9999999999999998,-2.0,0.0,-2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
8,T,Bear Call Spread,0.86,-255.0,469.50635791443983,289.65689085561485,52.84,47.14,0.002969030004636361,-73.99999999999996,24.0,-3.0,2.0000000000000004,-3.0,-3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
31,T,Bear Call Ladder,19.15,-13.0,2156.5190737433195,247.44770304812846,53.94,46.04,0.07739008996286917,49.00000000000002,59.0,-9.0,6.0,-2.0,-2.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
67,T,Bear Call Ladder,34.02,-5.999999999999972,3628.531789572199,444.0,53.94,46.04,0.07662162162162163,89.00000000000006,99.0,-15.0,10.0,-3.0,-3.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0
55,T,Bear Call Ladder,20.38,-39.0,2132.5190737433195,271.44770304812846,53.94,46.04,0.07507891859518356,39.000000000000014,59.0,-9.0,6.0,-2.0,-2.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0
57,T,Bear Call Ladder,19.76,-20.0,2163.5190737433195,280.0,53.94,46.04,0.07057142857142858,48.00000000000001,60.00000000000001,-9.0,6.0,-2.0,-2.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0
36,T,Bear Call Ladder,23.41,-21.0,2879.0254316577593,339.44770304812846,53.94,46.04,0.06896496806366907,66.00000000000006,80.0,-12.0,8.000000000000002,-3.0,-3.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
83,T,Bear Call Ladder,38.9,-21.0,4358.038147486639,568.5522969518715,53.94,46.04,0.0684193876421766,105.00000000000003,121.0,-18.0,12.000000000000002,-4.0,-4.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0
63,T,Bear Call Ladder,25.88,-73.0,2831.0254316577593,387.44770304812846,53.94,46.04,0.06679611156911468,46.00000000000004,80.0,-12.0,8.000000000000002,-3.0,-3.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0
59,T,Bear Call Ladder,19.14,-0.9999999999999716,2194.5190737433195,288.55229695187154,53.94,46.04,0.06633113027408136,57.000000000000014,61.00000000000001,-9.0,6.0,-2.0,-2.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
66,T,Bear Call Ladder,25.26,-53.99999999999997,2862.0254316577593,396.0,53.94,46.04,0.0637878787878788,55.00000000000005,81.0,-12.0,8.0,-3.0,-3.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0
70,T,Bear Call Ladder,24.64,-35.0,2893.0254316577593,404.55229695187154,53.94,46.04,0.06090683500168423,64.00000000000003,82.0,-12.0,8.0,-3.0,-3.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0
79,T,Bear Call Ladder,30.76,-88.0,3560.531789572199,512.0,53.94,46.04,0.060078125,62.000000000000036,102.0,-15.0,10.0,-4.0,-4.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0
72,T,Bear Call Ladder,24.02,-16.0,2924.0254316577593,413.10459390374314,53.94,46.04,0.0581450808208559,73.00000000000003,83.0,-12.0,8.000000000000002,-3.0,-3.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0
82,T,Bear Call Ladder,30.14,-69.0,3591.531789572199,520.5522969518715,53.94,46.04,0.05790004227526565,71.00000000000001,102.99999999999999,-15.0,10.0,-4.0,-4.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0
33,T,Bear Call Ladder,16.51,-114.0,2057.5190737433195,306.89540609625686,53.94,46.04,0.05379683003407906,13.000000000000057,60.999999999999986,-9.0,6.000000000000001,-3.0,-3.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
91,T,Bear Call Ladder,13.9,-12.0,2105.5190737433195,258.89540609625686,53.94,46.04,0.05368963555433658,37.000000000000036,54.999999999999986,-9.0,6.000000000000001,-3.0,0.0,-3.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
61,T,Bear Call Ladder,17.75,-140.0,2033.5190737433195,330.89540609625686,53.94,46.04,0.05364232827951851,3.000000000000047,60.999999999999986,-9.0,6.000000000000001,-3.0,-3.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0
101,T,Bear Call Ladder,15.13,-38.0,2081.5190737433195,282.89540609625686,53.94,46.04,0.05348266417183151,27.000000000000025,54.999999999999986,-9.0,6.000000000000001,-3.0,0.0,-3.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0
30,T,Bear Call Ladder,10.39,-61.0,1390.0127158288797,199.44770304812846,53.94,46.04,0.05209385639047848,15.000000000000014,41.0,-6.0,3.9999999999999996,-2.0,-2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
5,T,Bear Call Ladder,14.88,-85.0,2078.5190737433195,285.89540609625686,53.94,46.04,0.05204700629218967,22.000000000000064,59.999999999999986,-9.0,6.000000000000001,-1.9999999999999998,-3.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
54,T,Bear Call Ladder,11.62,-87.0,1366.0127158288797,223.44770304812846,53.94,46.04,0.05200321973100419,5.000000000000004,41.0,-6.0,3.9999999999999996,-2.0,-2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
98,T,Bear Call Ladder,9.88,-18.99999999999997,1398.0127158288797,191.44770304812846,53.94,46.04,0.05160678264975708,20.999999999999996,37.00000000000001,-6.0,3.9999999999999996,-2.0,0.0,-2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
62,T,Bear Call Ladder,17.13,-121.0,2064.5190737433195,339.44770304812846,53.94,46.04,0.05046432733578176,12.000000000000032,62.0,-9.0,6.000000000000001,-3.0,-3.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0
35,T,Bear Call Ladder,14.65,-69.0,2112.5190737433195,291.44770304812846,53.94,46.04,0.05026630797491912,32.00000000000005,62.0,-9.0,6.000000000000001,-3.0,-3.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
103,T,Bear Call Ladder,14.51,-19.0,2112.5190737433195,291.44770304812846,53.94,46.04,0.049785947352633204,36.00000000000002,55.99999999999999,-9.0,6.000000000000001,-3.0,0.0,-3.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0
76,T,Bear Call Ladder,22.63,-155.0,2763.0254316577593,455.44770304812846,53.94,46.04,0.049687373212218444,19.00000000000004,83.0,-12.0,8.0,-4.0,-4.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0
43,T,Bear Call Ladder,18.92,-77.0,2835.0254316577593,383.44770304812846,53.94,46.04,0.04934180032791918,49.00000000000004,83.0,-12.0,8.0,-4.0,-4.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
4,T,Bear Call Ladder,8.75,-32.0,1411.0127158288797,178.44770304812843,53.94,46.04,0.04903397382279598,24.00000000000001,40.0,-6.0,3.9999999999999996,-1.0,-2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
111,T,Bear Call Ladder,19.14,-18.999999999999886,2827.0254316577593,391.4477030481286,53.94,46.04,0.04889542038683705,51.00000000000002,75.0,-12.0,8.0,-4.0,0.0,-4.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0
89,T,Bear Call Ladder,27.51,-170.0,3492.531789572199,580.0,53.94,46.04,0.04743103448275862,35.00000000000001,104.99999999999999,-15.0,10.0,-5.0,-5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0
78,T,Bear Call Ladder,22.0,-136.0,2794.0254316577593,464.0,53.94,46.04,0.04741379310344827,28.000000000000025,84.0,-12.0,8.0,-4.0,-4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0
65,T,Bear Call Ladder,16.5,-101.99999999999997,2095.5190737433195,348.0,53.94,46.04,0.04741379310344827,21.000000000000043,63.000000000000014,-9.0,6.0,-3.0,-3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0
56,T,Bear Call Ladder,11.0,-68.0,1397.0127158288797,232.0,53.94,46.04,0.04741379310344827,14.000000000000012,42.0,-6.0,4.0,-2.0,-2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
52,T,Bear Call Ladder,5.5,-34.0,698.5063579144398,116.0,53.94,46.04,0.04741379310344827,7.000000000000006,21.0,-3.0,2.0,-1.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
29,T,Bear Call Ladder,4.27,-8.0,722.5063579144398,92.0,53.94,46.04,0.04641304347826086,17.00000000000001,21.0,-3.0,2.0,-1.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
38,T,Bear Call Ladder,12.8,-24.0,2167.5190737433195,276.0,53.94,46.04,0.0463768115942029,51.00000000000004,63.000000000000014,-9.0,6.0,-3.0,-3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
51,T,Bear Call Ladder,21.33,-39.99999999999994,3612.531789572199,460.00000000000006,53.94,46.04,0.046369565217391294,85.00000000000006,104.99999999999999,-15.0,10.0,-5.0,-5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
45,T,Bear Call Ladder,17.06,-32.0,2890.0254316577593,368.0,53.94,46.04,0.04635869565217391,68.00000000000004,84.0,-12.0,8.0,-4.0,-4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
32,T,Bear Call Ladder,8.53,-16.0,1445.0127158288797,184.0,53.94,46.04,0.04635869565217391,34.00000000000002,42.0,-6.0,4.0,-2.0,-2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
7,T,Bear Call Ladder,11.39,-11.0,2154.5190737433195,249.44770304812846,53.94,46.04,0.04566087344489363,50.00000000000004,60.0,-9.0,6.000000000000001,-0.9999999999999999,-3.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
81,T,Bear Call Ladder,21.38,-117.0,2825.0254316577593,472.55229695187154,53.94,46.04,0.045243669616904875,37.000000000000014,85.0,-12.0,8.0,-4.0,-4.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0
69,T,Bear Call Ladder,15.88,-83.0,2126.5190737433195,356.55229695187154,53.94,46.04,0.04453764605012075,30.00000000000004,64.0,-9.0,6.000000000000001,-3.0,-3.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
58,T,Bear Call Ladder,10.38,-48.99999999999997,1428.0127158288797,240.55229695187157,53.94,46.04,0.04315069999966276,23.000000000000014,43.00000000000001,-6.0,3.9999999999999996,-2.0,-2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
71,T,Bear Call Ladder,15.26,-64.0,2157.5190737433195,365.10459390374314,53.94,46.04,0.04179624210377143,39.00000000000003,64.99999999999999,-9.0,6.000000000000001,-3.0,-3.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
15,T,Bear Call Ladder,13.4,-19.0,2212.5190737433195,349.65689085561473,53.94,46.04,0.038323283053881864,58.00000000000003,65.99999999999999,-9.0,6.000000000000001,-3.0,-3.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
13,T,Bear Call Ladder,8.52,-3.9999999999999716,1483.0127158288797,225.10459390374317,53.94,46.04,0.03784907207910307,42.000000000000014,44.00000000000001,-6.0,3.9999999999999996,-2.0,-2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
87,T,Bear Call Ladder,19.37,-237.0,2695.0254316577593,523.4477030481285,53.94,46.04,0.037004651825206354,-7.999999999999985,85.99999999999999,-12.0,8.0,-5.0,-5.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0
88,T,Bear Call Ladder,18.75,-218.0,2726.0254316577593,532.0,53.94,46.04,0.03524436090225564,1.0000000000000009,86.99999999999999,-12.0,8.0,-5.0,-5.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0
41,T,Bear Call Ladder,12.02,-170.0,2013.5190737433195,350.8954060962569,53.94,46.04,0.03425522190137393,-3.999999999999959,63.99999999999999,-9.0,6.000000000000001,-4.0,-4.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
75,T,Bear Call Ladder,13.87,-203.0,1996.5190737433195,407.44770304812846,53.94,46.04,0.03404117852730084,-14.999999999999968,65.0,-9.0,6.0,-4.0,-4.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0
118,T,Bear Call Ladder,15.01,-67.0,2775.0254316577593,443.44770304812846,53.94,46.04,0.03384841075244205,32.00000000000001,76.0,-12.0,8.0,-5.0,0.0,-5.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0
48,T,Bear Call Ladder,14.43,-133.0,2791.0254316577593,427.44770304812846,53.94,46.04,0.03375851571338367,32.00000000000003,85.99999999999999,-12.0,8.0,-5.0,-5.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
108,T,Bear Call Ladder,11.0,-85.99999999999994,2029.5190737433195,334.8954060962569,70.66,29.31,0.032846076117384354,8.000000000000007,55.99999999999999,-9.0,6.000000000000001,-4.0,0.0,-4.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0
77,T,Bear Call Ladder,13.25,-184.0,2027.5190737433195,416.0,53.94,46.04,0.031850961538461536,-5.999999999999983,66.0,-9.0,6.0,-4.0,-4.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0
120,T,Bear Call Ladder,14.39,-48.0,2806.0254316577593,452.0,53.94,46.04,0.03183628318584071,40.99999999999999,77.0,-12.0,8.0,-5.0,0.0,-5.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0
50,T,Bear Call Ladder,12.57,-87.99999999999994,2846.0254316577593,412.00000000000006,53.94,46.04,0.030509708737864075,51.00000000000004,86.99999999999999,-12.0,8.0,-5.0,-5.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
42,T,Bear Call Ladder,10.16,-125.0,2068.5190737433195,335.44770304812846,53.94,46.04,0.030287880667175984,15.000000000000036,65.0,-9.0,6.0,-4.0,-4.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
110,T,Bear Call Ladder,10.38,-66.99999999999989,2060.5190737433195,343.4477030481286,70.66,29.31,0.03022294197304739,17.000000000000014,57.00000000000001,-9.0,6.0,-4.0,0.0,-4.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0
94,T,Bear Call Ladder,8.53,-33.99999999999994,2077.5190737433195,286.8954060962569,53.94,46.04,0.02973208987925753,28.000000000000025,55.99999999999999,-9.0,6.000000000000001,-4.0,0.0,-4.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
80,T,Bear Call Ladder,12.62,-165.0,2058.5190737433195,424.55229695187154,53.94,46.04,0.02972543097895579,3.0000000000000138,67.0,-9.0,6.000000000000001,-4.0,-4.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0
8,T,Bear Call Ladder,8.75,-112.0,2055.5190737433195,308.89540609625686,53.94,46.04,0.028326740467203182,14.000000000000036,61.999999999999986,-9.0,6.000000000000001,-2.0,-4.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
113,T,Bear Call Ladder,9.76,-47.99999999999994,2091.5190737433195,352.00000000000006,53.94,46.04,0.027727272727272722,26.0,58.00000000000001,-9.0,6.0,-4.0,0.0,-4.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0
100,T,Bear Call Ladder,6.38,-86.0,1315.0127158288797,234.89540609625686,61.45,38.53,0.027161025011215267,-6.999999999999984,36.99999999999999,-6.0,4.000000000000001,-3.0,0.0,-3.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0
44,T,Bear Call Ladder,8.3,-80.0,2123.5190737433195,320.0,53.94,46.04,0.025937500000000002,34.00000000000003,66.0,-9.0,6.0,-4.0,-4.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
64,T,Bear Call Ladder,7.75,-149.99999999999997,1329.0127158288797,300.0,53.94,46.04,0.025833333333333333,-12.999999999999956,45.00000000000001,-6.0,4.0,-3.0,-3.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
115,T,Bear Call Ladder,9.14,-28.999999999999943,2122.5190737433195,360.5522969518716,53.94,46.04,0.02534999798162444,35.0,59.0,-9.0,6.000000000000001,-4.0,0.0,-4.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0
90,T,Bear Call Ladder,5.14,-60.0,1339.0127158288797,210.89540609625686,70.66,29.31,0.024372271047260276,3.000000000000025,36.99999999999999,-6.0,4.000000000000001,-3.0,0.0,-3.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
34,T,Bear Call Ladder,5.9,-117.0,1346.0127158288797,243.44770304812846,53.94,46.04,0.024235184502166357,-1.9999999999999574,44.00000000000001,-6.0,4.0,-3.0,-3.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
26,T,Bear Call Ladder,11.32,-38.0,2946.0254316577593,470.2091878074863,53.94,46.04,0.02407439134225223,77.0,90.99999999999999,-12.0,8.0,-5.0,-5.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
102,T,Bear Call Ladder,5.75,-67.0,1346.0127158288797,243.44770304812846,70.66,29.31,0.023619035743636704,2.000000000000013,38.0,-6.0,4.0,-3.0,0.0,-3.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0
68,T,Bear Call Ladder,7.12,-131.0,1360.0127158288797,308.55229695187154,53.94,46.04,0.023075504769652026,-3.9999999999999645,46.0,-6.0,4.000000000000001,-3.0,-3.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
11,T,Bear Call Ladder,7.89,-17.0,2875.0254316577593,343.44770304812846,53.94,46.04,0.02297292988124701,68.00000000000001,81.99999999999999,-12.0,8.0,-1.0000000000000002,-5.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
21,T,Bear Call Ladder,8.91,-75.0,2168.5190737433195,393.65689085561473,53.94,46.04,0.022633923619713812,41.000000000000014,69.0,-9.0,6.000000000000001,-4.0,-4.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
28,T,Bear Call Ladder,10.08,-11.999999999999943,2970.0254316577593,446.20918780748633,53.94,46.04,0.022590301310310406,87.00000000000003,90.99999999999999,-12.0,8.0,-5.0,-5.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
46,T,Bear Call Ladder,6.45,-34.99999999999994,2178.5190737433195,304.5522969518716,53.94,46.04,0.021178628644588072,53.00000000000006,67.0,-9.0,6.000000000000001,-4.0,-4.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
22,T,Bear Call Ladder,7.67,-49.0,2192.5190737433195,369.65689085561473,53.94,46.04,0.020748970706989594,51.00000000000002,69.0,-9.0,6.0,-4.0,-4.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
104,T,Bear Call Ladder,5.13,-47.99999999999997,1377.0127158288797,252.00000000000003,70.66,29.31,0.020357142857142855,11.000000000000021,39.0,-6.0,4.0,-3.0,0.0,-3.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
9,T,Bear Call Ladder,5.26,-38.0,2131.5190737433195,272.44770304812846,53.94,46.04,0.019306457500472336,42.000000000000014,62.0,-9.0,6.0,-1.0000000000000002,-4.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
23,T,Bear Call Ladder,6.44,-22.99999999999997,2216.5190737433195,345.65689085561473,53.94,46.04,0.018631192290305215,61.00000000000003,69.0,-9.0,6.0,-4.0,-4.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
73,T,Bear Call Ladder,6.36,-289.0,1168.0127158288797,350.3137817112297,61.45,38.53,0.01815515212942056,-66.99999999999994,44.99999999999999,-6.0,4.000000000000001,-4.0,-4.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0
14,T,Bear Call Ladder,5.27,-86.0,1415.0127158288797,293.10459390374314,53.94,46.04,0.017979929723417064,15.000000000000036,47.0,-6.0,4.000000000000001,-3.0,-3.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
116,T,Bear Call Ladder,6.88,-134.0,1977.5190737433195,386.8954060962569,61.45,38.53,0.01778258384977645,-10.999999999999988,57.00000000000001,-9.0,6.0,-5.0,0.0,-5.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0
37,T,Bear Call Ladder,4.04,-72.0,1401.0127158288797,228.0,53.94,46.04,0.017719298245614034,17.00000000000005,45.00000000000001,-6.0,4.0,-3.0,-3.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
105,T,Bear Call Ladder,4.51,-29.0,1408.0127158288797,260.55229695187154,53.94,46.04,0.017309384921035925,20.00000000000001,40.0,-6.0,4.000000000000001,-3.0,0.0,-3.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
92,T,Bear Call Ladder,3.28,-15.0,1394.0127158288797,195.44770304812843,53.94,46.04,0.016781982846799225,22.00000000000002,38.0,-6.0,4.0,-3.0,0.0,-3.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
53,T,Bear Call Ladder,2.87,-135.0,599.5063579144398,175.44770304812846,61.45,38.53,0.0163581508913383,-28.999999999999993,23.0,-3.0,2.0,-2.0,-2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
74,T,Bear Call Ladder,5.73,-270.0,1199.0127158288797,350.8954060962569,61.45,38.53,0.016329652370621683,-57.999999999999986,46.0,-6.0,4.0,-4.0,-4.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0
3,T,Bear Call Ladder,5.64,-17.0,2210.5190737433195,351.65689085561473,53.94,46.04,0.01603836053454645,59.00000000000001,67.0,-9.0,6.000000000000001,-2.0,-4.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
117,T,Bear Call Ladder,6.25,-115.0,2008.5190737433195,395.44770304812846,70.66,29.31,0.01580487116709674,-2.0000000000000018,58.00000000000001,-9.0,6.0,-5.0,0.0,-5.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0
40,T,Bear Call Ladder,5.12,-263.0,1192.0127158288797,326.3137817112297,61.45,38.53,0.015690419120976407,-56.99999999999994,44.99999999999999,-6.0,4.000000000000001,-4.0,-4.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
16,T,Bear Call Ladder,4.03,-59.99999999999997,1439.0127158288797,269.1045939037432,53.94,46.04,0.014975589756901372,25.000000000000043,47.00000000000001,-6.0,4.0,-3.0,-3.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
