,Underlying,Name,Expected PnL,Cost of Strategy,Max_Profit,Max_Loss,Prob of Profit,Prob of Loss,Exp_Pnl/Max_Loss,Strategy_Delta,Strategy_Gamma,Strategy_Theta,Strategy_Vega,Strategy_Rho,C_40.0,C_40.5,C_41.0,C_41.5,C_42.0,C_42.5,C_43.0,C_43.5,C_44.0,C_44.5,P_-1000000.0,P_40.5,P_41.0,P_41.5,P_42.0,P_42.5,P_43.0,P_43.5,P_44.0,P_44.5
278,WDC,Bull Put Ladder,42.99,-560.0,5632.032635211036,1181.055494316754,67.4,32.53,0.03639964439170567,56.00000000000001,24.0,-26.000000000000007,9.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0
286,WDC,Bull Put Ladder,42.34,-577.0,5599.032635211036,1164.055494316754,67.4,32.53,0.036372836352489876,59.00000000000003,24.0,-26.000000000000007,9.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0
994,WDC,Bull Put Ladder,9.47,-8.999999999999886,2083.0108784036793,260.3667034099442,67.08,32.85,0.036371778249577484,-14.999999999999991,12.0,-8.000000000000002,3.0,-1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,-3.0
294,WDC,Bull Put Ladder,41.68,-594.0,5566.032635211036,1147.055494316754,67.4,32.53,0.036336515719169085,61.999999999999964,24.0,-26.000000000000007,9.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0
695,WDC,Bull Put Ladder,26.15,-174.0,3922.0217568073585,722.4221977267016,67.4,32.53,0.03619766956537064,6.000000000000005,18.0,-14.000000000000002,6.0,-1.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,-4.0,0.0
688,WDC,Bull Put Ladder,13.07,-87.0,1961.0108784036793,361.2110988633508,67.4,32.53,0.03618382724431314,3.0000000000000027,9.0,-7.000000000000001,3.0,-0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,-2.0,0.0
454,WDC,Bull Put Ladder,23.53,-242.0,3790.0217568073585,654.4221977267016,67.4,32.53,0.03595538183413905,18.000000000000014,18.0,-14.000000000000002,6.0,-1.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,-4.0,0.0
445,WDC,Bull Put Ladder,11.76,-121.0,1895.0108784036793,327.2110988633508,67.4,32.53,0.03594010117887592,9.000000000000007,9.0,-7.000000000000001,3.0,-0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,0.0
775,WDC,Bull Put Ladder,24.66,-204.0,3952.0217568073585,692.4221977267016,51.67,48.26,0.035614109543225934,6.000000000000005,18.0,-16.000000000000004,6.0,-1.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,-4.0
769,WDC,Bull Put Ladder,12.33,-102.0,1976.0108784036793,346.2110988633508,51.67,48.26,0.035614109543225934,3.0000000000000027,9.0,-8.000000000000002,3.0,-0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.0
741,WDC,Bull Put Ladder,11.89,-115.99999999999977,1990.010878403679,334.0000000000002,51.67,48.26,0.03559880239520956,3.000000000000025,11.000000000000004,-10.000000000000004,3.0,-1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,-3.0
511,WDC,Bull Put Ladder,11.23,-132.99999999999977,1957.010878403679,317.0000000000002,51.67,48.26,0.03542586750788641,6.000000000000005,11.000000000000004,-10.000000000000004,3.0,-1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,-3.0
550,WDC,Bull Put Ladder,22.04,-272.0,3820.0217568073585,624.4221977267016,51.67,48.26,0.035296631157956546,18.000000000000014,18.0,-16.000000000000004,6.0,-1.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-4.0
543,WDC,Bull Put Ladder,11.02,-136.0,1910.0108784036793,312.2110988633508,51.67,48.26,0.035296631157956546,9.000000000000007,9.0,-8.000000000000002,3.0,-0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.0
238,WDC,Bull Put Ladder,38.47,-385.0,5707.032635211036,1106.055494316754,67.4,32.53,0.0347812566346539,31.000000000000007,24.0,-21.000000000000004,9.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.0
244,WDC,Bull Put Ladder,37.81,-402.0,5674.032635211036,1089.055494316754,67.4,32.53,0.03471815733662043,34.00000000000003,24.0,-21.000000000000004,9.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.0
252,WDC,Bull Put Ladder,37.15,-419.0,5641.032635211036,1072.055494316754,67.4,32.53,0.03465305685847593,36.999999999999964,24.0,-21.000000000000004,9.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.0
800,WDC,Bull Put Ladder,25.44,-207.0,3905.021756807356,746.5778022732984,67.4,32.53,0.03407548405877627,10.000000000000009,23.0,-14.000000000000002,6.0,-2.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,-5.0,0.0
668,WDC,Bull Put Ladder,30.22,-460.0,3758.021756807356,888.2110988633508,67.4,32.53,0.03402344334434992,47.00000000000002,19.999999999999996,-19.000000000000007,6.0,-2.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,-5.0
423,WDC,Bull Put Ladder,28.25,-511.0,3659.021756807356,837.2110988633508,67.4,32.53,0.03374298314768394,56.00000000000001,19.999999999999996,-19.000000000000007,6.0,-2.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,-5.0
886,WDC,Bull Put Ladder,24.22,-231.0,3929.0217568073585,722.5778022732984,51.67,48.26,0.03351888187514421,14.000000000000012,21.999999999999993,-18.000000000000004,6.0,-2.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,-4.0
770,WDC,Bull Put Ladder,16.7,-1.0,4149.0217568073585,499.0,67.08,32.85,0.03346693386773547,-31.999999999999986,20.999999999999996,-14.000000000000002,6.0,-2.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,-5.0
764,WDC,Bull Put Ladder,21.04,-64.0,4012.0217568073585,632.4221977267016,51.67,48.26,0.03326891446193725,-14.000000000000012,18.0,-12.0,6.0,-1.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,-4.0,0.0
762,WDC,Bull Put Ladder,10.52,-32.0,2006.0108784036793,316.2110988633508,51.67,48.26,0.03326891446193725,-7.000000000000006,9.0,-6.0,3.0,-0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0
544,WDC,Bull Put Ladder,15.39,-35.0,4083.0217568073585,465.0,51.67,48.26,0.03309677419354839,-25.99999999999998,20.999999999999996,-14.000000000000002,6.0,-2.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,-5.0
537,WDC,Bull Put Ladder,18.42,-132.0,3880.0217568073585,564.4221977267016,51.67,48.26,0.03263514453221263,-2.0000000000000018,18.0,-12.0,6.0,-1.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,-4.0,0.0
534,WDC,Bull Put Ladder,9.21,-66.0,1940.0108784036793,282.2110988633508,51.67,48.26,0.03263514453221263,-1.0000000000000009,9.0,-6.0,3.0,-0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0
831,WDC,Bull Put Ladder,24.77,-284.0,3882.0217568073585,769.5778022732984,51.67,48.26,0.03218647929660981,23.0,21.999999999999993,-18.000000000000004,6.0,-2.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,-4.0
729,WDC,Bull Put Ladder,9.17,-11.0,2035.0108784036793,289.0,51.67,48.26,0.03173010380622837,-12.00000000000001,11.000000000000004,-7.000000000000001,3.0,-1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,-3.0,0.0
637,WDC,Bull Put Ladder,25.69,-285.0,3833.021756807356,813.2110988633508,67.4,32.53,0.03159081330285294,22.00000000000002,19.999999999999996,-14.000000000000002,6.0,-2.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,-5.0,0.0
494,WDC,Bull Put Ladder,8.52,-28.0,2002.0108784036793,272.0,51.67,48.26,0.0313235294117647,-9.00000000000003,11.000000000000004,-7.000000000000001,3.0,-1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,-3.0,0.0
855,WDC,Bull Put Ladder,22.86,-270.0,3918.021756807356,733.5778022732984,51.67,48.26,0.03116233878555036,18.999999999999993,23.0,-19.000000000000007,6.0,-2.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,-5.0
388,WDC,Bull Put Ladder,23.72,-336.0,3734.021756807356,762.2110988633508,67.4,32.53,0.03111998767188317,31.000000000000007,19.999999999999996,-14.000000000000002,6.0,-2.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,-5.0,0.0
870,WDC,Bull Put Ladder,20.59,-91.0,3989.0217568073585,662.5778022732984,51.67,48.26,0.03107559584603634,-6.000000000000005,21.999999999999993,-14.000000000000002,6.0,-2.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,-4.0,0.0
862,WDC,Bull Put Ladder,22.99,-256.0,3904.0217568073585,747.5778022732984,51.67,48.26,0.030752652005035522,18.999999999999993,21.999999999999993,-18.000000000000004,6.0,-2.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,-4.0
903,WDC,Bull Put Ladder,20.93,-169.0,3967.0217568073585,684.5778022732984,51.67,48.26,0.03057358846649294,6.000000000000005,20.99999999999999,-18.000000000000004,6.0,-2.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,-4.0
806,WDC,Bull Put Ladder,21.15,-144.0,3942.0217568073585,709.5778022732984,51.67,48.26,0.02980645664540383,2.9999999999999805,21.999999999999993,-14.000000000000002,6.0,-2.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,-4.0,0.0
810,WDC,Bull Put Ladder,13.47,-248.9999999999999,1873.0108784036793,452.7889011366493,51.67,48.26,0.02974896241092894,26.00000000000002,12.0,-10.000000000000004,3.0,-1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,-3.0
758,WDC,Bull Put Ladder,24.64,-361.0,3809.0217568073585,833.6332965900524,67.4,32.53,0.029557360653406063,34.00000000000003,17.0,-18.000000000000004,6.0,-2.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,-4.0
897,WDC,Bull Put Ladder,20.44,-201.0,3949.0217568073585,702.5778022732984,51.67,48.26,0.029092863358140895,9.00000000000003,21.999999999999993,-17.000000000000004,6.0,-2.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,-4.0
714,WDC,Bull Put Ladder,23.11,-348.0,3846.021756807356,800.2110988633508,51.67,48.26,0.028879879362865988,31.000000000000007,19.999999999999996,-19.000000000000007,6.0,-2.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,-5.0
679,WDC,Bull Put Ladder,25.19,-414.0,3762.0217568073585,880.6332965900524,67.4,32.53,0.028604414683773095,43.000000000000014,17.0,-18.000000000000004,6.0,-2.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,-4.0
529,WDC,Bull Put Ladder,21.36,-446.0,3644.0217568073585,748.6332965900524,67.4,32.53,0.02853199302955479,48.99999999999998,17.0,-18.000000000000004,6.0,-2.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-4.0
652,WDC,Bull Put Ladder,13.55,-274.9999999999999,1849.0108784036793,475.0000000000001,67.4,32.53,0.028526315789473677,30.00000000000003,11.000000000000004,-10.000000000000004,3.0,-1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,-3.0
478,WDC,Bull Put Ladder,21.14,-399.0,3747.021756807356,749.2110988633508,51.67,48.26,0.028216346543814004,39.99999999999999,19.999999999999996,-19.000000000000007,6.0,-2.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,-5.0
884,WDC,Bull Put Ladder,20.08,-241.0,3939.021756807356,712.5778022732984,51.67,48.26,0.028179379059998587,12.99999999999999,23.0,-19.000000000000007,6.0,-2.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,-5.0
843,WDC,Bull Put Ladder,19.37,-116.0,3964.0217568073585,687.5778022732984,51.67,48.26,0.028171357388150256,-1.000000000000023,21.999999999999993,-14.000000000000002,6.0,-2.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,-4.0,0.0
406,WDC,Bull Put Ladder,12.9,-291.9999999999999,1816.0108784036793,458.0000000000001,67.4,32.53,0.028165938864628814,33.00000000000001,11.000000000000004,-10.000000000000004,3.0,-1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-3.0
840,WDC,Bull Put Ladder,18.33,-95.0,3993.021756807356,658.5778022732984,51.67,48.26,0.027832702433528676,-6.000000000000005,23.0,-14.000000000000002,6.0,-2.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,-5.0,0.0
435,WDC,Bull Put Ladder,21.91,-499.0,3597.0217568073585,795.6332965900524,56.37,43.56,0.027537811820976442,58.00000000000001,17.0,-18.000000000000004,6.0,-2.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-4.0
724,WDC,Bull Put Ladder,23.41,-386.0,3784.0217568073585,858.6332965900524,67.4,32.53,0.027264258319552353,39.000000000000014,17.0,-18.000000000000004,6.0,-2.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,-4.0
737,WDC,Bull Put Ladder,21.01,-221.0,3869.0217568073585,773.6332965900524,67.4,32.53,0.027157569474589433,14.000000000000012,17.0,-14.000000000000002,6.0,-2.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,-4.0,0.0
787,WDC,Bull Put Ladder,21.35,-299.0,3847.0217568073585,795.6332965900524,51.67,48.26,0.026833969985296535,26.00000000000002,16.000000000000004,-18.000000000000004,6.0,-2.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,-4.0
792,WDC,Bull Put Ladder,10.75,-144.0000000000001,1918.0108784036793,407.7889011366491,67.4,32.53,0.026361678726507812,10.999999999999988,12.0,-7.000000000000001,3.0,-1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,-3.0,0.0
645,WDC,Bull Put Ladder,21.57,-274.0,3822.0217568073585,820.6332965900524,67.4,32.53,0.02628457812963358,23.0,17.0,-14.000000000000002,6.0,-2.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,-4.0,0.0
890,WDC,Bull Put Ladder,16.82,-61.0,4009.0217568073585,642.5778022732984,51.67,48.26,0.02617581861759705,-10.999999999999988,21.999999999999993,-13.0,6.0,-2.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,-4.0,0.0
488,WDC,Bull Put Ladder,20.13,-471.0,3619.0217568073585,773.6332965900524,67.4,32.53,0.026020079653664218,54.0,17.0,-18.000000000000004,6.0,-2.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-4.0
562,WDC,Bull Put Ladder,12.87,-51.0,3999.021756807356,497.2110988633508,51.67,48.26,0.025884377942128518,-11.999999999999966,16.000000000000004,-19.000000000000007,6.0,-2.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-5.0
506,WDC,Bull Put Ladder,17.73,-306.0,3704.0217568073585,688.6332965900524,67.4,32.53,0.025746649323805174,28.999999999999957,17.0,-14.000000000000002,6.0,-2.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,-4.0,0.0
779,WDC,Bull Put Ladder,20.86,-331.0,3829.0217568073585,813.6332965900524,51.67,48.26,0.0256380854709665,29.00000000000005,17.0,-17.000000000000004,6.0,-2.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,-4.0
693,WDC,Bull Put Ladder,18.58,-173.0,3921.021756807356,725.2110988633508,51.67,48.26,0.02562012637302586,6.000000000000005,19.999999999999996,-14.000000000000002,6.0,-2.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,-5.0,0.0
828,WDC,Bull Put Ladder,21.75,-400.0,3798.021756807356,853.5778022732984,51.67,48.26,0.02548098127912198,39.99999999999999,23.0,-19.000000000000007,6.0,-2.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,-5.0
755,WDC,Bull Put Ladder,20.42,-345.0,3843.021756807356,801.4221977267016,51.67,48.26,0.025479703529454226,29.000000000000004,19.000000000000007,-19.000000000000007,6.0,-2.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,-5.0
567,WDC,Bull Put Ladder,18.07,-384.0,3682.0217568073585,710.6332965900524,67.4,32.53,0.025428023267004555,41.000000000000014,16.000000000000004,-18.000000000000004,6.0,-2.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-4.0
186,WDC,Bull Put Ladder,7.67,-100.0,2024.0108784036793,301.7889011366492,51.67,48.26,0.02541511623228001,-2.0000000000000018,12.999999999999995,-11.000000000000004,3.0,-1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,-4.0
188,WDC,Bull Put Ladder,7.67,-100.0,2024.0108784036793,301.7889011366492,51.67,48.26,0.02541511623228001,-2.0000000000000018,12.999999999999995,-11.000000000000004,3.0,-1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,-4.0
190,WDC,Bull Put Ladder,7.67,-100.0,2024.0108784036793,301.7889011366492,51.67,48.26,0.02541511623228001,-2.0000000000000018,12.999999999999995,-11.000000000000004,3.0,-1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,-4.0
192,WDC,Bull Put Ladder,7.67,-100.0,2024.0108784036793,301.7889011366492,51.67,48.26,0.02541511623228001,-2.0000000000000018,12.999999999999995,-11.000000000000004,3.0,-1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,-4.0
194,WDC,Bull Put Ladder,7.67,-100.0,2024.0108784036793,301.7889011366492,51.67,48.26,0.02541511623228001,-2.0000000000000018,12.999999999999995,-11.000000000000004,3.0,-1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,-4.0
627,WDC,Bull Put Ladder,10.84,-170.0000000000001,1894.0108784036793,429.9999999999999,67.4,32.53,0.0252093023255814,14.999999999999991,11.000000000000004,-7.000000000000001,3.0,-1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,-3.0,0.0
398,WDC,Bull Put Ladder,18.29,-359.0,3657.0217568073585,735.6332965900524,67.4,32.53,0.024862931143521224,37.999999999999986,17.0,-14.000000000000002,6.0,-2.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,-4.0,0.0
698,WDC,Bull Put Ladder,19.79,-246.0,3844.0217568073585,798.6332965900524,67.4,32.53,0.024779833353427577,18.999999999999993,17.0,-14.000000000000002,6.0,-2.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,-4.0,0.0
451,WDC,Bull Put Ladder,16.62,-224.0,3822.021756807356,674.2110988633508,67.4,32.53,0.024651032930219596,14.999999999999991,19.999999999999996,-14.000000000000002,6.0,-2.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,-5.0,0.0
375,WDC,Bull Put Ladder,10.18,-187.0000000000001,1861.0108784036793,412.9999999999999,67.4,32.53,0.02464891041162228,17.99999999999997,11.000000000000004,-7.000000000000001,3.0,-1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,-3.0,0.0
869,WDC,Bull Put Ladder,15.56,-66.0,4014.021756807356,637.5778022732984,51.67,48.26,0.024404864699681294,-12.00000000000001,23.0,-14.000000000000002,6.0,-2.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,-5.0,0.0
526,WDC,Bull Put Ladder,17.79,-412.9999999999998,3711.021756807356,733.4221977267018,51.67,48.26,0.02425615157973329,40.99999999999997,19.000000000000007,-19.000000000000007,6.0,-2.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,-5.0
555,WDC,Bull Put Ladder,17.58,-416.0,3664.0217568073585,728.6332965900524,67.4,32.53,0.024127362944121607,43.99999999999999,17.0,-17.000000000000004,6.0,-2.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-4.0
