,Underlying,Name,Expected PnL,Cost of Strategy,Max_Profit,Max_Loss,Prob of Profit,Prob of Loss,Exp_Pnl/Max_Loss,Strategy_Delta,Strategy_Gamma,Strategy_Theta,Strategy_Vega,Strategy_Rho,C_40.0,C_40.5,C_41.0,C_41.5,C_42.0,C_42.5,C_43.0,C_43.5,C_44.0,C_44.5,P_-1000000.0,P_40.5,P_41.0,P_41.5,P_42.0,P_42.5,P_43.0,P_43.5,P_44.0,P_44.5
3,WDC,Bear Call Spread,116.54,-4.0,4176.021756807359,475.5778022732961,67.08,32.85,0.24504928414011426,48.0,24.0,-12.000000000000002,6.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,WDC,Bear Call Spread,58.27,-2.0,2088.0108784036797,237.78890113664804,67.08,32.85,0.24504928414011426,24.0,12.0,-6.000000000000001,3.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,WDC,Bear Call Spread,122.46,-73.0,4095.0217568073595,556.5778022732961,54.73,45.2,0.22002314770697326,29.000000000000004,20.999999999999996,-14.000000000000002,6.0,2.0000000000000004,0.0,-3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,WDC,Bear Call Spread,63.53,-38.0,2024.0108784036797,301.78890113664806,71.85,28.08,0.21051138647154563,12.00000000000001,11.000000000000002,-7.000000000000001,3.0,0.9999999999999999,0.0,0.0,-2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,WDC,Bear Call Spread,124.64,-17.0,5925.032635211039,603.4221977267039,54.73,45.2,0.20655521203820668,36.00000000000001,24.000000000000004,-21.000000000000004,9.0,-2.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,WDC,Bear Call Spread,117.96,-75.0,5883.032635211039,645.4221977267039,54.73,45.2,0.1827640890187491,34.00000000000001,28.000000000000004,-19.000000000000004,9.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,WDC,Bear Call Spread,112.43,-160.0000000000001,4032.0217568073595,619.577802273296,54.73,45.2,0.18146227897042555,26.00000000000002,26.999999999999996,-11.000000000000004,6.0,2.0000000000000004,-3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,WDC,Bear Call Spread,60.85,-100.0,1986.0108784036797,339.78890113664806,54.73,45.2,0.17908177635127884,4.0000000000000036,11.000000000000002,-7.000000000000001,3.0,0.9999999999999999,0.0,-2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,WDC,Bear Call Spread,127.48,-5.0,6063.032635211039,715.4221977267039,54.73,45.2,0.17818848842693896,53.99999999999998,28.000000000000004,-19.000000000000004,9.0,3.0000000000000004,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,WDC,Bear Call Spread,77.15,-63.99999999999994,3836.0217568073595,456.4221977267039,71.85,28.08,0.16903209437284164,10.000000000000009,16.0,-14.000000000000002,6.0,-2.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,WDC,Bear Call Spread,38.57,-31.99999999999997,1918.0108784036797,228.21109886335196,71.85,28.08,0.16901018483371358,5.000000000000004,8.0,-7.000000000000001,3.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,WDC,Bear Call Spread,84.77,-8.0,3980.0217568073595,512.4221977267039,71.85,28.08,0.16542999186231852,26.0,16.0,-14.000000000000002,6.0,2.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,WDC,Bear Call Spread,42.38,-4.0,1990.0108784036797,256.21109886335194,71.85,28.08,0.1654104767046139,13.0,8.0,-7.000000000000001,3.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,WDC,Bear Call Spread,64.12,-134.0,1920.0108784036797,405.78890113664806,71.85,28.08,0.15801319311690049,-5.000000000000004,12.0,-7.000000000000001,3.0,1.0000000000000002,0.0,0.0,-3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,WDC,Bear Call Spread,74.46,-125.99999999999994,3798.0217568073595,494.4221977267039,71.85,28.08,0.15060003442879075,2.0000000000000018,16.0,-14.000000000000002,6.0,-2.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,WDC,Bear Call Spread,37.23,-62.99999999999997,1899.0108784036797,247.21109886335196,71.85,28.08,0.15060003442879075,1.0000000000000009,8.0,-7.000000000000001,3.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,WDC,Bear Call Spread,82.08,-70.0,3942.0217568073595,550.4221977267039,54.73,45.2,0.14912189286514646,17.999999999999993,16.0,-14.000000000000002,6.0,2.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,WDC,Bear Call Spread,41.04,-35.0,1971.0108784036797,275.21109886335194,54.73,45.2,0.14912189286514646,8.999999999999996,8.0,-7.000000000000001,3.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,WDC,Bear Call Spread,54.17,-158.0,1944.0108784036797,381.78890113664806,54.73,45.2,0.14188469030589168,2.0000000000000018,15.000000000000002,-5.000000000000002,3.0,0.9999999999999999,-2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,WDC,Bear Call Spread,60.09,-227.0,1863.0108784036797,462.78890113664806,71.85,28.08,0.1298432176148001,-17.000000000000014,12.0,-7.000000000000001,3.0,1.0000000000000002,0.0,-3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,WDC,Bear Call Spread,75.4,-128.0,3900.0217568073595,592.4221977267039,54.73,45.2,0.127274096563788,15.999999999999993,20.0,-12.000000000000002,6.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,WDC,Bear Call Spread,37.7,-64.0,1950.0108784036797,296.21109886335194,54.73,45.2,0.127274096563788,7.9999999999999964,10.0,-6.000000000000001,3.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,WDC,Bear Call Spread,64.7,-230.0,1816.0108784036797,509.78890113664806,71.85,28.08,0.1269152777860444,-21.999999999999975,12.999999999999995,-7.000000000000001,3.0,1.0000000000000002,0.0,0.0,-4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,WDC,Bear Call Spread,67.78,-183.99999999999994,3756.0217568073595,536.4221977267039,54.73,45.2,0.12635569573228683,0.0,20.0,-12.000000000000002,6.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,WDC,Bear Call Spread,33.89,-91.99999999999997,1878.0108784036797,268.21109886335194,54.73,45.2,0.12635569573228683,0.0,10.0,-6.000000000000001,3.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,WDC,Bear Call Spread,75.07,-135.0,3807.0217568073595,645.6332965900559,71.85,28.08,0.11627343322670299,0.9999999999999787,16.000000000000004,-14.000000000000002,6.0,2.0000000000000004,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,WDC,Bear Call Spread,65.54,-205.0,3627.0217568073595,575.6332965900559,71.85,28.08,0.1138572080320001,-18.999999999999993,16.000000000000004,-14.000000000000002,6.0,-3.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,WDC,Bear Call Spread,37.39,-35.0,1971.0108784036797,354.78890113664806,71.85,28.08,0.1053866112502745,7.000000000000006,12.0,-7.000000000000001,3.0,1.0000000000000002,0.0,0.0,0.0,-3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,WDC,Bear Call Spread,59.33,-354.0,1740.0108784036797,585.7889011366481,63.35,36.58,0.10128221938803852,-37.999999999999986,12.999999999999995,-7.000000000000001,3.0,1.0000000000000002,0.0,-4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,WDC,Bear Call Spread,71.04,-228.0,3750.0217568073595,702.6332965900559,71.85,28.08,0.10110537081684524,-11.000000000000032,16.000000000000004,-14.000000000000002,6.0,2.0000000000000004,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,WDC,Bear Call Spread,61.52,-298.0,3570.0217568073595,632.6332965900559,63.35,36.58,0.09724432832036778,-31.000000000000007,16.000000000000004,-14.000000000000002,6.0,-3.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,WDC,Bear Call Spread,50.07,-314.0000000000001,1800.0108784036797,525.788901136648,63.35,36.58,0.09522833192514887,-19.999999999999996,18.0,-4.0000000000000036,3.0,1.0000000000000002,-3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,WDC,Bear Call Spread,32.68,-131.0,1817.0108784036797,389.42219772670387,71.85,28.08,0.08391920180917574,-11.99999999999999,7.999999999999999,-7.000000000000001,3.0,0.9999999999999999,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,WDC,Bear Call Spread,48.34,-36.0,3858.0217568073595,594.6332965900559,71.85,28.08,0.08129379951847182,12.99999999999999,16.000000000000004,-14.000000000000002,6.0,2.0000000000000004,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,WDC,Bear Call Spread,61.02,-315.0000000000001,3687.0217568073595,765.6332965900557,71.85,28.08,0.07969872819242349,-14.000000000000012,22.000000000000004,-11.000000000000004,6.0,2.0000000000000004,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,WDC,Bear Call Spread,26.97,-172.99999999999994,1709.0108784036797,358.3667034099454,63.35,36.58,0.07525810780793517,-24.0,7.999999999999999,-7.000000000000001,3.0,-2.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,WDC,Bear Call Spread,51.49,-385.0000000000001,3507.0217568073595,695.6332965900557,63.35,36.58,0.07401888358766073,-33.999999999999986,22.000000000000004,-11.000000000000004,6.0,-3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,WDC,Bear Call Spread,38.81,-106.0,3678.0217568073595,524.6332965900559,71.85,28.08,0.07397548011582995,-6.999999999999984,16.000000000000004,-14.000000000000002,6.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,WDC,Bear Call Spread,30.0,-193.0,1779.0108784036797,427.42219772670387,63.35,36.58,0.07018821240347037,-19.999999999999996,7.999999999999999,-7.000000000000001,3.0,0.9999999999999999,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,WDC,Bear Call Spread,45.96,-470.0,1656.0108784036797,669.7889011366481,63.35,36.58,0.06861863479971789,-41.99999999999999,20.999999999999996,-3.0000000000000027,3.0,1.0000000000000002,-4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,WDC,Bear Call Spread,29.06,-98.0,1884.0108784036797,441.78890113664806,71.85,28.08,0.06577802186798613,-5.999999999999961,12.999999999999995,-7.000000000000001,3.0,1.0000000000000002,0.0,0.0,0.0,-4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,WDC,Bear Call Spread,24.28,-234.99999999999994,1671.0108784036797,396.3667034099454,63.35,36.58,0.06125640673426652,-32.00000000000001,7.999999999999999,-7.000000000000001,3.0,-2.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,WDC,Bear Call Spread,26.16,-22.0,3744.0217568073595,458.6332965900559,71.85,28.08,0.05703903356886627,5.000000000000004,19.0,-11.000000000000004,6.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,WDC,Bear Call Spread,23.32,-251.0,1737.0108784036797,469.42219772670387,63.35,36.58,0.04967809386290853,-21.999999999999996,12.0,-5.000000000000002,3.0,0.9999999999999999,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,WDC,Bear Call Spread,22.98,-258.0,1644.0108784036797,522.6332965900559,63.35,36.58,0.0439696440122243,-37.000000000000014,8.000000000000002,-7.000000000000001,3.0,1.0000000000000002,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,WDC,Bear Call Spread,14.86,-65.0,1851.0108784036797,355.4221977267039,71.85,28.08,0.04180943141718558,-3.9999999999999813,7.999999999999999,-7.000000000000001,3.0,0.9999999999999999,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,WDC,Bear Call Spread,17.6,-292.99999999999994,1629.0108784036797,438.3667034099454,63.35,36.58,0.04014903473072655,-34.00000000000001,12.0,-5.000000000000002,3.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,WDC,Bear Call Spread,18.95,-351.0,1587.0108784036797,579.6332965900559,63.35,36.58,0.03269308390577558,-49.00000000000002,8.000000000000002,-7.000000000000001,3.0,1.0000000000000002,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,WDC,Bear Call Spread,9.15,-106.99999999999994,1743.0108784036797,324.36670340994533,63.35,36.58,0.02820881398679176,-15.999999999999993,7.999999999999999,-7.000000000000001,3.0,-2.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,WDC,Bear Call Spread,15.36,-313.99999999999994,1500.0108784036797,567.3667034099453,58.11,41.82,0.027072438173908454,-53.0,8.000000000000002,-7.000000000000001,3.0,-3.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,WDC,Bear Call Spread,8.53,-41.0,1977.0108784036797,348.78890113664806,54.73,45.2,0.02445605342429783,16.999999999999993,12.0,-5.000000000000002,3.0,0.9999999999999999,-2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,WDC,Bear Call Spread,6.42,-9.0,1895.0108784036797,311.4221977267039,71.85,28.08,0.020615100808048455,4.0000000000000036,9.999999999999998,-5.000000000000002,3.0,0.9999999999999999,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,WDC,Bear Call Spread,13.28,-385.0,1471.0108784036797,655.8443954534077,58.11,41.82,0.02024870547352788,-62.000000000000014,8.000000000000002,-7.000000000000001,3.0,1.0000000000000002,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,WDC,Bear Call Spread,11.34,-406.99999999999994,1443.0108784036797,624.3667034099453,58.11,41.82,0.018162403501127137,-65.00000000000001,8.000000000000002,-7.000000000000001,3.0,-3.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,WDC,Bear Call Spread,8.93,-438.0000000000001,1524.0108784036797,642.6332965900557,58.11,41.82,0.013895949754524725,-52.0,14.000000000000002,-4.0000000000000036,3.0,1.0000000000000002,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,WDC,Bear Call Spread,7.91,-509.0,1395.0108784036797,731.8443954534077,58.11,41.82,0.010808308499922896,-78.00000000000003,8.000000000000002,-7.000000000000001,3.0,1.0000000000000002,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,WDC,Bear Call Spread,2.26,-4.999999999999943,1841.0108784036797,226.36670340994533,71.85,28.08,0.009983800470456945,0.0,7.999999999999999,-7.000000000000001,3.0,-2.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,WDC,Bear Call Spread,1.17,-192.0,192.0,208.0,52.41,47.52,0.005625,-34.0,1.9999999999999991,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,WDC,Bear Call Spread,1.75,-288.0,288.0,312.0,52.41,47.52,0.005608974358974359,-51.0,3.0000000000000027,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,WDC,Bear Call Spread,2.33,-384.0,384.0,416.0,52.41,47.52,0.005600961538461539,-68.0,3.9999999999999982,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,WDC,Bear Call Spread,2.91,-480.0,480.0,520.0000000000014,52.41,47.52,0.0055961538461538314,-84.99999999999997,4.999999999999993,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,WDC,Bear Call Spread,0.58,-96.0,96.0,104.0,52.41,47.52,0.0055769230769230765,-17.0,0.9999999999999996,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,WDC,Bear Call Spread,3.76,-455.0,1291.0108784036797,776.3667034099453,55.18,44.75,0.004843072202202115,-81.99999999999999,8.000000000000002,-7.000000000000001,3.0,-4.0,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,WDC,Bear Call Spread,0.71,-50.99999999999994,1787.0108784036797,280.36670340994533,63.35,36.58,0.0025323977182905894,-8.000000000000007,9.999999999999998,-5.000000000000002,3.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,WDC,Bear Call Spread,1.31,-494.00000000000006,1380.0108784036797,687.3667034099453,58.11,41.82,0.0019058240579609752,-68.0,14.000000000000002,-4.0000000000000036,3.0,-3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,WDC,Bull Put Spread,191.17,1125.0,9321.043513614719,1125.0,52.41,47.52,0.16992888888888888,-243.00000000000003,32.0,-29.000000000000004,12.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,-1.0
39,WDC,Bull Put Spread,139.61,839.0,6983.032635211038,839.0,52.41,47.52,0.1664004767580453,-181.0,24.0,-22.000000000000004,9.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-1.0
12,WDC,Bull Put Spread,99.8,-60.0,6082.032635211038,636.4221977267016,51.67,48.26,0.15681414060742277,-31.000000000000007,24.000000000000004,-23.000000000000004,9.0,-3.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0
31,WDC,Bull Put Spread,77.09,-59.99999999999977,4158.0217568073585,493.57780227329863,67.08,32.85,0.15618611624133483,-23.99999999999998,20.999999999999996,-17.000000000000004,6.0,-2.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,-3.0
34,WDC,Bull Put Spread,27.6,-13.0,2087.0108784036793,238.7889011366492,67.08,32.85,0.1155832614858663,-12.99999999999999,11.000000000000002,-9.000000000000002,3.0,-0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,-2.0
26,WDC,Bull Put Spread,31.12,-27.0,2051.0108784036793,274.7889011366492,51.67,48.26,0.11325057115216018,-11.00000000000001,11.000000000000002,-7.000000000000001,3.0,-0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,-2.0,0.0
29,WDC,Bull Put Spread,32.93,-97.0,2021.0108784036793,304.7889011366492,51.67,48.26,0.10804199193997602,-1.0000000000000009,11.000000000000002,-9.000000000000002,3.0,-0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-2.0
7,WDC,Bull Put Spread,51.37,-99.99999999999994,3948.0217568073585,496.42219772670165,67.4,32.53,0.10348046528789802,-8.000000000000007,16.0,-14.000000000000002,6.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0
5,WDC,Bull Put Spread,25.68,-49.99999999999997,1974.0108784036793,248.21109886335083,67.4,32.53,0.10346032114437304,-4.0000000000000036,8.0,-7.000000000000001,3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
11,WDC,Bull Put Spread,53.18,-169.99999999999994,3918.0217568073585,526.4221977267016,51.67,48.26,0.10102157589412489,2.0000000000000018,16.0,-16.000000000000004,6.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0
9,WDC,Bull Put Spread,26.59,-84.99999999999997,1959.0108784036793,263.2110988633508,51.67,48.26,0.10102157589412489,1.0000000000000009,8.0,-8.000000000000002,3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
14,WDC,Bull Put Spread,27.0,-16.0,2040.0108784036793,282.2110988633508,51.67,48.26,0.09567306214655168,-9.999999999999998,8.0,-7.000000000000001,3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
16,WDC,Bull Put Spread,53.99,-32.0,4080.0217568073585,564.4221977267016,51.67,48.26,0.09565534491282084,-19.999999999999996,16.0,-14.000000000000002,6.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0
20,WDC,Bull Put Spread,55.8,-102.0,4050.0217568073585,594.4221977267016,51.67,48.26,0.09387267200552166,-9.999999999999986,16.0,-16.000000000000004,6.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0
